wavenumber_cm-1,angle_deg,third_beam_ratio_percent
2565.343,10.0,8.29651738621617e-08
2565.825,10.0,8.283312692004747e-08
2566.307,10.0,8.270131834793371e-08
2566.789,10.0,8.256974766372154e-08
2567.271,10.0,8.243841438638488e-08
2567.753,10.0,8.230731803598184e-08
2568.236,10.0,8.217618688552621e-08
2568.718,10.0,8.204556344253269e-08
2569.2,10.0,8.191517549211185e-08
2569.682,10.0,8.178502255859699e-08
2570.164,10.0,8.165510416741097e-08
2570.646,10.0,8.15254198450366e-08
2571.128,10.0,8.139596911899593e-08
2571.61,10.0,8.12667515178969e-08
2572.093,10.0,8.113749920928727e-08
2572.575,10.0,8.100874692928633e-08
2573.057,10.0,8.088022636536869e-08
2573.539,10.0,8.0751937050316e-08
2574.021,10.0,8.062387851799e-08
2574.503,10.0,8.049605030328171e-08
2574.985,10.0,8.036845194210173e-08
2575.467,10.0,8.024108297143918e-08
2575.949,10.0,8.011394292928914e-08
2576.432,10.0,7.998676828981508e-08
2576.914,10.0,7.986008519536422e-08
2577.396,10.0,7.973362964866035e-08
2577.878,10.0,7.960740119180111e-08
2578.36,10.0,7.948139936793761e-08
2578.842,10.0,7.93556237212214e-08
2579.324,10.0,7.923007379683688e-08
2579.806,10.0,7.910474914095926e-08
2580.289,10.0,7.897938999093562e-08
2580.771,10.0,7.885451497970149e-08
2581.253,10.0,7.872986388067757e-08
2581.735,10.0,7.860543624407217e-08
2582.217,10.0,7.848123162111839e-08
2582.699,10.0,7.835724956403595e-08
2583.181,10.0,7.823348962605133e-08
2583.663,10.0,7.810995136138306e-08
2584.146,10.0,7.798637871041706e-08
2584.627,10.0,7.786353807379927e-08
2585.11,10.0,7.77404074637377e-08
2585.592,10.0,7.76177519100505e-08
2586.074,10.0,7.749531581467843e-08
2586.556,10.0,7.737309873775294e-08
2587.038,10.0,7.725110024039275e-08
2587.52,10.0,7.712931988468283e-08
2588.002,10.0,7.700775723368496e-08
2588.484,10.0,7.688641185143197e-08
2588.967,10.0,7.67650322239747e-08
2589.449,10.0,7.664412052369343e-08
2589.931,10.0,7.652342478914619e-08
2590.413,10.0,7.640294458823204e-08
2590.895,10.0,7.628267948981486e-08
2591.377,10.0,7.616262906368484e-08
2591.859,10.0,7.604279288061798e-08
2592.341,10.0,7.592317051230991e-08
2592.823,10.0,7.580376153144197e-08
2593.306,10.0,7.568431843804546e-08
2593.788,10.0,7.556533539432997e-08
2594.27,10.0,7.544656446082485e-08
2594.752,10.0,7.532800521398054e-08
2595.234,10.0,7.520965723116934e-08
2595.716,10.0,7.509152009070578e-08
2596.198,10.0,7.497359337183836e-08
2596.68,10.0,7.485587665474693e-08
2597.163,10.0,7.473812594737969e-08
2597.645,10.0,7.462082841160468e-08
2598.127,10.0,7.450373962283717e-08
2598.609,10.0,7.43868591649658e-08
2599.091,10.0,7.427018662277932e-08
2599.573,10.0,7.41537215820128e-08
2600.055,10.0,7.403746362929144e-08
2600.537,10.0,7.392141235217097e-08
2601.02,10.0,7.380532721087159e-08
2601.502,10.0,7.368968847787808e-08
2601.984,10.0,7.357425518772974e-08
2602.466,10.0,7.345902693161019e-08
2602.948,10.0,7.334400330160412e-08
2603.43,10.0,7.322918389068585e-08
2603.912,10.0,7.31145682927496e-08
2604.394,10.0,7.300015610254913e-08
2604.876,10.0,7.288594691577437e-08
2605.359,10.0,7.277170401111119e-08
2605.841,10.0,7.265790004082064e-08
2606.323,10.0,7.254429786546136e-08
2606.805,10.0,7.243089708425885e-08
2607.287,10.0,7.231769729731327e-08
2607.769,10.0,7.220469810561279e-08
2608.251,10.0,7.209189911102954e-08
2608.733,10.0,7.197929991629765e-08
2609.216,10.0,7.186666713744847e-08
2609.698,10.0,7.175446676660361e-08
2610.18,10.0,7.16424650082532e-08
2610.662,10.0,7.153066146862244e-08
2611.144,10.0,7.141905575479696e-08
2611.626,10.0,7.130764747474042e-08
2612.108,10.0,7.119643623726801e-08
2612.59,10.0,7.10854216520629e-08
2613.073,10.0,7.097437361985084e-08
2613.554,10.0,7.086398088140213e-08
2614.037,10.0,7.075332502094804e-08
2614.519,10.0,7.064309356302751e-08
2615.001,10.0,7.053305681776411e-08
2615.483,10.0,7.042321439995275e-08
2615.965,10.0,7.031356592523042e-08
2616.447,10.0,7.020411101007494e-08
2616.929,10.0,7.009484927181138e-08
2617.411,10.0,6.998578032858596e-08
2617.894,10.0,6.987667811424399e-08
2618.376,10.0,6.97679940169572e-08
2618.858,10.0,6.965950157342093e-08
2619.34,10.0,6.955120040513321e-08
2619.822,10.0,6.944309013441257e-08
2620.304,10.0,6.933517038442034e-08
2620.786,10.0,6.922744077912913e-08
2621.268,10.0,6.911990094333828e-08
2621.75,10.0,6.901255050267e-08
2622.233,10.0,6.890516695318967e-08
2622.715,10.0,6.879819457389851e-08
2623.197,10.0,6.869141047072699e-08
2623.679,10.0,6.858481427255274e-08
2624.161,10.0,6.847840560907838e-08
2624.643,10.0,6.83721841108177e-08
2625.125,10.0,6.826614940907109e-08
2625.607,10.0,6.816030113596163e-08
2626.09,10.0,6.805441990136435e-08
2626.572,10.0,6.794894376997988e-08
2627.054,10.0,6.784365296764766e-08
2627.536,10.0,6.773854712967498e-08
2628.018,10.0,6.763362589220116e-08
2628.5,10.0,6.752888889212224e-08
2628.982,10.0,6.742433576714331e-08
2629.464,10.0,6.731996615575802e-08
2629.947,10.0,6.721556373290859e-08
2630.429,10.0,6.711156044621073e-08
2630.911,10.0,6.700773959255519e-08
2631.393,10.0,6.690410081358716e-08
2631.875,10.0,6.680064375172171e-08
2632.357,10.0,6.66973680501468e-08
2632.839,10.0,6.659427335283256e-08
2633.321,10.0,6.649135930453274e-08
2633.803,10.0,6.638862555076358e-08
2634.286,10.0,6.628585915736893e-08
2634.768,10.0,6.618348530452078e-08
2635.25,10.0,6.60812906866473e-08
2635.732,10.0,6.597927495234021e-08
2636.214,10.0,6.587743775096477e-08
2636.696,10.0,6.577577873263904e-08
2637.178,10.0,6.567429754823227e-08
2637.66,10.0,6.557299384939609e-08
2638.143,10.0,6.5471657666275e-08
2638.625,10.0,6.537070826293422e-08
2639.107,10.0,6.52699353038906e-08
2639.589,10.0,6.51693384438044e-08
2640.071,10.0,6.506891733807023e-08
2640.553,10.0,6.496867164284252e-08
2641.035,10.0,6.486860101502229e-08
2641.517,10.0,6.4768705112249e-08
2642.0,10.0,6.466877688282577e-08
2642.481,10.0,6.456943611613274e-08
2642.964,10.0,6.446985635244284e-08
2643.446,10.0,6.437065630042836e-08
2643.928,10.0,6.42716292720667e-08
2644.41,10.0,6.417277492943246e-08
2644.892,10.0,6.407409293532107e-08
2645.374,10.0,6.397558295327033e-08
2645.856,10.0,6.387724464753973e-08
2646.338,10.0,6.377907768311774e-08
2646.821,10.0,6.3680878592132e-08
2647.303,10.0,6.358305366192692e-08
2647.785,10.0,6.34853990716453e-08
2648.267,10.0,6.33879144891556e-08
2648.749,10.0,6.329059958306263e-08
2649.231,10.0,6.319345402266527e-08
2649.713,10.0,6.309647747799175e-08
2650.195,10.0,6.29996696197904e-08
2650.677,10.0,6.290303011950189e-08
2651.16,10.0,6.280635867544426e-08
2651.642,10.0,6.271005525575785e-08
2652.124,10.0,6.261391921190973e-08
2652.606,10.0,6.251795021816896e-08
2653.088,10.0,6.242214794952682e-08
2653.57,10.0,6.23265120816593e-08
2654.052,10.0,6.223104229094538e-08
2654.534,10.0,6.213573825447273e-08
2655.017,10.0,6.204040243875377e-08
2655.499,10.0,6.194542928698504e-08
2655.981,10.0,6.185062092419242e-08
2656.463,10.0,6.175597703023754e-08
2656.945,10.0,6.166149728565277e-08
2657.427,10.0,6.156718137167764e-08
2657.909,10.0,6.147302897022181e-08
2658.391,10.0,6.137903976389996e-08
2658.874,10.0,6.12850189446516e-08
2659.356,10.0,6.11913555160616e-08
2659.838,10.0,6.109785433384219e-08
2660.32,10.0,6.100451508332198e-08
2660.802,10.0,6.091133745050342e-08
2661.284,10.0,6.081832112206448e-08
2661.766,10.0,6.072546578535257e-08
2662.248,10.0,6.063277112839454e-08
2662.73,10.0,6.054023683988197e-08
2663.213,10.0,6.044767112755663e-08
2663.695,10.0,6.035545697579289e-08
2664.177,10.0,6.026340226191644e-08
2664.659,10.0,6.017150667728214e-08
2665.141,10.0,6.007976991391888e-08
2665.623,10.0,5.998819166449936e-08
2666.105,10.0,5.989677162237342e-08
2666.587,10.0,5.98055094815366e-08
2667.07,10.0,5.97142160866747e-08
2667.552,10.0,5.962326915904681e-08
2668.034,10.0,5.953247921800701e-08
2668.516,10.0,5.944184596016141e-08
2668.998,10.0,5.935136908278715e-08
2669.48,10.0,5.92610482837842e-08
2669.962,10.0,5.9170883261718166e-08
2670.444,10.0,5.908087371579595e-08
2670.927,10.0,5.899083308710274e-08
2671.408,10.0,5.8901319852413484e-08
2671.891,10.0,5.881158931922082e-08
2672.373,10.0,5.872219900254301e-08
2672.855,10.0,5.86329626670434e-08
2673.337,10.0,5.8543880015771455e-08
2673.819,10.0,5.8454950752399224e-08
2674.301,10.0,5.836617458125747e-08
2674.783,10.0,5.827755120727444e-08
2675.265,10.0,5.8189080336034744e-08
2675.748,10.0,5.810057859802162e-08
2676.23,10.0,5.80124121663864e-08
2676.712,10.0,5.792439735739021e-08
2677.194,10.0,5.7836533879105615e-08
2677.676,10.0,5.7748821440248864e-08
2678.158,10.0,5.766125975014646e-08
2678.64,10.0,5.757384851874723e-08
2679.122,10.0,5.748658745661697e-08
2679.604,10.0,5.739947627494411e-08
2680.087,10.0,5.731233442258979e-08
2680.569,10.0,5.722552244730518e-08
2681.051,10.0,5.713885948911572e-08
2681.533,10.0,5.70523452616672e-08
2682.015,10.0,5.696597947920836e-08
2682.497,10.0,5.687976185660727e-08
2682.979,10.0,5.679369210930561e-08
2683.461,10.0,5.6707769953393084e-08
2683.944,10.0,5.662181730236039e-08
2684.426,10.0,5.6536189784579377e-08
2684.908,10.0,5.645070900943185e-08
2685.39,10.0,5.636537469539736e-08
2685.872,10.0,5.62801865615533e-08
2686.354,10.0,5.619514432757663e-08
2686.836,10.0,5.611024771373185e-08
2687.318,10.0,5.602549644089632e-08
2687.801,10.0,5.594071484956647e-08
2688.283,10.0,5.5856253723799816e-08
2688.765,10.0,5.5771937104617795e-08
2689.247,10.0,5.568776471524996e-08
2689.729,10.0,5.560373627950729e-08
2690.211,10.0,5.5519851521806156e-08
2690.693,10.0,5.5436110167119167e-08
2691.175,10.0,5.535251194103976e-08
2691.657,10.0,5.5269056569710543e-08
2692.14,10.0,5.5185571079782266e-08
2692.622,10.0,5.5102400893713483e-08
2693.104,10.0,5.5019372743769755e-08
2693.586,10.0,5.493648635843328e-08
2694.068,10.0,5.4853741466744505e-08
2694.55,10.0,5.4771137798325206e-08
2695.032,10.0,5.4688675083371355e-08
2695.514,10.0,5.460635305263871e-08
2695.997,10.0,5.45240010819687e-08
2696.479,10.0,5.444195990474305e-08
2696.961,10.0,5.4360058606897324e-08
2697.443,10.0,5.427829692145961e-08
2697.925,10.0,5.419667458204011e-08
2698.407,10.0,5.411519132280266e-08
2698.889,10.0,5.403384687846926e-08
2699.371,10.0,5.3952640984331685e-08
2699.854,10.0,5.3871405329742673e-08
2700.335,10.0,5.379064379058086e-08
2700.818,10.0,5.370968448946281e-08
2701.3,10.0,5.362903044514101e-08
2701.782,10.0,5.3548513635269243e-08
2702.264,10.0,5.346813379847914e-08
2702.746,10.0,5.338789067394342e-08
2703.228,10.0,5.3307784001396374e-08
2703.71,10.0,5.3227813521109454e-08
2704.192,10.0,5.3147978973911885e-08
2704.675,10.0,5.3068114891667056e-08
2705.157,10.0,5.2988551715978625e-08
2705.639,10.0,5.290912369859825e-08
2706.121,10.0,5.282983058252416e-08
2706.603,10.0,5.275067211130154e-08
2707.085,10.0,5.267164802901601e-08
2707.567,10.0,5.259275808029694e-08
2708.049,10.0,5.25140020103036e-08
2708.531,10.0,5.243537956473527e-08
2709.014,10.0,5.235672778789331e-08
2709.496,10.0,5.227837210633487e-08
2709.978,10.0,5.220014928898754e-08
2710.46,10.0,5.2122059083682684e-08
2710.942,10.0,5.20441012387929e-08
2711.424,10.0,5.1966275503199916e-08
2711.906,10.0,5.1888581626333945e-08
2712.388,10.0,5.181101935814232e-08
2712.871,10.0,5.1733427940435414e-08
2713.353,10.0,5.165612841328696e-08
2713.835,10.0,5.157895974729289e-08
2714.317,10.0,5.1501921694496413e-08
2714.799,10.0,5.142501400746317e-08
2715.281,10.0,5.134823643926848e-08
2715.763,10.0,5.127158874352756e-08
2716.245,10.0,5.119507067435028e-08
2716.728,10.0,5.111852363794427e-08
2717.21,10.0,5.104226435398484e-08
2717.692,10.0,5.096613396153605e-08
2718.174,10.0,5.089013221677455e-08
2718.656,10.0,5.0814258876389717e-08
2719.138,10.0,5.0738513697575554e-08
2719.62,10.0,5.06628964380379e-08
2720.102,10.0,5.058740685599358e-08
2720.584,10.0,5.0512044710162756e-08
2721.067,10.0,5.043665380271826e-08
2721.549,10.0,5.036154607063685e-08
2722.031,10.0,5.0286565053459514e-08
2722.513,10.0,5.021171051192891e-08
2722.995,10.0,5.013698220726971e-08
2723.477,10.0,5.006237990122333e-08
2723.959,10.0,4.9987903356026056e-08
2724.441,10.0,4.991355233439803e-08
2724.924,10.0,4.9839172734352593e-08
2725.406,10.0,4.976507230925587e-08
2725.888,10.0,4.969109669841008e-08
2726.37,10.0,4.9617245666528025e-08
2726.852,10.0,4.954351897880921e-08
2727.334,10.0,4.9469916400947405e-08
2727.816,10.0,4.9396437699120174e-08
2728.298,10.0,4.9323082639992886e-08
2728.781,10.0,4.9249699185964007e-08
2729.262,10.0,4.917674251895697e-08
2729.745,10.0,4.910360569820457e-08
2730.227,10.0,4.9030743140650157e-08
2730.709,10.0,4.8958003065950923e-08
2731.191,10.0,4.888538524367062e-08
2731.673,10.0,4.881288944387191e-08
2732.155,10.0,4.8740515437082825e-08
2732.637,10.0,4.866826299432187e-08
2733.119,10.0,4.859613188707591e-08
2733.602,10.0,4.8523972614702334e-08
2734.084,10.0,4.84520837454109e-08
2734.566,10.0,4.838031552847593e-08
2735.048,10.0,4.830866773729877e-08
2735.53,10.0,4.823714014572633e-08
2736.012,10.0,4.816573252809842e-08
2736.494,10.0,4.80944446592049e-08
2736.976,10.0,4.802327631431889e-08
2737.458,10.0,4.795222726917048e-08
2737.941,10.0,4.788115026598215e-08
2738.423,10.0,4.7810339395734575e-08
2738.905,10.0,4.7739647154762e-08
2739.387,10.0,4.7669073320665804e-08
2739.869,10.0,4.759861767148993e-08
2740.351,10.0,4.75282799857635e-08
2740.833,10.0,4.745806004244979e-08
2741.315,10.0,4.7387957620993824e-08
2741.798,10.0,4.731782742573173e-08
2742.28,10.0,4.724795963081194e-08
2742.762,10.0,4.7178208698335805e-08
2743.244,10.0,4.710857440957744e-08
2743.726,10.0,4.703905654625129e-08
2744.208,10.0,4.69696548905179e-08
2744.69,10.0,4.6900369224995765e-08
2745.172,10.0,4.683119933276919e-08
2745.655,10.0,4.6762001851050764e-08
2746.137,10.0,4.6693063095471125e-08
2746.619,10.0,4.6624239464628304e-08
2747.101,10.0,4.655553074338933e-08
2747.583,10.0,4.648693671706403e-08
2748.065,10.0,4.641845717140363e-08
2748.547,10.0,4.6350091892597524e-08
2749.029,10.0,4.6281840667294567e-08
2749.511,10.0,4.62137032825674e-08
2749.994,10.0,4.6145538515785235e-08
2750.476,10.0,4.6077628410295717e-08
2750.958,10.0,4.600983150882627e-08
2751.44,10.0,4.5942147600207526e-08
2751.922,10.0,4.587457647370915e-08
2752.404,10.0,4.58071179190493e-08
2752.886,10.0,4.573977172636183e-08
2753.368,10.0,4.5672537686224956e-08
2753.851,10.0,4.560527644840528e-08
2754.333,10.0,4.553826631842359e-08
2754.815,10.0,4.547136771487945e-08
2755.297,10.0,4.5404580430073336e-08
2755.779,10.0,4.5337904256727634e-08
2756.261,10.0,4.527133898800823e-08
2756.743,10.0,4.5204884417495124e-08
2757.225,10.0,4.513854033919717e-08
2757.708,10.0,4.507216924753688e-08
2758.189,10.0,4.500618283739788e-08
2758.672,10.0,4.4940032159947376e-08
2759.154,10.0,4.487412822639069e-08
2759.636,10.0,4.480833376102426e-08
2760.118,10.0,4.47426485603848e-08
2760.6,10.0,4.46770724214352e-08
2761.082,10.0,4.461160514155228e-08
2761.564,10.0,4.454624651854199e-08
2762.046,10.0,4.4480996350612975e-08
2762.529,10.0,4.4415719399578375e-08
2763.011,10.0,4.4350685762076304e-08
2763.493,10.0,4.4285759976364307e-08
2763.975,10.0,4.4220941842308655e-08
2764.457,10.0,4.415623116019542e-08
2764.939,10.0,4.4091627730716476e-08
2765.421,10.0,4.402713135496524e-08
2765.903,10.0,4.3962741834457156e-08
2766.385,10.0,4.3898458971102556e-08
2766.868,10.0,4.3834149531691056e-08
2767.35,10.0,4.377007961028139e-08
2767.832,10.0,4.370611575381292e-08
2768.314,10.0,4.364225776581604e-08
2768.796,10.0,4.357850545023321e-08
2769.278,10.0,4.3514858611414776e-08
2769.76,10.0,4.345131705410458e-08
2770.242,10.0,4.3387880583444254e-08
2770.725,10.0,4.332441772056562e-08
2771.207,10.0,4.326119105726135e-08
2771.689,10.0,4.319806889804076e-08
2772.171,10.0,4.3135051049637886e-08
2772.653,10.0,4.307213731919932e-08
2773.135,10.0,4.300932751424577e-08
2773.617,10.0,4.2946621442706265e-08
2774.099,10.0,4.288401891289389e-08
2774.582,10.0,4.282139017447957e-08
2775.064,10.0,4.275899436847634e-08
2775.546,10.0,4.269670153111559e-08
2776.028,10.0,4.2634511472275274e-08
2776.51,10.0,4.257242400223453e-08
2776.992,10.0,4.251043893163664e-08
2777.474,10.0,4.2448556071545044e-08
2777.956,10.0,4.238677523338917e-08
2778.438,10.0,4.23250962289813e-08
2778.921,10.0,4.226339122219923e-08
2779.403,10.0,4.22019155325865e-08
2779.885,10.0,4.2140541114092965e-08
2780.367,10.0,4.207926778007702e-08
2780.849,10.0,4.2018095344259184e-08
2781.331,10.0,4.1957023620766605e-08
2781.813,10.0,4.189605242408583e-08
2782.295,10.0,4.183518156908798e-08
2782.778,10.0,4.177428489471551e-08
2783.26,10.0,4.171361437642241e-08
2783.742,10.0,4.165304364631004e-08
2784.224,10.0,4.159257252074699e-08
2784.706,10.0,4.153220081648689e-08
2785.188,10.0,4.147192835065807e-08
2785.67,10.0,4.141175494075943e-08
2786.152,10.0,4.1351680404656394e-08
2786.635,10.0,4.129158023184174e-08
2787.116,10.0,4.123182722716935e-08
2787.599,10.0,4.1171924302629866e-08
2788.081,10.0,4.1112243651251405e-08
2788.563,10.0,4.1052660968189616e-08
2789.045,10.0,4.0993176073523894e-08
2789.527,10.0,4.0933788787711484e-08
2790.009,10.0,4.08744989315598e-08
2790.491,10.0,4.0815306326248104e-08
2790.973,10.0,4.075621079332417e-08
2791.456,10.0,4.069708985146677e-08
2791.938,10.0,4.0638188129857486e-08
2792.42,10.0,4.057938294706536e-08
2792.902,10.0,4.052067412607463e-08
2793.384,10.0,4.046206149023884e-08
2793.866,10.0,4.0403544863263074e-08
2794.348,10.0,4.034512406921263e-08
2794.83,10.0,4.0286798932513935e-08
2795.312,10.0,4.022856927793684e-08
2795.795,10.0,4.0170314418895514e-08
2796.277,10.0,4.011227540151603e-08
2796.759,10.0,4.005433134236925e-08
2797.241,10.0,3.999648206764682e-08
2797.723,10.0,3.993872740390346e-08
2798.205,10.0,3.988106717803612e-08
2798.687,10.0,3.982350121729537e-08
2799.169,10.0,3.976602934928486e-08
2799.652,10.0,3.970853245807531e-08
2800.134,10.0,3.965124845403589e-08
2800.616,10.0,3.959405802727291e-08
2801.098,10.0,3.953696100676622e-08
2801.58,10.0,3.947995722186459e-08
2802.062,10.0,3.9423046502252186e-08
2802.544,10.0,3.936622867795741e-08
2803.026,10.0,3.930950357935338e-08
2803.509,10.0,3.925275363835391e-08
2803.991,10.0,3.9196213675130424e-08
2804.473,10.0,3.9139765930425015e-08
2804.955,10.0,3.908341023598079e-08
2805.437,10.0,3.9027146423884605e-08
2805.919,10.0,3.897097432655097e-08
2806.401,10.0,3.891489377674116e-08
2806.883,10.0,3.8858904607554075e-08
2807.365,10.0,3.880300665243321e-08
2807.848,10.0,3.874708405769886e-08
2808.33,10.0,3.869136822072259e-08
2808.812,10.0,3.863574309977267e-08
2809.294,10.0,3.858020852963736e-08
2809.776,10.0,3.852476434542183e-08
2810.258,10.0,3.846941038256455e-08
2810.74,10.0,3.8414146476848437e-08
2811.222,10.0,3.835897246436818e-08
2811.705,10.0,3.830377399197999e-08
2812.187,10.0,3.824877946126832e-08
2812.669,10.0,3.819387433375079e-08
2813.151,10.0,3.8139058446851973e-08
2813.633,10.0,3.808433163832318e-08
2814.115,10.0,3.8029693746236564e-08
2814.597,10.0,3.7975144609001397e-08
2815.079,10.0,3.792068406533522e-08
2815.562,10.0,3.786619924090107e-08
2816.043,10.0,3.781202811526434e-08
2816.526,10.0,3.775772004014307e-08
2817.008,10.0,3.7703612446841604e-08
2817.49,10.0,3.764959264527618e-08
2817.972,10.0,3.759566047611525e-08
2818.454,10.0,3.754181578033721e-08
2818.936,10.0,3.748805839925318e-08
2819.418,10.0,3.7434388174484255e-08
2819.9,10.0,3.7380804947971123e-08
2820.383,10.0,3.732719766378411e-08
2820.865,10.0,3.727378814055249e-08
2821.347,10.0,3.722046514298372e-08
2821.829,10.0,3.716722851427676e-08
2822.311,10.0,3.711407809796285e-08
2822.793,10.0,3.706101373787509e-08
2823.275,10.0,3.700803527815991e-08
2823.757,10.0,3.695514256328552e-08
2824.24,10.0,3.6902225968532787e-08
2824.722,10.0,3.684950445505444e-08
2825.204,10.0,3.6796868221352446e-08
2825.686,10.0,3.6744317113130164e-08
2826.168,10.0,3.669185097639898e-08
2826.65,10.0,3.663946965748955e-08
2827.132,10.0,3.658717300303312e-08
2827.614,10.0,3.6534960859963074e-08
2828.096,10.0,3.6482833075531185e-08
2828.579,10.0,3.643068161048394e-08
2829.061,10.0,3.637872226050673e-08
2829.543,10.0,3.63268468124263e-08
2830.025,10.0,3.627505511469662e-08
2830.507,10.0,3.622334701608551e-08
2830.989,10.0,3.617172236567012e-08
2831.471,10.0,3.612018101282099e-08
2831.953,10.0,3.606872280721148e-08
2832.436,10.0,3.60172410974162e-08
