wavenumber_cm-1,angle_deg,measured_reflectance_percent,double_reflectance_percent,airy_reflectance_percent,selected_model,selected_residual_percentage_point
1522.524,10.0,39.02381977990254,31.591720766336728,31.348195441816152,double,-7.432099013565807
1523.007,10.0,39.01311441174702,31.598926424948132,31.353723597327154,double,-7.414187986798887
1523.489,10.0,39.00204968472003,31.605749519836753,31.358932673939776,double,-7.396300164883273
1523.971,10.0,38.99271629147702,31.612205621645195,31.363834765217913,double,-7.3805106698318195
1524.453,10.0,38.98096398009366,31.618295021872957,31.368430209159403,double,-7.362668958220708
1524.935,10.0,38.96849270981862,31.624018032528987,31.372719352643642,double,-7.3444746772896305
1525.417,10.0,38.95491403890345,31.62937498607955,31.376702551409487,double,-7.325539052823904
1525.899,10.0,38.94079867418508,31.634366235394808,31.380380170034,double,-7.306432438790278
1526.381,10.0,38.925062842808806,31.638992153694502,31.383752581912038,double,-7.286070689114305
1526.864,10.0,38.90930058540158,31.64326159563383,31.38682621693134,double,-7.266038989767754
1527.346,10.0,38.89277314275117,31.64715729685239,31.389588739482548,double,-7.2456158458987785
1527.828,10.0,38.875055469629515,31.650688909173784,31.392047229025177,double,-7.224366560455731
1528.31,10.0,38.85837602489396,31.653856886693227,31.394202094055657,double,-7.204519138200727
1528.792,10.0,38.839619299053126,31.656661703568044,31.396053751798398,double,-7.182957595485079
1529.274,10.0,38.820731850684226,31.659103853957205,31.397602628190246,double,-7.161627996727021
1529.756,10.0,38.803395797166175,31.661183851959695,31.398849157865783,double,-7.142211945206478
1530.238,10.0,38.78386913238005,31.66290223155216,31.39979378414329,double,-7.120966900827891
1530.72,10.0,38.76332508075704,31.664259546525308,31.400436959011692,double,-7.09906553423173
1531.203,10.0,38.74313994470992,31.665258064197676,31.400779540488767,double,-7.077881880512238
1531.685,10.0,38.72233625792359,31.66589424419133,31.40082058013201,double,-7.056442013732256
1532.167,10.0,38.70134853568676,31.66617114046416,31.40056157723658,double,-7.035177395222602
1532.649,10.0,38.681051372907916,31.666089385448903,31.400003018375124,double,-7.014961987459012
1533.131,10.0,38.660623163008026,31.665649631060035,31.399145398736415,double,-6.994973531947996
1533.613,10.0,38.63976745560485,31.66485254862431,31.397989222116617,double,-6.974914906980533
1534.095,10.0,38.62009990096232,31.663698828810638,31.396535000911452,double,-6.956401072151685
1534.577,10.0,38.598686576931584,31.662189181558574,31.39478325610891,double,-6.936497395373009
1535.06,10.0,38.57638520888123,31.660320098320554,31.39272995843484,double,-6.9160651105606705
1535.542,10.0,38.55558211495767,31.65810006814942,31.390384149250593,double,-6.897482046808251
1536.024,10.0,38.534280617077194,31.655526356868545,31.38774243206841,double,-6.878754260208647
1536.506,10.0,38.51416671836751,31.652599750808758,31.384805362205263,double,-6.861566967558757
1536.988,10.0,38.49188074706608,31.649321055201195,31.3815735035448,double,-6.84255969186488
1537.47,10.0,38.470574646461365,31.645691094100435,31.378047428534384,double,-6.8248835523609275
1537.952,10.0,38.447770895718115,31.64171071030696,31.374227718182652,double,-6.806060185411155
1538.434,10.0,38.42396856338623,31.637380765288363,31.370114962057684,double,-6.786587798097865
1538.917,10.0,38.39831893162872,31.632692070573786,31.365700315280197,double,-6.765626861054935
1539.398,10.0,38.37272821594059,31.62767573030384,31.36101271355224,double,-6.745052485636749
1539.881,10.0,38.34612863901572,31.622290948096587,31.356013791693137,double,-6.723837690919132
1540.363,10.0,38.31924769694272,31.616571026681772,31.350734317067474,double,-6.702676670260943
1540.845,10.0,38.29195877993594,31.610506130570126,31.3451648742063,double,-6.6814526493658155
1541.327,10.0,38.26368332505881,31.604097231568883,31.339306104051413,double,-6.6595860934899225
1541.809,10.0,38.236023363710835,31.59734531957714,31.33315865610948,double,-6.6386780441336946
1542.291,10.0,38.20780267172682,31.59025140250019,31.326723188455137,double,-6.617551269226629
1542.773,10.0,38.179487656660584,31.58281650616312,31.320000367734778,double,-6.596671150497463
1543.255,10.0,38.14927970159738,31.575041674223463,31.31299086917093,double,-6.5742380273739185
1543.738,10.0,38.12009479599116,31.56691078315482,31.305679943879174,double,-6.553184012836333
1544.22,10.0,38.08923280492129,31.558458582185022,31.298098558438316,double,-6.530774222736263
1544.702,10.0,38.0570735190936,31.54966968498786,31.29023257379222,double,-6.507403834105735
1545.184,10.0,38.0255299295355,31.540545205697292,31.28208269953946,double,-6.484984723838211
1545.666,10.0,37.993898826486664,31.5310862758306,31.273649653884245,double,-6.462812550656066
1546.148,10.0,37.96237233445208,31.521294044196264,31.264934163644003,double,-6.441078290255814
1546.63,10.0,37.929831527261264,31.511169676800975,31.255936964257337,double,-6.418661850460289
1547.112,10.0,37.89718760805811,31.500714356755832,31.24665879979245,double,-6.396473251302276
1547.594,10.0,37.8649217194981,31.489929284181706,31.23710042295622,double,-6.374992435316395
1548.077,10.0,37.83255146654936,31.478792278177337,31.22724189471643,double,-6.353759188372027
1548.559,10.0,37.798650659219,31.467350690714934,31.217124808489682,double,-6.331299968504061
1549.041,10.0,37.76431824812081,31.45558305479983,31.206729821564288,double,-6.30873519332098
1549.523,10.0,37.73161015429433,31.443490637665604,31.196057721317842,double,-6.2881195166287265
1550.005,10.0,37.696556956008365,31.431074723071127,31.18510930381813,double,-6.265482232937236
1550.487,10.0,37.66267135781845,31.418336611201497,31.173885373834466,double,-6.244334746616959
1550.969,10.0,37.628867663456035,31.405277618568178,31.16238674484976,double,-6.223590044887856
1551.451,10.0,37.59418292594264,31.39189907790839,31.15061423907295,double,-6.202283848034246
1551.934,10.0,37.55926450716621,31.37817359178844,31.138543413431364,double,-6.181090915377774
1552.416,10.0,37.52145378329526,31.36415936178092,31.12622509180075,double,-6.157294421514337
1552.898,10.0,37.48292202967204,31.3498296811783,31.113635414259083,double,-6.13309234849374
1553.38,10.0,37.44367451046181,31.33518594663377,31.100775238068234,double,-6.108488563828041
1553.862,10.0,37.40330465004215,31.320229570512588,31.087645429283462,double,-6.083075079529565
1554.344,10.0,37.361909518825655,31.3049619807873,31.07424686276761,double,-6.056947538038354
1554.826,10.0,37.32057166287763,31.289384620932314,31.060580422206037,double,-6.031187041945318
1555.308,10.0,37.27732520533591,31.27349894981778,31.04664700012171,double,-6.003826255518136
1555.791,10.0,37.23562581457244,31.25727252926168,31.03241776238268,double,-5.978353285310756
1556.273,10.0,37.19440525914014,31.240774041343478,31.017952541056037,double,-5.953631217796662
1556.755,10.0,37.15358422084811,31.223971713215786,31.00322307087162,double,-5.929612507632321
1557.237,10.0,37.111896095636254,31.206867064287913,30.988230279877303,double,-5.905029031348342
1557.719,10.0,37.07043170354505,31.189461628824244,30.97297510503792,double,-5.880970074720803
1558.201,10.0,37.029476571101924,31.171756955834105,30.957458492251792,double,-5.85771961526782
1558.683,10.0,36.989628322726965,31.153754608961215,30.941681396367805,double,-5.835873713765749
1559.165,10.0,36.950817034965816,31.135456166372354,30.92564478120221,double,-5.815360868593461
1559.647,10.0,36.91333442467257,31.11686322064561,30.909349619555904,double,-5.796471204026959
1560.13,10.0,36.87448619814006,31.097937893070483,30.892762284424176,double,-5.7765483050695785
1560.612,10.0,36.837440478012645,31.078760173273817,30.875952452970267,double,-5.758680304738828
1561.094,10.0,36.80053348678199,31.059292816820506,30.858887049604792,double,-5.741240669961478
1561.576,10.0,36.764121672932255,31.039537472832045,30.841567083261506,double,-5.724584200100208
1562.058,10.0,36.72903504517818,31.01949580427289,30.823993571947295,double,-5.7095392409052925
1562.54,10.0,36.69358498444606,30.999169487835086,30.806167542760278,double,-5.694415496610972
1563.022,10.0,36.65766071070655,30.978560213822327,30.788090031907807,double,-5.679100496884226
1563.504,10.0,36.62246046377865,30.95766968603354,30.769762084724995,double,-5.66479077774511
1563.987,10.0,36.586856581187895,30.93645541097124,30.751145955021098,double,-5.650401170216651
1564.469,10.0,36.54864315227497,30.915006965869118,30.73231979371378,double,-5.633636186405849
1564.951,10.0,36.5127971265393,30.893282461817485,30.71324638926576,double,-5.619514664721814
1565.433,10.0,36.47277886708334,30.87128365544791,30.69392682372536,double,-5.601495211635426
1565.915,10.0,36.431532700019936,30.849012316296708,30.674362188360547,double,-5.582520383723227
1566.397,10.0,36.38648465281901,30.826470226685444,30.654553583677558,double,-5.560014426133564
1566.879,10.0,36.34043749037691,30.803659181600718,30.634502119439233,double,-5.536778308776186
1567.361,10.0,36.29386105294542,30.780580988573714,30.61420891468334,double,-5.513280064371701
1567.844,10.0,36.24656258676684,30.757188762479025,30.593632247133367,double,-5.489373824287814
1568.325,10.0,36.19805592156106,30.733630450813603,30.572901806256137,double,-5.464425470747453
1568.808,10.0,36.14943108425395,30.709711992015798,30.55184634769028,double,-5.439719092238149
1569.29,10.0,36.10179245106859,30.685582992120576,30.530597066538647,double,-5.416209458948018
1569.772,10.0,36.05312111572325,30.661196069742658,30.50911178225439,double,-5.391925045980594
1570.254,10.0,36.00530063190791,30.63655310514644,30.48739166992905,double,-5.368747526761464
1570.736,10.0,35.9559132525642,30.611655990283566,30.465437914056203,double,-5.344257262280633
1571.218,10.0,35.905787874025414,30.58650662866866,30.443251708549557,double,-5.3192812453567555
1571.7,10.0,35.853684634480466,30.561106935254724,30.42083425676003,double,-5.292577699225742
1572.182,10.0,35.80235611975401,30.535458836308027,30.398186771493485,double,-5.2668972834459815
1572.665,10.0,35.75045510631787,30.509510291261766,30.375262776836127,double,-5.240944815056103
1573.147,10.0,35.698068530930065,30.483370699405153,30.352158430068403,double,-5.214697831524911
1573.629,10.0,35.64456731331555,30.456988551514485,30.328827747725956,double,-5.18757876180106
1574.111,10.0,35.5913340364554,30.43036581787306,30.305271980623278,double,-5.16096821858234
1574.593,10.0,35.53856527448655,30.403504479446,30.2814923891137,double,-5.135060795040553
1575.075,10.0,35.486817310242444,30.376406527752792,30.257490243105046,double,-5.11041078248965
1575.557,10.0,35.43560720760821,30.349073964739702,30.23326682207549,double,-5.0865332428685015
1576.039,10.0,35.38387032283724,30.321508802651543,30.208823415089086,double,-5.062361520185698
1576.521,10.0,35.33303413855269,30.293713063903237,30.184161320810865,double,-5.03932107464945
1577.004,10.0,35.28108661461296,30.265630403129485,30.159230005304927,double,-5.015456211483476
1577.486,10.0,35.22843741274624,30.237379150551185,30.134134024032765,double,-4.991058262195053
1577.968,10.0,35.17598785556048,30.20890345255667,30.108823311980338,double,-4.967084403003813
1578.45,10.0,35.123455100532674,30.180205370970235,30.083299206381202,double,-4.943249729562438
1578.932,10.0,35.06916377546139,30.151286977138962,30.057563054140402,double,-4.917876798322424
1579.414,10.0,35.01585224352894,30.122150351802123,30.031616211847446,double,-4.893701891726815
1579.896,10.0,34.96045422923123,30.092797584960827,30.005460045788794,double,-4.867656644270402
1580.378,10.0,34.90631085510341,30.063230775746803,29.979095931959982,double,-4.84308007935661
1580.861,10.0,34.85282341724823,30.033390031828045,29.952469916439284,double,-4.819433385420186
1581.343,10.0,34.80016427025662,30.0034010380316,29.92569364975079,double,-4.796763232225021
1581.825,10.0,34.747998793092094,29.973204357147832,29.89871362457214,double,-4.774794435944263
1582.307,10.0,34.69497087222346,29.942802123534157,29.871531255866795,double,-4.7521687486893
1582.789,10.0,34.64286413757486,29.912196480019777,29.844147968360495,double,-4.730667657555082
1583.271,10.0,34.59103348363008,29.881389577773078,29.816565196550382,double,-4.7096439058570025
1583.753,10.0,34.538056597533405,29.850383576168937,29.788784384713736,double,-4.6876730213644695
1584.235,10.0,34.4829043175779,29.819180642655663,29.76080698691567,double,-4.663723674922232
1584.718,10.0,34.42921403183921,29.78771761125062,29.732575815997244,double,-4.641496420588586
1585.2,10.0,34.374466498457664,29.75612695063703,29.704209247438783,double,-4.6183395478206375
1585.682,10.0,34.318688260766294,29.724345912120732,29.675650517001408,double,-4.594342348645563
1586.164,10.0,34.26213414556557,29.6923766941257,29.646901117990566,double,-4.569757451439871
1586.646,10.0,34.20585800123854,29.660221502481154,29.617962553530496,double,-4.545636498757388
1587.128,10.0,34.14750121917564,29.627882550287556,29.58883633656851,double,-4.519618668888087
1587.61,10.0,34.08841693244898,29.595362057782037,29.559523989878368,double,-4.4930548746669405
1588.092,10.0,34.0297942860176,29.56266225220418,29.530027046063328,double,-4.467132033813415
1588.574,10.0,33.971722696659725,29.529785367661145,29.50034704755811,double,-4.441937328998585
1589.057,10.0,33.91297084659804,29.496664892768678,29.470423405719657,double,-4.416305953829369
1589.539,10.0,33.85410848387583,29.46344022368219,29.44038159278064,double,-4.390668260193636
1590.021,10.0,33.796104950888676,29.430045222492247,29.41016141472582,double,-4.366059728396427
1590.503,10.0,33.737387718391965,29.39648214944024,29.379764453342183,double,-4.340905568951725
1590.985,10.0,33.67876274607929,29.362753270959796,29.349192300247477,double,-4.316009475119498
1591.467,10.0,33.61991439275742,29.328860859540928,29.318446556887253,double,-4.291053533216493
1591.949,10.0,33.560327763872806,29.294807193594945,29.287528834531734,double,-4.265520570277859
1592.431,10.0,33.500780105554476,29.260594557318388,29.256440754271473,double,-4.2401855482360915
1592.914,10.0,33.441076108595226,29.226153773643777,29.225118924609607,double,-4.214922334951448
1593.396,10.0,33.381264425399756,29.191629753847792,29.193694686126115,double,-4.189634671551968
1593.878,10.0,33.32183162036689,29.156953654444873,29.16210501530965,double,-4.16487796592202
1594.36,10.0,33.2620080403406,29.122127781426084,29.130351572491676,double,-4.139880258914524
1594.842,10.0,33.2022480903942,29.087154445888196,29.09843602778904,double,-4.115093644506001
1595.324,10.0,33.14314003183014,29.052035963897747,29.066360061094343,double,-4.091104067932394
1595.806,10.0,33.08294211576685,29.016774656354883,29.034125362064994,double,-4.066167459411963
1596.288,10.0,33.022902291432736,28.981372848857053,29.00173363011144,double,-4.041529442575687
1596.771,10.0,32.963546120077694,28.945758995162187,28.969118889105015,double,-4.017787124915512
1597.252,10.0,32.903227638907715,28.910157059057052,28.936485913762166,double,-3.993070579850666
1597.735,10.0,32.842813716305834,28.874273319895238,28.903565061372195,double,-3.9685403964105967
1598.217,10.0,32.782094876653694,28.838332588071548,28.87056207674571,double,-3.943762288582148
1598.699,10.0,32.72221996395171,28.802263054848982,28.837410705698375,double,-3.9199569091027286
1599.181,10.0,32.66366051690247,28.766067071157366,28.804112705874925,double,-3.897593445745101
1599.663,10.0,32.60240602108995,28.729746991670265,28.770669844561848,double,-3.872659029419684
1600.145,10.0,32.54142881535428,28.693305174668794,28.737083898666928,double,-3.8481236406854857
1600.627,10.0,32.48107860604597,28.656743981905297,28.703356654697732,double,-3.8243346241406684
1601.109,10.0,32.419520179315256,28.62006577846749,28.669489908739166,double,-3.799454400847768
1601.592,10.0,32.35778723847796,28.583196481411278,28.63541477591676,double,-3.774590757066687
1602.074,10.0,32.29507957361094,28.546291134088055,28.601274172405432,double,-3.7487884395228876
1602.556,10.0,32.23209652911504,28.509275894933218,28.56699951617473,double,-3.7228206341818226
1603.038,10.0,32.1688134870117,28.472153141020783,28.53259264138846,double,-3.6966603459909098
1603.52,10.0,32.10458971650609,28.434925252079957,28.498055391656706,double,-3.6696644644261314
1604.002,10.0,32.04080180516521,28.397594610359235,28.463389620005863,double,-3.643207194805975
1604.484,10.0,31.976853846390814,28.36016360049087,28.428597188847444,double,-3.6166902458999397
1604.966,10.0,31.912215879535715,28.32263460935526,28.393679969945783,double,-3.5895812701804584
1605.448,10.0,31.846334570860428,28.2850100259454,28.358639844384047,double,-3.5613245449150286
1605.931,10.0,31.77995306849214,28.247213893343492,28.32340562962251,double,-3.532739175148647
1606.413,10.0,31.712564728022937,28.20940511422737,28.288125125940518,double,-3.5031596137955647
1606.895,10.0,31.646483519968537,28.171507926108564,28.252727418374214,double,-3.4749755938599747
1607.377,10.0,31.58011904334299,28.133524725081305,28.21721442493754,double,-3.4465943182616865
1607.859,10.0,31.51438942934057,28.095457908676607,28.18158807277429,double,-3.418931520663965
1608.341,10.0,31.449326950375056,28.057309875727455,28.14585029811651,double,-3.392017074647602
1608.823,10.0,31.385557403326818,28.01908302623437,28.110003046240994,double,-3.366474377092449
1609.305,10.0,31.323071683221652,27.9807797612307,28.074048271424708,double,-3.3422919219909533
1609.788,10.0,31.262158053553335,27.942322786468747,28.03791301456404,double,-3.3198352670845868
1610.27,10.0,31.201053720285067,27.90387375093315,28.001748879609277,double,-3.2971799693519155
1610.752,10.0,31.14036795549085,27.86535551283048,27.965483142195414,double,-3.275012442660369
1611.234,10.0,31.078289121489433,27.82677047598619,27.929117792141817,double,-3.2515186455032428
1611.716,10.0,31.01426705519153,27.788121044589076,27.89265482802251,double,-3.226146010602454
1612.198,10.0,30.952219863955815,27.749409623057698,27.85609625711253,double,-3.2028102408981187
1612.68,10.0,30.888650349235427,27.710638615907325,27.81944409533298,double,-3.178011733328101
1613.162,10.0,30.824263495994447,27.67181042761713,27.782700367194284,double,-3.1524530683773144
1613.645,10.0,30.759901403676725,27.63284673717259,27.74579059652847,double,-3.1270546665041365
1614.127,10.0,30.69493261766904,27.593911293073315,27.708869663877962,double,-3.1010213245957265
1614.609,10.0,30.630572827399043,27.554925884714464,27.671863293608734,double,-3.075646942684579
1615.091,10.0,30.56664259932746,27.51589291510418,27.634773544009118,double,-3.0507496842232804
1615.573,10.0,30.500470855874124,27.476814786553078,27.59760248165061,double,-3.0236560693210457
1616.055,10.0,30.435135429133307,27.437693900542335,27.560352181321523,double,-2.9974415285909717
1616.537,10.0,30.368661814648522,27.39853265759273,27.523024725959633,double,-2.9701291570557897
1617.019,10.0,30.302804226076375,27.359333457133577,27.485622206582622,double,-2.943470768942796
1617.501,10.0,30.23744217628166,27.320098697371996,27.448146722217427,double,-2.917343478909662
1617.984,10.0,30.17000708313877,27.2807492736338,27.410522410660775,double,-2.889257809504975
1618.466,10.0,30.10282655919905,27.241450523004573,27.372907184655464,double,-2.861376036194474
1618.948,10.0,30.035536334833594,27.20212340402236,27.335225342475955,double,-2.8334129308112352
1619.43,10.0,29.96680890464146,27.1627703087001,27.297479014459913,double,-2.8040385959413605
1619.912,10.0,29.89747789273834,27.123393627178928,27.259670338574526,double,-2.774084265559412
1620.394,10.0,29.82877222063398,27.08399574759911,27.221801460336014,double,-2.744776473034871
1620.876,10.0,29.760224891040497,27.044579055971486,27.18387453272657,double,-2.715645835069014
1621.358,10.0,29.693961497311104,27.005145936049214,27.14589171611033,double,-2.6888155612618925
1621.841,10.0,29.626607232086112,26.965616915653513,27.107776209832412,double,-2.6609903164325988
1622.323,10.0,29.560886113522056,26.926158058994034,27.06968802071336,double,-2.634728054528024
1622.805,10.0,29.494939776004614,26.886689915401497,27.031550471636436,double,-2.608249860603118
1623.287,10.0,29.430249628795597,26.84721485831556,26.993365751630094,double,-2.583034770480036
1623.769,10.0,29.364832405406982,26.807735258281262,26.955136056657008,double,-2.55709714712572
1624.251,10.0,29.299103111205355,26.76825348282267,26.916863589519284,double,-2.5308496283826862
1624.733,10.0,29.23222345567901,26.728771896317294,26.878550559762026,double,-2.5034515593617135
1625.215,10.0,29.163626066871245,26.68929285987018,26.84019918357507,double,-2.474333207001067
1625.698,10.0,29.094872361234682,26.64973684139194,26.801732005571743,double,-2.445135519842739
1626.179,10.0,29.02733917033773,26.610351864459574,26.763390289292886,double,-2.4169873058781546
1626.662,10.0,28.960520939588413,26.570812760317974,26.724857426417437,double,-2.389708179270439
1627.144,10.0,28.89479620419656,26.531367492586245,26.686374897069104,double,-2.363428711610316
1627.626,10.0,28.831095148195963,26.491936531844335,26.647865203018085,double,-2.339158616351628
1628.108,10.0,28.76952830614419,26.452522216940665,26.609330598172225,double,-2.3170060892035216
1628.59,10.0,28.708719440146613,26.413126882583626,26.57077334234642,double,-2.2955925575629865
1629.072,10.0,28.64838285187783,26.37375285921873,26.532195701149952,double,-2.2746299926591
1629.554,10.0,28.58851700524016,26.334402472907126,26.493599945872347,double,-2.254114532333035
1630.036,10.0,28.527991422124575,26.29507804520391,26.454988353367103,double,-2.2329133769206697
1630.519,10.0,28.467083998949338,26.255700396747596,26.416283058268924,double,-2.211383602201744
1631.001,10.0,28.405139896357568,26.216434898157726,26.377646622539153,double,-2.188704998199842
1631.483,10.0,28.341022140587523,26.177202299378997,26.339001217100616,double,-2.163819841208525
1631.965,10.0,28.27515532737689,26.138004902726063,26.30034913987633,double,-2.1371504246508244
1632.447,10.0,28.20619690744363,26.098845005406503,26.261692693745566,double,-2.10735190203713
1632.929,10.0,28.138270687645882,26.059724899402227,26.2230341864168,double,-2.0785457882436575
1633.411,10.0,28.067913889802824,26.020646871351016,26.184375930299318,double,-2.0472670184518096
1633.893,10.0,27.997779597134205,25.98161320242881,26.145720242372484,double,-2.016166394705393
1634.375,10.0,27.926756291885944,25.94262616823234,26.107069444053543,double,-1.9841301236536046
1634.858,10.0,27.856295826451632,25.903607306568844,26.068345696770667,double,-1.9526885198827892
1635.34,10.0,27.78589105531805,25.86472045422174,26.029711681226463,double,-1.9211706010963114
1635.822,10.0,27.714507867510385,25.825887033427712,25.991089549665507,double,-1.8886208340826716
1636.304,10.0,27.643299596525456,25.787109296290232,25.952481639905805,double,-1.856190300235222
1636.786,10.0,27.57057603836185,25.748389488754114,25.913890293514807,double,-1.822186549607735
1637.268,10.0,27.49866277588232,25.70972985049096,25.875317855666296,double,-1.7889329253913622
1637.75,10.0,27.429668281744394,25.67113261478543,25.836766674995886,double,-1.7585356669589658
1638.232,10.0,27.361118382886072,25.632600008421967,25.798239103454314,double,-1.7285183744641053
1638.715,10.0,27.295041109342737,25.594054518123748,25.7596576459313,double,-1.7009865912189892
1639.197,10.0,27.230438314892346,25.555657969813822,25.721184422231534,double,-1.6747803450785248
1639.679,10.0,27.16880862352214,25.51733269564369,25.68274188681496,double,-1.6514759278784485
1640.161,10.0,27.110018307505356,25.479080895259976,25.644332403399407,double,-1.6309374122453812
1640.643,10.0,27.051836178433664,25.440904761250433,25.60595833825924,double,-1.6109314171832312
1641.125,10.0,26.996088342315755,25.402806479033714,25.56762206006852,double,-1.5932818632820422
1641.607,10.0,26.942135253344173,25.36478822675016,25.52932593974266,double,-1.5773470265940115
1642.089,10.0,26.888345828395238,25.326852175152613,25.4910723502779,double,-1.5614936532426238
1642.572,10.0,26.83415607571246,25.288922046218705,25.45278444378972,double,-1.5452340294937583
1643.054,10.0,26.77923656518865,25.251157059897793,25.414623143117588,double,-1.528079505290858
1643.536,10.0,26.723352777814803,25.21348074556481,25.376511508090637,double,-1.5098720322499926
1644.018,10.0,26.667198199840293,25.175895243328927,25.33845191839696,double,-1.4913029565113645
1644.5,10.0,26.609743535192703,25.138402685375837,25.300446754979554,double,-1.4713408498168656
1644.982,10.0,26.551473219167825,25.101005195862026,25.262498399866306,double,-1.450468023305801
1645.464,10.0,26.493695932157006,25.063704890810246,25.22460923599821,double,-1.429991041346762
1645.946,10.0,26.43607193357677,25.026503878005098,25.186781647056495,double,-1.409568055571675
1646.428,10.0,26.378735433433175,24.989404256889337,25.149018017287574,double,-1.3893311765438399
1646.911,10.0,26.320021666045175,24.95233147200323,25.11124259180869,double,-1.3676901940419428
1647.393,10.0,26.260260535442487,24.91544111988689,25.073614179572633,double,-1.3448194155555981
1647.875,10.0,26.197903916901684,24.878658411004324,25.036056885817803,double,-1.3192455058973596
1648.357,10.0,26.134937008436726,24.84198541038895,24.99857309527323,double,-1.2929515980477757
1648.839,10.0,26.068445452166124,24.805424174223493,24.9611651923363,double,-1.2630212779426304
1649.321,10.0,26.00140302632327,24.76897674973973,24.923835560888968,double,-1.2324262765835425
1649.803,10.0,25.933079032302643,24.73264517511954,24.88658658411274,double,-1.200433857183103
1650.285,10.0,25.863505139687614,24.69643147939608,24.84942064430188,double,-1.1670736602915373
1650.768,10.0,25.794409049649197,24.66026292499008,24.81226328257595,double,-1.134146124659119
