wavenumber_cm1,eta3_10deg_percent,eta3_15deg_percent,engineering_threshold_percent
2670.927,1.9325386129845906e-07,1.895948135790268e-07,0.1
2671.408,1.9275139760670978e-07,1.8911336883371385e-07,0.1
2671.891,1.9224813996950877e-07,1.886311358074142e-07,0.1
2672.373,1.917472148871515e-07,1.881511104330515e-07,0.1
2672.855,1.912475757447744e-07,1.876722899824222e-07,0.1
2673.337,1.9074921921737426e-07,1.8719467140256114e-07,0.1
2673.819,1.902521419887586e-07,1.8671825164848821e-07,0.1
2674.301,1.897563407515528e-07,1.8624302768315158e-07,0.1
2674.783,1.8926181220713838e-07,1.8576899647743013e-07,0.1
2675.265,1.8876855306565806e-07,1.852961550100591e-07,0.1
2675.748,1.8827554062742505e-07,1.8482352296239256e-07,0.1
2676.23,1.877848130737361e-07,1.8435305439224234e-07,0.1
2676.712,1.872953450988768e-07,1.8388376653769416e-07,0.1
2677.194,1.8680713344778973e-07,1.8341565640887138e-07,0.1
2677.676,1.863201748740131e-07,1.8294872102371698e-07,0.1
2678.158,1.8583446613969886e-07,1.824829574079322e-07,0.1
2678.64,1.853500040155749e-07,1.820183625949659e-07,0.1
2679.122,1.848667852809512e-07,1.815549336259944e-07,0.1
2679.604,1.843848067236526e-07,1.810926675498888e-07,0.1
2680.087,1.839030690344537e-07,1.8063060597520486e-07,0.1
2680.569,1.834235637857052e-07,1.8017065925956842e-07,0.1
2681.051,1.829452891221449e-07,1.7971186662335365e-07,0.1
2681.533,1.8246824186552626e-07,1.7925422514610137e-07,0.1
2682.015,1.819924188460345e-07,1.787977319148968e-07,0.1
2682.497,1.8151781690222402e-07,1.7834238402440618e-07,0.1
2682.979,1.810444328810401e-07,1.7788817857688917e-07,0.1
2683.461,1.80572263637783e-07,1.7743511268211916e-07,0.1
2683.944,1.80100330202934e-07,1.7698224702445518e-07,0.1
2684.426,1.79630583618706e-07,1.765314539438595e-07,0.1
2684.908,1.7916204242167181e-07,1.7608179178442055e-07,0.1
2685.39,1.7869470350030973e-07,1.756332576859087e-07,0.1
2685.872,1.7822856375133009e-07,1.751858487954892e-07,0.1
2686.354,1.7776362007964413e-07,1.747395622677716e-07,0.1
2686.836,1.7729986939838253e-07,1.742943952647559e-07,0.1
2687.318,1.768373086288111e-07,1.7385034495580258e-07,0.1
2687.801,1.7637497872463427e-07,1.734064907183036e-07,0.1
2688.283,1.7591479102764737e-07,1.7296466763718945e-07,0.1
2688.765,1.7545578404863834e-07,1.725239527965145e-07,0.1
2689.247,1.749979547413744e-07,1.720843433949799e-07,0.1
2689.729,1.7454130006762968e-07,1.716458366385359e-07,0.1
2690.211,1.740858169972513e-07,1.7120842974044357e-07,0.1
2690.693,1.7363150250806717e-07,1.7077211992115598e-07,0.1
2691.175,1.731783535859209e-07,1.703369044083803e-07,0.1
2691.657,1.7272636722460806e-07,1.6990278043697477e-07,0.1
2692.14,1.722746063038501e-07,1.69468847965665e-07,0.1
2692.622,1.7182493847380064e-07,1.6903690106074086e-07,0.1
2693.104,1.7137642422737976e-07,1.6860603743918496e-07,0.1
2693.586,1.7092906059008438e-07,1.6817625436451153e-07,0.1
2694.068,1.7048284459520724e-07,1.677475491073293e-07,0.1
2694.55,1.7003777328395416e-07,1.6731991894531006e-07,0.1
2695.032,1.695938437052654e-07,1.6689336116324109e-07,0.1
2695.514,1.691510529159478e-07,1.664678730529044e-07,0.1
2695.997,1.6870848286267778e-07,1.660425724785783e-07,0.1
2696.479,1.6826796320088538e-07,1.6561921782043809e-07,0.1
2696.961,1.678285735392905e-07,1.6519692474594617e-07,0.1
2697.443,1.673903109656431e-07,1.6477569057491645e-07,0.1
2697.925,1.6695317257535935e-07,1.6435551263408838e-07,0.1
2698.407,1.6651715547158574e-07,1.6393638825716293e-07,0.1
2698.889,1.660822567650501e-07,1.635183147847215e-07,0.1
2699.371,1.6564847357413846e-07,1.6310128956426877e-07,0.1
2699.854,1.65214906522705e-07,1.6268444800700778e-07,0.1
2700.335,1.647842422507296e-07,1.622703733036801e-07,0.1
2700.818,1.6435289648379145e-07,1.6185561936638096e-07,0.1
2701.3,1.6392354897860496e-07,1.6144276291626633e-07,0.1
2701.782,1.6349530268869118e-07,1.6103094155293472e-07,0.1
2702.264,1.630681547777888e-07,1.6062015266488228e-07,0.1
2702.746,1.6264210241707564e-07,1.602103936473638e-07,0.1
2703.228,1.6221714278517433e-07,1.5980166190236694e-07,0.1
2703.71,1.6179327306820638e-07,1.5939395483861105e-07,0.1
2704.192,1.6137049045966434e-07,1.5898726987154821e-07,0.1
2704.675,1.609479183929209e-07,1.5858076385172606e-07,0.1
2705.157,1.605273038522414e-07,1.581761174582629e-07,0.1
2705.639,1.6010776803905724e-07,1.577724854425454e-07,0.1
2706.121,1.5968930817634924e-07,1.5736986524670464e-07,0.1
2706.603,1.5927192149444365e-07,1.5696825431944598e-07,0.1
2707.085,1.588556052309385e-07,1.56567650116124e-07,0.1
2707.567,1.5844035663073816e-07,1.56168050098656e-07,0.1
2708.049,1.580261729459791e-07,1.5576945173550885e-07,0.1
2708.531,1.5761305143604385e-07,1.5537185250172481e-07,0.1
2709.014,1.5720013556636066e-07,1.5497442808609048e-07,0.1
2709.496,1.567891324026073e-07,1.5457882162210084e-07,0.1
2709.978,1.5637918322942938e-07,1.541842067465034e-07,0.1
2710.46,1.5597028533497537e-07,1.537905809603828e-07,0.1
2710.942,1.555624360145462e-07,1.5339794177126009e-07,0.1
2711.424,1.5515563257055986e-07,1.530062866931092e-07,0.1
