wavenumber_cm-1,observed_reflectance_fraction,fitted_reflectance_fraction,residual_fraction
2514.239,0.18109608160000001,0.18042269665422833,0.0006733849457716823
2514.721,0.1810072683,0.1804711428164947,0.0005361254835052898
2515.203,0.1811495363,0.18052032707474697,0.0006292092252530301
2515.685,0.18102526149999998,0.18057024167467922,0.00045501982532075713
2516.167,0.1812495277,0.1806208787621669,0.0006286489378330984
2516.649,0.1814214109,0.1806722303845797,0.0007491805154203057
2517.131,0.1811926068,0.18072428849210836,0.0004683183078916242
2517.613,0.1810677072,0.18077704493910546,0.00029066226089455305
2518.095,0.1812759528,0.18083049148543667,0.00044546131456332794
2518.578,0.18123068020000002,0.18088473280011275,0.0003459473998872753
2519.06,0.1815420741,0.18093953584174816,0.0006025382582518501
2519.542,0.1816116737,0.18099500369133986,0.0006166700086601418
2520.024,0.18153712160000002,0.18105112774438809,0.00048599385561193253
2520.506,0.1815641727,0.1811078993088518,0.0004562733911482042
2520.988,0.1817175512,0.18116530960657018,0.0005522415934298142
2521.47,0.1817802295,0.1812233497746972,0.0005568797253028002
2521.952,0.1817123054,0.18128201086714513,0.00043029453285486907
2522.435,0.1817523396,0.1813414074588069,0.0004109321411931155
2522.917,0.18192314369999998,0.1814012844770333,0.0005218592229666863
2523.399,0.18199550120000002,0.18146175507733492,0.0005337461226651019
2523.881,0.1820453861,0.1815228099951547,0.0005225761048453237
2524.363,0.1819438724,0.1815844398900736,0.0003594325099263995
2524.845,0.1822216186,0.18164663534731557,0.0005749832526844301
2525.327,0.1822709,0.18170938687926008,0.0005615131207399315
2525.809,0.182286738,0.18177268492696352,0.0005140530730364801
2526.292,0.1824530966,0.18183665285069356,0.0006164437493064445
2526.773,0.1824286494,0.18190088198646087,0.0005277674135391319
2527.256,0.1826494217,0.1819658966735103,0.0006835250264897175
2527.738,0.18262246399999998,0.18203128486497872,0.0005911791350212692
2528.22,0.1826845617,0.18209717074093784,0.0005873909590621562
2528.702,0.1828768446,0.18216354434681611,0.0007133002531838906
2529.184,0.18287437650000002,0.1822303956676066,0.0006439808323934204
2529.666,0.18285978839999997,0.1822977146294503,0.0005620737705496759
2530.148,0.1829525843,0.182365491101228,0.0005870931987720096
2530.63,0.18317150529999998,0.18243371489615684,0.0007377904038431415
2531.113,0.18318032899999998,0.1825025186705615,0.0006778103294384774
2531.595,0.1830408781,0.18257160721153573,0.00046927088846426823
2532.077,0.183007522,0.18264111217588713,0.00036640982411287326
2532.559,0.1833640322,0.18271102317017357,0.0006530090298264291
2533.041,0.18327990360000002,0.1827813297533683,0.0004985738466317113
2533.523,0.1832619303,0.18285202143848966,0.0004099088615103219
2534.005,0.183554561,0.1829230876942367,0.0006314733057632971
2534.487,0.18349726579999998,0.1829945179466291,0.0005027478533708718
2534.969,0.183738104,0.1830663015806514,0.0006718024193486105
2535.452,0.1836613986,0.18313857793050675,0.0005228206694932458
2535.934,0.18343518,0.1832110370045724,0.00022414299542761196
2536.416,0.183848771,0.18328381736320998,0.0005649536367900165
2536.898,0.1839956778,0.1833569082437065,0.0006387695562934947
2537.38,0.1836233997,0.18343029885058934,0.00019310084941065453
2537.862,0.18412868029999999,0.1835039783572906,0.0006247019427093881
2538.344,0.1840789787,0.18357793590781427,0.0005010427921857408
2538.826,0.1841492899,0.18365216061840162,0.0004971292815983963
2539.309,0.1845868447,0.18372679636280945,0.0008600483371905554
2539.791,0.18416993980000002,0.18380152313713116,0.00036841666286885344
2540.273,0.18439275800000002,0.18387648424763073,0.0005162737523692895
2540.755,0.1846078897,0.18395166871617882,0.0006562209838211763
2541.237,0.1847953734,0.18402706554525353,0.0007683078547464639
2541.719,0.18476578230000001,0.18410266371961426,0.0006631185803857576
2542.201,0.18479970340000001,0.18417845220797857,0.0006212511920214436
2542.683,0.1848978201,0.18425441996469827,0.0006434001353017305
2543.166,0.1849894037,0.18433071405704876,0.0006586896429512379
2543.648,0.1850515923,0.18440700747895544,0.0006445848210445693
2544.13,0.18514546070000001,0.1844834469398424,0.0006620137601576204
2544.612,0.1851973439,0.18456002135333893,0.0006373225466610732
2545.094,0.1853592053,0.1846367196270861,0.0007224856729138862
2545.576,0.18544629940000001,0.1847135306644077,0.000732768735592304
2546.058,0.1855557335,0.18479044336598038,0.0007652901340196028
2546.54,0.1855746568,0.1848674466315018,0.0007072101684982013
2547.022,0.18550553390000002,0.1849445293613567,0.0005610045386433282
2547.505,0.1857270819,0.18502184058616805,0.0007052413138319558
2547.987,0.18593161519999998,0.18509904906420557,0.0008325661357944103
2548.469,0.1858974753,0.18517630370547883,0.000721171594521175
2548.951,0.1860038513,0.18525359342974645,0.0007502578702535401
2549.433,0.1858013263,0.18533090716574555,0.00047041913425446835
2549.915,0.1863702627,0.18540823385284189,0.0009620288471581251
2550.397,0.18605945729999998,0.18548556244267267,0.0005738948573273117
2550.879,0.1861404409,0.18556288190078685,0.0005775589992131624
2551.362,0.18626876039999998,0.1856403415517069,0.0006284188482930941
2551.844,0.1864295163,0.18571760963080314,0.000711906669196849
2552.326,0.1863710046,0.18579483555187154,0.0005761690481284609
2552.808,0.186745633,0.1858720083524646,0.0008736246475354037
2553.29,0.186670478,0.18594911709218073,0.0007213609078192684
2553.772,0.1865995586,0.18602615085427524,0.0005734077457247577
2554.254,0.1867920172,0.18610309874726513,0.0006889184527348602
2554.736,0.18680834440000002,0.18617994990652814,0.0006283944934718788
2555.219,0.1867777663,0.18625685259564032,0.0005209137043596934
2555.7,0.1869259879,0.18633331870923786,0.0005926691907621462
2556.183,0.1870297355,0.18640997333586062,0.0006197621641393647
2556.665,0.1871372484,0.18648632920543998,0.0006509191945600346
2557.147,0.1871159247,0.1865625344544296,0.0005533902455703843
2557.629,0.1874341691,0.18663857841266093,0.0007955906873390595
2558.111,0.1874756361,0.18671445044783547,0.0007611856521645421
2558.593,0.1875412665,0.18679013996706703,0.0007511265329329664
2559.075,0.1874861586,0.1868656364184168,0.0006205221815832052
2559.557,0.1873905119,0.18694092929242023,0.0004495826075797682
2560.04,0.18759825970000002,0.1870161636590814,0.000582096040918606
2560.522,0.18777029160000003,0.18709101755098656,0.0006792740490134674
2561.004,0.1878007047,0.187165636585663,0.0006350681143370007
2561.486,0.1877215255,0.1872400104387386,0.00048151506126140053
2561.968,0.1877850578,0.18731412883582055,0.0004709289641794401
2562.45,0.18796919750000002,0.18738798155396846,0.0005812159460315547
2562.932,0.1878348626,0.18746155842315693,0.0003733041768430867
2563.414,0.18803303759999998,0.18753484932772913,0.0004981882722708553
2563.896,0.1881821263,0.18760784420783966,0.0005742820921603442
2564.379,0.18803258320000002,0.18768068354261344,0.00035189965738657847
2564.861,0.1882440185,0.18775305575882578,0.0004909627411742168
2565.343,0.18814303429999998,0.1878251020997398,0.0003179322002601903
2565.825,0.18810647960000001,0.18789681274310555,0.0002096668568944693
2566.307,0.188358607,0.18796817792954323,0.000390429070456777
2566.789,0.1881359502,0.18803918796392183,9.676223607818502e-05
2567.271,0.1884198595,0.18810983321672567,0.00031002628327433945
2567.753,0.1883907044,0.18818010412540886,0.00021060027459113284
2568.236,0.1883802591,0.18825013578411182,0.00013012331588818649
2568.718,0.18848990480000002,0.18831962876585404,0.00017027603414598858
2569.2,0.18859197900000002,0.1883887191116977,0.00020325988830233177
2569.682,0.18878412269999997,0.1884573975404375,0.0003267251595624743
2570.164,0.18884293559999998,0.18852565484443382,0.0003172807555661683
2570.646,0.188822138,0.1885934818908933,0.00022865610910668965
2571.128,0.18898082370000002,0.18866086962313663,0.00031995407686338795
2571.61,0.18877773009999999,0.18872780906185438,4.992103814560611e-05
2572.093,0.18900458839999998,0.1887944287549301,0.00021015964506987395
2572.575,0.1891640764,0.18886044400838856,0.00030363239161143585
2573.057,0.1891379089,0.18892598448890746,0.0002119244110925511
2573.539,0.1893990673,0.18899104153910606,0.0004080257608939375
2574.021,0.189297654,0.18905560658504578,0.00024204741495423288
2574.503,0.1893881026,0.18911967113740447,0.00026843146259553086
2574.985,0.1894362513,0.18918322679263389,0.00025302450736611193
2575.467,0.1895261182,0.18924626523410307,0.00027985296589694286
2575.949,0.18945734600000003,0.18930877823322884,0.00014856776677119043
2576.432,0.18948487400000003,0.18937088567833651,0.0001139883216635107
2576.914,0.18955637970000003,0.18943232233275314,0.00012405736724688254
2577.396,0.1897783239,0.18949320938201691,0.0002851145179830761
2577.878,0.1896543969,0.18955353896092308,0.00010085793907690932
2578.36,0.1897454019,0.18961330329773912,0.00013209860226087722
2578.842,0.189894246,0.18967249471524378,0.00022175128475621086
2579.324,0.1896911451,0.18973110563175033,-3.9960531750316e-05
2579.806,0.1895796524,0.18978912856211416,-0.00020947616211416942
2580.289,0.1898166923,0.18984667463907015,-2.9982339070144803e-05
2580.771,0.1900399462,0.18990349827497996,0.00013644792502004455
2581.253,0.189905484,0.18995971204359144,-5.422804359142552e-05
2581.735,0.1902222609,0.19001530885589524,0.00020695204410475787
2582.217,0.1899033112,0.1900702817242244,-0.0001669705242244024
2582.699,0.19004718189999997,0.1901246237631647,-7.74418631647178e-05
2583.181,0.1900340129,0.190178328190449,-0.00014431529044900415
2583.663,0.1902321769,0.19023138832783554,7.885721644562693e-07
2584.146,0.1901799781,0.19028390565382614,-0.0001039275538261275
2584.627,0.1901433323,0.19033554954521767,-0.00019221724521767403
2585.11,0.1903016925,0.19038674309447612,-8.505059447611041e-05
2585.592,0.19012017530000003,0.19043716000376404,-0.00031698470376401167
2586.074,0.1903452606,0.19048690080921413,-0.00014164020921411669
2586.556,0.1902802165,0.19053595947444354,-0.00025574297444355687
2587.038,0.19019288750000002,0.19058433007276326,-0.00039144257276324534
2587.52,0.1903848155,0.1906320067879198,-0.0002471912879198068
2588.002,0.1903849917,0.19067898391481775,-0.00029399221481773985
2588.484,0.1903402853,0.19072525586022504,-0.0003849705602250453
2588.967,0.1905306072,0.19077091092647136,-0.00024030372647135256
2589.449,0.1904457573,0.1908157546890391,-0.0003699973890391173
2589.931,0.19057411340000002,0.1908598771576117,-0.00028576375761169004
2590.413,0.1904674498,0.19090327319335024,-0.0004358233933502431
2590.895,0.19061664960000002,0.19094593777254112,-0.00032928817254110343
2591.377,0.1907263068,0.1909878659871949,-0.000261559187194893
2591.859,0.1906399986,0.19102905304562562,-0.00038905444562561953
2592.341,0.1905713965,0.1910694942730125,-0.000498097773012518
2592.823,0.1906900508,0.19110918511194452,-0.00041913431194451345
2593.306,0.1905722882,0.19114820111539113,-0.0005759129153911358
2593.788,0.1905900653,0.19118637639801647,-0.0005963110980164721
2594.27,0.19067731640000002,0.19122378832097453,-0.0005464719209745117
2594.752,0.19071290789999998,0.19126043280180782,-0.0005475249018078443
2595.234,0.19077918749999997,0.19129630587791124,-0.0005171183779112687
2595.716,0.1908962422,0.19133140370696528,-0.0004351615069652648
2596.198,0.1910000561,0.19136572256735002,-0.0003656664673500065
2596.68,0.1910396563,0.1913992588585416,-0.0003596025585415885
2597.163,0.19102127289999998,0.19143207622860614,-0.0004108033286061574
2597.645,0.1910709992,0.19146403542491264,-0.00039303622491262957
2598.127,0.1910273042,0.191495201974121,-0.0004678977741210122
2598.609,0.19088969030000003,0.1915255727639288,-0.0006358824639287608
2599.091,0.1909328047,0.19155514480482805,-0.0006223401048280619
2599.573,0.1911623631,0.19158391523038953,-0.0004215521303895242
2600.055,0.19109944850000002,0.19161188129752688,-0.0005124327975268572
2600.537,0.19086097989999998,0.19163904038674237,-0.0007780604867423935
2601.02,0.19104992159999998,0.1916654438264949,-0.0006155222264949134
2601.502,0.1909248993,0.19169097991014006,-0.0007660806101400519
2601.984,0.1909687875,0.1917157018965461,-0.0007469143965461167
2602.466,0.19105273109999998,0.1917396076629106,-0.0006868765629106099
2602.948,0.1910685076,0.19176269521096734,-0.000694187610967345
2603.43,0.1910959538,0.19178496266711859,-0.0006890088671185901
2603.912,0.1909112737,0.19180640828254947,-0.0008951345825494728
2604.394,0.191106927,0.19182703043332305,-0.0007201034333230438
2604.876,0.1911686625,0.19184682762045657,-0.0006781651204565697
2605.359,0.19107805500000002,0.19186583696872497,-0.0007877819687249488
2605.841,0.1912609324,0.19188397851352051,-0.0006230461135205145
2606.323,0.1912456599,0.1919012913457342,-0.0006556314457341894
2606.805,0.19118623410000002,0.1919177744668482,-0.0007315403668481935
2607.287,0.1912254835,0.19193342700339946,-0.0007079435033994774
2607.769,0.1911722525,0.19194824820694362,-0.0007759957069436163
2608.251,0.1912726082,0.19196223745400012,-0.0006896292540001236
2608.733,0.1911317674,0.1919753942459788,-0.0008436268459787732
2609.216,0.1914604345,0.19198774291155973,-0.0005273084115597348
2609.698,0.1912275813,0.19199923206814734,-0.0007716507681473361
2610.18,0.19136796579999998,0.19200988802208996,-0.0006419222220899745
2610.662,0.191273989,0.1920197107735137,-0.0007457217735137023
2611.144,0.1912392944,0.19202870044679038,-0.0007894060467903696
2611.626,0.19116912889999998,0.19203685729035314,-0.0008677283903531507
2612.108,0.1912398117,0.1920441816764945,-0.0008043699764944956
2612.59,0.1912197483,0.19205067410114546,-0.0008309258011454657
2613.073,0.1911310185,0.19205634606493696,-0.0009253275649369619
2613.554,0.1910005511,0.19206116566643935,-0.0010606145664393551
2614.037,0.1912692604,0.19206517385336175,-0.0007959134533617462
2614.519,0.19121667080000002,0.19206834413710616,-0.0008516733371061458
2615.001,0.1911441633,0.19207068678702605,-0.000926523487026043
2615.483,0.1911081879,0.19207220303548633,-0.0009640151354863291
2615.965,0.191195964,0.19207289423643908,-0.0008769302364390885
2616.447,0.1913040083,0.192072761865059,-0.0007687535650590105
2616.929,0.1911090375,0.19207180751736175,-0.0009627700173617526
2617.411,0.19146872439999998,0.1920700329098039,-0.0006013085098039161
2617.894,0.1912957318,0.19206743364972212,-0.0007717018497221118
2618.376,0.1912271029,0.1920640224596759,-0.0008369195596759083
2618.858,0.1911776527,0.19205979688195823,-0.0008821441819582276
2619.34,0.1914272894,0.19205475911069292,-0.0006274697106929128
2619.822,0.1912380535,0.1920489114581857,-0.0008108579581856956
2620.304,0.1912542233,0.1920422563544219,-0.000788033054421905
2620.786,0.19130163249999999,0.19203479634654608,-0.0007331638465460921
2621.268,0.19097476759999998,0.19202653409832537,-0.0010517664983253905
2621.75,0.190964469,0.19201747238959624,-0.001053003389596241
2622.233,0.19094673490000003,0.1920075928368855,-0.0010608579368854842
2622.715,0.19108253439999998,0.19199693936488804,-0.0009144049648880659
2623.197,0.1908818424,0.19198549546912508,-0.0011036530691250768
2623.679,0.1911059856,0.19197326438808063,-0.0008672787880806276
2624.161,0.19095129289999999,0.19196024947329288,-0.0010089565732928907
2624.643,0.1910260985,0.19194645418870246,-0.0009203556887024678
2625.125,0.19098753599999999,0.19193188210998574,-0.0009443461099857553
2625.607,0.190808894,0.19191653692387128,-0.001107642923871277
2626.09,0.1908899031,0.19190038819787186,-0.001010485097871855
2626.572,0.19091213769999998,0.1918835067140103,-0.0009713690140103204
2627.054,0.1907667622,0.1918658638506296,-0.001099101650629597
2627.536,0.1906410529,0.19184746373174938,-0.0012064108317493827
2628.018,0.1906721681,0.1918283105887921,-0.001156142488792089
2628.5,0.1906187962,0.19180840875980776,-0.0011896125598077623
2628.982,0.1905968397,0.19178776268868436,-0.0011909229886843675
2629.464,0.1907810791,0.1917663769243427,-0.0009852978243427013
2629.947,0.1907303642,0.1917442094653422,-0.0010138452653422059
2630.429,0.19057191069999999,0.19172135686725095,-0.0011494461672509615
2630.911,0.1905045957,0.19169777885482214,-0.0011931831548221417
2631.393,0.1906179543,0.19167348038897997,-0.0010555260889799634
2631.875,0.1906523206,0.19164846653144008,-0.0009961459314400678
2632.357,0.1905181312,0.1916227424438185,-0.0011046112438184985
2632.839,0.19052064030000002,0.19159631338672783,-0.0010756730867278186
2633.321,0.19022971030000002,0.19156918471885984,-0.001339474418859815
2633.803,0.1904346488,0.1915413618960544,-0.0011067130960543958
2634.286,0.1904381913,0.1915127906061208,-0.0010745993061208048
2634.768,0.19038663679999998,0.19148359481383428,-0.0010969580138343038
2635.25,0.190157487,0.19145372181952042,-0.001296234819520431
2635.732,0.19041743870000002,0.19142317745823226,-0.001005738758232233
2636.214,0.1901991031,0.19139196765731797,-0.0011928645573179852
2636.696,0.190470178,0.19136009843541346,-0.0008899204354134715
2637.178,0.1904040985,0.19132757590142196,-0.0009234774014219571
2637.66,0.1901124792,0.19129440625348137,-0.0011819270534813853
2638.143,0.1901347487,0.19126052496997364,-0.0011257762699736495
2638.625,0.19011471130000002,0.19122607873064473,-0.0011113674306447163
2639.107,0.19007356900000003,0.1911910045101773,-0.0011174355101772615
2639.589,0.1901096885,0.19115530885326346,-0.0010456203532634434
2640.071,0.1900352483,0.19111899838848959,-0.001083750088489599
2640.553,0.1901456442,0.191082079827236,-0.0009364356272359986
2641.035,0.1900697048,0.1910445599625637,-0.0009748551625637092
2641.517,0.18989671860000001,0.19100644566809177,-0.0011097270680917593
2642.0,0.1900382823,0.19096766299691706,-0.0009293806969170593
2642.481,0.18975575460000002,0.19092846168020455,-0.0011727070802045325
2642.964,0.1896613573,0.19088852284768315,-0.0012271655476831511
2643.446,0.1899031132,0.19084809997440624,-0.0009449867744062423
2643.928,0.1898261239,0.19080711822290297,-0.0009809943229029672
2644.41,0.18978720400000001,0.19076558492613327,-0.0009783809261332543
2644.892,0.18954973979999998,0.19072350748946776,-0.0011737676894677807
2645.374,0.18942172540000002,0.19068089338948568,-0.0012591679894856656
2645.856,0.1893909585,0.19063775017276405,-0.001246791672764036
2646.338,0.1895602244,0.19059408545465817,-0.001033861054658164
2646.821,0.18933586040000003,0.1905498147326098,-0.0012139543326097624
2647.303,0.18938188709999998,0.19050512908492695,-0.0011232419849269704
2647.785,0.18925151289999997,0.19045994519854703,-0.0012084322985470575
2648.267,0.1891409809,0.19041427095170185,-0.0012732900517018475
2648.749,0.18904994339999998,0.19036811428517444,-0.001318170885174469
2649.231,0.1890382151,0.19032148320103087,-0.0012832681010308822
2649.713,0.1890188388,0.19027438576134437,-0.0012555469613443615
2650.195,0.1889316063,0.19022683008691196,-0.0012952237869119643
2650.677,0.18886250010000002,0.19017882435596412,-0.0013163242559640909
2651.16,0.1890714594,0.19013027583574071,-0.0010588164357407115
2651.642,0.18880628170000002,0.19008139385890435,-0.001275112158904329
2652.124,0.18900292,0.1900320867092059,-0.0010291667092059142
2652.606,0.18884648380000002,0.18998236278168207,-0.001135878981682048
2653.088,0.18911349619999998,0.1899322305222503,-0.0008187343222503252
2653.57,0.1886055036,0.18988169842638203,-0.0012761948263820266
2654.052,0.1887774545,0.18983077503776785,-0.0010533205377678545
2654.534,0.18875068550000001,0.18977946894697945,-0.001028783446979431
2655.017,0.18879829350000002,0.18972768118705519,-0.0009293876870551665
2655.499,0.1886082056,0.18967563489541817,-0.0010674292954181708
2655.981,0.18855435029999998,0.18962323195927655,-0.0010688816592765715
2656.463,0.1883303167,0.18957048114331637,-0.0012401644433163717
2656.945,0.1885400645,0.18951739125233164,-0.000977326752331642
2657.427,0.18829877669999998,0.18946397112985772,-0.001165194429857741
2657.909,0.1883271397,0.1894102296567999,-0.0010830899567998986
2658.391,0.188273115,0.18935617575005897,-0.001083060750058984
2658.874,0.1881744594,0.18930170527724563,-0.0011272458772456362
2659.356,0.18804058099999998,0.18924705278929832,-0.0012064717892983357
2659.838,0.1880481188,0.18919211483928133,-0.0011439960392813364
2660.32,0.1879616891,0.1891369004743232,-0.001175211374323193
2660.802,0.18791526579999998,0.18908141877062223,-0.0011661529706222529
2661.284,0.1880028434,0.1890256788320543,-0.001022835432054281
2661.766,0.18791079119999998,0.18896968978877726,-0.0010588985887772795
2662.248,0.1877552975,0.1889134607958343,-0.0011581632958342913
2662.73,0.1877642642,0.18885700103175485,-0.0010927368317548425
2663.213,0.187776396,0.1888002018770962,-0.00102380587709619
2663.695,0.1875473987,0.18874330776231463,-0.0011959090623146207
2664.177,0.1874715974,0.18868621055808232,-0.0012146131580823283
2664.659,0.18756923660000002,0.18862891952289262,-0.001059682922892602
2665.141,0.18755476059999998,0.18857144393170763,-0.0010166833317076518
2665.623,0.1874993699,0.18851379307455363,-0.0010144231745536358
2666.105,0.1874502301,0.18845597625511518,-0.0010057461551151725
2666.587,0.18734330899999999,0.188398002789329,-0.0010546937893290143
2667.07,0.1873009172,0.18833976127477323,-0.0010388440747732264
2667.552,0.18723143650000001,0.18828150222952106,-0.0010500657295210436
2668.034,0.18715657109999997,0.18822311456458302,-0.0010665434645830418
2668.516,0.187116854,0.1881646076308642,-0.0010477536308642066
2668.998,0.1871159363,0.18810599078449391,-0.0009900544844939074
2669.48,0.1871183296,0.18804727338542582,-0.0009289437854258231
2669.962,0.18700208159999998,0.18798846479603493,-0.0009863831960349456
2670.444,0.1869091477,0.18792957437971924,-0.001020426679719244
2670.927,0.1867389087,0.18787048910104354,-0.0011315804010435249
2671.408,0.1867817918,0.18781158551663552,-0.001029793716635502
2671.891,0.1866003148,0.18775238316778192,-0.0011520683677819221
2672.373,0.1866128385,0.18769325896694777,-0.0010804204669477846
2672.855,0.18669581529999998,0.18763409974206008,-0.0009382844420600944
2673.337,0.1865099245,0.1875749148333603,-0.0010649903333602995
2673.819,0.1863656739,0.18751571357237434,-0.0011500396723743422
2674.301,0.1866479784,0.18745650528053187,-0.0008085268805318735
2674.783,0.186373375,0.18739729926779097,-0.0010239242677909655
2675.265,0.1863597142,0.18733810483126434,-0.000978390631264342
2675.748,0.186242538,0.18727880851520728,-0.0010362705152072715
2676.23,0.1862441133,0.1872196651363511,-0.0009755518363510907
2676.712,0.18630147260000002,0.1871605611534797,-0.0008590885534796866
2677.194,0.1860529567,0.18710150579863685,-0.0010485490986368584
2677.676,0.18609470250000001,0.1870425082842141,-0.0009478057842140786
2678.158,0.185978776,0.18698357780160446,-0.001004801801604449
2678.64,0.1858832888,0.18692472351985995,-0.0010414347198599572
2679.122,0.1856929889,0.18686595458435412,-0.001172965684354127
2679.604,0.1857421457,0.18680728011545103,-0.00106513441545103
2680.087,0.18569137479999998,0.18674858780471565,-0.0010572130047156736
2680.569,0.1856107316,0.18669012976651295,-0.0010793981665129515
2681.051,0.18564090449999998,0.18663179341142794,-0.0009908889114279562
2681.533,0.18551277989999998,0.1865735877465154,-0.0010608078465154103
2682.015,0.185660437,0.18651552174724423,-0.0008550847472442169
2682.497,0.1852767548,0.18645760435620307,-0.0011808495562030674
2682.979,0.18542415129999998,0.18639984448181027,-0.0009756931818102887
2683.461,0.18517709289999998,0.1863422509970316,-0.0011651580970316322
2683.944,0.18522836389999997,0.1862847138013436,-0.0010563499013436228
2684.426,0.1853905284,0.18622747995742336,-0.0008369515574233599
2684.908,0.1849595756,0.18617043891471402,-0.0012108633147140113
2685.39,0.1848660578,0.18611359939160638,-0.001247541591606366
2685.872,0.1849747448,0.18605697006473315,-0.0010822252647331443
2686.354,0.1848967419,0.18600055956773223,-0.0011038176677322376
2686.836,0.1850181967,0.18594437649001644,-0.0009261797900164404
2687.318,0.1848573318,0.18588842937555283,-0.0010310975755528362
2687.801,0.1846964493,0.1858326114159637,-0.0011361621159636792
2688.283,0.1846862548,0.18577716220552604,-0.0010909074055260315
2688.765,0.1846409198,0.1857219743228582,-0.0010810545228581991
2689.247,0.1847212491,0.18566705611799772,-0.0009458070179977074
2689.729,0.18459605629999998,0.1856124158895572,-0.0010163595895572308
2690.211,0.18440756579999998,0.18555806188355653,-0.0011504960835565514
2690.693,0.18440274280000002,0.18550400229226446,-0.0011012594922644448
2691.175,0.18432806240000002,0.18545024525304943,-0.0011221828530494082
2691.657,0.18429074310000002,0.18539679884723953,-0.001106055747239515
2692.14,0.18419669049999998,0.1853435612122299,-0.0011468707122299082
2692.622,0.1842406025,0.18529076077330064,-0.0010501582733006554
2693.104,0.18401696820000002,0.18523829488061905,-0.0012213266806190282
2693.586,0.1841502449,0.1851861713800343,-0.0010359264800342827
2694.068,0.1839182871,0.18513439805580673,-0.0012161109558067318
2694.55,0.18396671309999998,0.1850829826295327,-0.0011162695295327263
2695.032,0.1838173746,0.18503193275907553,-0.001214558159075535
2695.514,0.1836404327,0.1849812560375108,-0.0013408233375108158
2695.997,0.1837482186,0.18493085604433707,-0.0011826374443370535
2696.479,0.18394949430000002,0.1848809489483868,-0.0009314546483867869
2696.961,0.1837145645,0.1848314373966985,-0.0011168728966984842
2697.443,0.1836983082,0.184782328712714,-0.0010840205127140012
2697.925,0.1837801636,0.18473363014997446,-0.0009534665499744688
2698.407,0.18377517050000003,0.1846853488911321,-0.0009101783911320827
2698.889,0.18377830939999998,0.18463749204697516,-0.0008591826469751818
2699.371,0.18354259169999998,0.1845900666554638,-0.0010474749554638119
2699.854,0.18374358950000003,0.1845429826579552,-0.0007993931579551861
2700.335,0.18363347900000002,0.18449653801238663,-0.0008630590123866189
2700.818,0.18358595260000002,0.18445035331729767,-0.0008644007172976531
2701.3,0.1836433864,0.1844047235853193,-0.0007613371853193163
2701.782,0.1835004731,0.1843595593842459,-0.0008590862842458857
2702.264,0.183454752,0.18431486729536437,-0.0008601152953643665
2702.746,0.18338223459999997,0.18427065382073543,-0.0008884192207354591
2703.228,0.1833418536,0.1842269253823296,-0.000885071782329605
2703.71,0.18331266110000002,0.18418368832117907,-0.0008710272211790437
2704.192,0.1832641449,0.18414094889653923,-0.0008768039965392216
2704.675,0.18304640800000002,0.18409862618727058,-0.0010522181872705538
2705.157,0.1828774705,0.18405690154638688,-0.0011794310463868751
2705.639,0.1830336365,0.18401569283334046,-0.0009820563333404475
2706.121,0.1831154287,0.18397500597200933,-0.000859577272009332
2706.603,0.1830711747,0.1839348468005132,-0.0008636721005131909
2707.085,0.182915359,0.1838952210704583,-0.0009798620704583039
2707.567,0.1829399719,0.18385613444619636,-0.0009161625461963641
2708.049,0.1828560993,0.18381759250409746,-0.0009614932040974689
