angle_deg,seed_id,d_init_um,log10N_init,n3_init,d_stage1_um,log10N_stage1,n3_stage1,rmse_stage1,success,nfev,raw_basin_key,representative_basin_id
10.0,45,7.4,20.0,3.1,7.778864461124012,20.019029224682672,2.7844092262125804,0.08695807777812187,True,129,7.779|20.02,2
10.0,46,7.6,15.5,2.35,7.879858225669812,18.654598726989455,2.5039037982068524,0.001756115990352963,True,25,7.880|18.65,2
10.0,47,7.6,15.5,2.75,7.879858099893496,18.65459864590795,2.5039038079512483,0.0017561159903531137,True,17,7.880|18.65,2
10.0,48,7.6,15.5,3.1,7.879858223677994,18.65459872587901,2.503903796614903,0.0017561159903529441,True,17,7.880|18.65,2
10.0,49,7.6,18.0,2.35,7.471308485714629,18.602667348896595,2.4531341328308574,0.002232922589556242,True,12,7.471|18.60,3
10.0,50,7.6,18.0,2.75,7.879858214601068,18.654598720555125,2.5039037921686096,0.0017561159903529634,True,18,7.880|18.65,2
10.0,51,7.6,18.0,3.1,7.879858131176322,18.65459866461603,2.5039038174271133,0.0017561159903529376,True,20,7.880|18.65,2
10.0,52,7.6,20.0,2.35,7.77887117770189,20.019028679329352,2.7844130728450387,0.08695807776128149,True,104,7.779|20.02,2
10.0,53,7.6,20.0,2.75,7.7788708757130625,20.019028703865352,2.7844128996853073,0.086958077761186,True,104,7.779|20.02,2
10.0,54,7.6,20.0,3.1,7.77887079844875,20.019028710136592,2.7844128555448124,0.08695807776117433,True,104,7.779|20.02,2
10.0,55,7.8,15.5,2.35,7.879858145023458,18.65459867425979,2.5039038109006424,0.0017561159903526898,True,18,7.880|18.65,2
10.0,56,7.8,15.5,2.75,7.879858118372227,18.654598656450094,2.503903817309801,0.0017561159903529857,True,22,7.880|18.65,2
10.0,57,7.8,15.5,3.1,7.879858126848646,18.654598662102014,2.503903815185667,0.0017561159903528663,True,26,7.880|18.65,2
10.0,58,7.8,18.0,2.35,7.87985823817866,18.654598736217196,2.503903787703152,0.0017561159903533314,True,16,7.880|18.65,2
10.0,59,7.8,18.0,2.75,7.8798581076335,18.6545986492762,2.503903820130618,0.001756115990353176,True,18,7.880|18.65,2
10.0,60,7.8,18.0,3.1,7.8798581201839095,18.654598657609085,2.503903816879234,0.0017561159903529612,True,19,7.880|18.65,2
10.0,61,7.8,20.0,2.35,7.778870699881223,20.01902871814537,2.784412799229915,0.08695807776116726,True,122,7.779|20.02,2
10.0,62,7.8,20.0,2.75,7.778871117766839,20.019028684186218,2.784413038553638,0.08695807776125582,True,121,7.779|20.02,2
10.0,63,7.8,20.0,3.1,7.778871109935597,20.019028684822253,2.78441303416196,0.08695807776125274,True,121,7.779|20.02,2
10.0,64,8.0,15.5,2.35,8.117279735081638,18.62756489444496,2.461830227078069,0.002568878125383409,True,33,8.117|18.63,5
10.0,65,8.0,15.5,2.75,7.879858209574725,18.654598717049918,2.5039037952344323,0.0017561159903528435,True,21,7.880|18.65,2
10.0,66,8.0,15.5,3.1,7.879858222714168,18.65459872592624,2.503903791742378,0.0017561159903530363,True,22,7.880|18.65,2
10.0,67,8.0,18.0,2.35,8.117279713993012,18.627564908463533,2.461830230902023,0.002568878125384371,True,26,8.117|18.63,5
10.0,68,8.0,18.0,2.75,7.87985824199205,18.65459873878336,2.503903786754202,0.001756115990353414,True,19,7.880|18.65,2
10.0,69,8.0,18.0,3.1,7.879858243125802,18.654598739465033,2.5039037866060063,0.001756115990353434,True,19,7.880|18.65,2
10.0,70,8.0,20.0,2.35,8.499999999999998,20.02144893219051,2.779942957671769,0.08736769734715792,True,265,8.500|20.02,7
10.0,71,8.0,20.0,2.75,8.499999999999998,20.021448930438662,2.7799429614990827,0.087367697347024,True,266,8.500|20.02,7
10.0,72,8.0,20.0,3.1,8.499999999999998,20.021448932249157,2.7799429575643484,0.08736769734716239,True,266,8.500|20.02,7
10.0,73,8.2,15.5,2.35,8.117279783307813,18.627564861394248,2.461830218315501,0.0025688781253815542,True,33,8.117|18.63,5
10.0,74,8.2,15.5,2.75,8.117280150004792,18.627564611795304,2.4618301516163776,0.0025688781253844066,True,30,8.117|18.63,5
10.0,75,8.2,15.5,3.1,8.117280116460451,18.627564634393263,2.461830157733625,0.002568878125382904,True,30,8.117|18.63,5
10.0,76,8.2,18.0,2.35,8.117280083633814,18.627564656378695,2.4618301629577735,0.002568878125381721,True,20,8.117|18.63,5
10.0,77,8.2,18.0,2.75,8.117280105817539,18.6275646419648,2.4618301596618686,0.0025688781253824775,True,24,8.117|18.63,5
10.0,78,8.2,18.0,3.1,8.117279698446847,18.627564919260507,2.4618302337288602,0.0025688781253851564,True,35,8.117|18.63,5
10.0,79,8.2,20.0,2.35,8.499999999999998,20.021444971521383,2.779951980796381,0.08736769720733684,True,181,8.500|20.02,7
10.0,80,8.2,20.0,2.75,8.499999999999998,20.0214450051133,2.779951904392332,0.08736769720715283,True,172,8.500|20.02,7
10.0,81,8.2,20.0,3.1,8.499999999999998,20.02144495651534,2.7799520144763137,0.08736769720742658,True,168,8.500|20.02,7
10.0,82,8.4,15.5,2.35,8.499999999999998,18.522093747173884,2.503977731873747,0.0032250528753159603,True,13,8.500|18.52,7
10.0,83,8.4,15.5,2.75,8.499999999999998,18.522093750876284,2.5039777313598464,0.0032250528753159646,True,18,8.500|18.52,7
10.0,84,8.4,15.5,3.1,8.499999999999998,18.52209379715704,2.5039777248115005,0.0032250528753160392,True,21,8.500|18.52,7
10.0,85,8.4,18.0,2.35,8.499999999999998,18.52209376979229,2.5039777286092897,0.0032250528753159837,True,10,8.500|18.52,7
10.0,86,8.4,18.0,2.75,8.499999999999998,18.52209376119284,2.5039777298919312,0.0032250528753159733,True,13,8.500|18.52,7
10.0,87,8.4,18.0,3.1,8.499999999999998,18.522093786095102,2.503977726325112,0.0032250528753160123,True,16,8.500|18.52,7
10.0,88,8.4,20.0,2.35,8.499999999999998,20.021444935270026,2.779952063362171,0.08736769720756166,True,270,8.500|20.02,7
10.0,89,8.4,20.0,2.75,8.499999999999998,20.021444979690386,2.779951962242955,0.08736769720728993,True,268,8.500|20.02,7
10.0,90,8.4,20.0,3.1,8.499999999999998,20.02144488170745,2.779952184682282,0.08736769720794382,True,267,8.500|20.02,7
15.0,1,6.6,15.5,2.35,6.623844223988654,14.000000000000002,2.48708436374796,0.0032882079923974832,True,14,6.624|14.00,5
15.0,2,6.6,15.5,2.75,6.623844404536159,14.000000000000002,2.4870843813308894,0.0032882079923978805,True,15,6.624|14.00,5
15.0,3,6.6,15.5,3.1,6.623844400483692,14.000000000000002,2.4870843809344083,0.0032882079923978163,True,15,6.624|14.00,5
15.0,4,6.6,18.0,2.35,6.623844477610101,14.000000000000002,2.4870843884487353,0.0032882079923995094,True,13,6.624|14.00,5
15.0,5,6.6,18.0,2.75,6.623844396918769,14.000000000000002,2.487084380580135,0.0032882079923977595,True,15,6.624|14.00,5
15.0,6,6.6,18.0,3.1,6.623844396322989,14.000000000000002,2.4870843805342897,0.00328820799239775,True,16,6.624|14.00,5
15.0,7,6.6,20.0,2.35,7.0907534385242394,20.033784861545367,2.829802610806963,0.08786025094881474,True,81,7.091|20.03,7
15.0,8,6.6,20.0,2.75,7.090753288240115,20.03378486269275,2.8298025869446484,0.08786025094897434,True,83,7.091|20.03,7
15.0,9,6.6,20.0,3.1,7.090753361229942,20.033784862156224,2.8298025982901023,0.08786025094889716,True,84,7.091|20.03,7
15.0,10,6.8,15.5,2.35,6.963402702245317,14.000000000000002,2.5424415891402163,0.002507162395261436,True,17,6.963|14.00,1
15.0,11,6.8,15.5,2.75,6.963402708954419,14.000000000000002,2.5424415895546026,0.0025071623952614254,True,10,6.963|14.00,1
15.0,12,6.8,15.5,3.1,6.963402709386307,14.000000000000002,2.542441589934487,0.0025071623952614254,True,11,6.963|14.00,1
15.0,13,6.8,18.0,2.35,6.62384445180874,14.000000000000002,2.487084385942082,0.003288207992398839,True,20,6.624|14.00,5
15.0,14,6.8,18.0,2.75,6.963402709311841,14.000000000000002,2.5424415902593522,0.0025071623952614254,True,11,6.963|14.00,1
15.0,15,6.8,18.0,3.1,6.963402708974576,14.000000000000002,2.5424415902416055,0.002507162395261426,True,12,6.963|14.00,1
15.0,16,6.8,20.0,2.35,7.090758741857268,20.033784821100365,2.8298034523599487,0.08786025094788541,True,88,7.091|20.03,7
15.0,17,6.8,20.0,2.75,7.090758894810553,20.03378481991907,2.8298034771901177,0.08786025094799366,True,87,7.091|20.03,7
15.0,18,6.8,20.0,3.1,7.090758815578781,20.0337848205555,2.829803463839116,0.08786025094793759,True,87,7.091|20.03,7
15.0,19,7.0,15.5,2.35,6.963402709689571,14.000000000000002,2.542441590312284,0.0025071623952614246,True,9,6.963|14.00,1
15.0,20,7.0,15.5,2.75,6.96340271204034,14.000000000000002,2.5424415906608573,0.002507162395261426,True,8,6.963|14.00,1
15.0,21,7.0,15.5,3.1,6.963402712227523,14.000000000000002,2.542441590794828,0.002507162395261426,True,9,6.963|14.00,1
15.0,22,7.0,18.0,2.35,6.963402709703711,14.000000000000002,2.5424415900119444,0.002507162395261426,True,9,6.963|14.00,1
15.0,23,7.0,18.0,2.75,6.9634027049653096,14.000000000000002,2.542441589558431,0.002507162395261431,True,8,6.963|14.00,1
15.0,24,7.0,18.0,3.1,6.963402706922195,14.000000000000002,2.542441589855004,0.0025071623952614267,True,9,6.963|14.00,1
15.0,25,7.0,20.0,2.35,7.09075882250145,20.033784820492354,2.8298034651356994,0.08786025094794211,True,101,7.091|20.03,7
15.0,26,7.0,20.0,2.75,7.0907588353315845,20.033784820391205,2.8298034671883485,0.08786025094795116,True,101,7.091|20.03,7
15.0,27,7.0,20.0,3.1,7.090758863377369,20.03378482016104,2.8298034719072125,0.08786025094797077,True,101,7.091|20.03,7
15.0,28,7.2,15.5,2.35,7.322106821662532,14.000000000000002,2.486133985705478,0.0032627443505343855,True,18,7.322|14.00,4
15.0,29,7.2,15.5,2.75,6.963402709815757,14.000000000000002,2.542441590305234,0.0025071623952614254,True,11,6.963|14.00,1
15.0,30,7.2,15.5,3.1,6.963402708059288,14.000000000000002,2.542441590052906,0.0025071623952614254,True,12,6.963|14.00,1
15.0,31,7.2,18.0,2.35,7.322106910188,14.000000000000002,2.4861339839327856,0.003262744350533072,True,18,7.322|14.00,4
15.0,32,7.2,18.0,2.75,6.963402709090213,14.000000000000002,2.5424415896795645,0.0025071623952614246,True,9,6.963|14.00,1
15.0,33,7.2,18.0,3.1,6.963402709919474,14.000000000000002,2.5424415899337833,0.0025071623952614254,True,10,6.963|14.00,1
15.0,34,7.2,20.0,2.35,8.015839006403745,20.043012150880973,2.774682284859239,0.08966857064617435,True,116,8.016|20.04,8
15.0,35,7.2,20.0,2.75,8.015839204058262,20.04301215032133,2.7746823025222724,0.08966857064599612,True,117,8.016|20.04,8
15.0,36,7.2,20.0,3.1,8.015839056633746,20.043012150733734,2.7746822892898053,0.0896685706461278,True,117,8.016|20.04,8
15.0,37,7.4,15.5,2.35,7.32210714348525,14.000000000000002,2.48613397919707,0.0032627443505347884,True,16,7.322|14.00,4
15.0,38,7.4,15.5,2.75,7.322107080120878,14.000000000000002,2.486133980489415,0.0032627443505335784,True,17,7.322|14.00,4
15.0,39,7.4,15.5,3.1,7.322107079847862,14.000000000000002,2.486133980499734,0.003262744350533575,True,18,7.322|14.00,4
15.0,40,7.4,18.0,2.35,7.322106918758891,14.000000000000002,2.486133983746627,0.003262744350532999,True,15,7.322|14.00,4
15.0,41,7.4,18.0,2.75,7.322107173473321,14.000000000000002,2.486133978599533,0.0032627443505355556,True,15,7.322|14.00,4
15.0,42,7.4,18.0,3.1,7.322107080486645,14.000000000000002,2.486133980482058,0.003262744350533584,True,17,7.322|14.00,4
15.0,43,7.4,20.0,2.35,7.819641651473246,20.01864300774434,2.8570138931914806,0.09095185788036814,True,153,7.820|20.02,8
15.0,44,7.4,20.0,2.75,7.819641638365202,20.018643009741016,2.8570138804981386,0.09095185788050812,True,156,7.820|20.02,8
15.0,45,7.4,20.0,3.1,7.819641654643663,20.0186430071357,2.857013897316319,0.09095185788032566,True,158,7.820|20.02,8
15.0,46,7.6,15.5,2.35,7.693682189458392,14.000000000000002,2.540544086328067,0.0026740314187882392,True,11,7.694|14.00,2
15.0,47,7.6,15.5,2.75,7.693682187808397,14.000000000000002,2.5405440839278515,0.0026740314187882748,True,10,7.694|14.00,2
15.0,48,7.6,15.5,3.1,7.6936821875158214,14.000000000000002,2.540544085474763,0.0026740314187882496,True,11,7.694|14.00,2
15.0,49,7.6,18.0,2.35,7.693682195839273,14.000000000000002,2.5405440839168896,0.0026740314187882735,True,13,7.694|14.00,2
15.0,50,7.6,18.0,2.75,7.693682210628419,14.000000000000002,2.540544088225241,0.0026740314187882687,True,11,7.694|14.00,2
15.0,51,7.6,18.0,3.1,7.693682194173158,14.000000000000002,2.540544088768724,0.002674031418788227,True,12,7.694|14.00,2
15.0,52,7.6,20.0,2.35,7.819647993427551,20.018642059103787,2.857020110181013,0.09095185784913007,True,104,7.820|20.02,8
15.0,53,7.6,20.0,2.75,7.819647784631613,20.01864209030981,2.857019905565233,0.09095185784903709,True,103,7.820|20.02,8
15.0,54,7.6,20.0,3.1,7.819647986468665,20.018642060112878,2.857020103549121,0.0909518578491252,True,102,7.820|20.02,8
15.0,55,7.8,15.5,2.35,7.6936822184113005,14.000000000000002,2.540544087851405,0.0026740314187883108,True,11,7.694|14.00,2
15.0,56,7.8,15.5,2.75,7.6936822232516935,14.000000000000002,2.5405440879001664,0.0026740314187883424,True,10,7.694|14.00,2
15.0,57,7.8,15.5,3.1,7.693682200013003,14.000000000000002,2.540544083960703,0.002674031418788278,True,11,7.694|14.00,2
15.0,58,7.8,18.0,2.35,7.69368219657606,14.000000000000002,2.540544085900717,0.002674031418788245,True,11,7.694|14.00,2
15.0,59,7.8,18.0,2.75,7.693682203070616,14.000000000000002,2.540544085358465,0.0026740314187882644,True,9,7.694|14.00,2
15.0,60,7.8,18.0,3.1,7.69368219422052,14.000000000000002,2.5405440884752486,0.0026740314187882266,True,11,7.694|14.00,2
15.0,61,7.8,20.0,2.35,7.819648086461585,20.018642045177195,2.8570202016445974,0.09095185784919566,True,124,7.820|20.02,8
15.0,62,7.8,20.0,2.75,7.81964805777506,20.01864204939578,2.8570201735258514,0.09095185784917251,True,124,7.820|20.02,8
15.0,63,7.8,20.0,3.1,7.819648061672279,20.018642048945512,2.857020176808845,0.09095185784917771,True,124,7.820|20.02,8
15.0,64,8.0,15.5,2.35,8.012113742983276,14.000000000000002,2.488985340900419,0.003404860507434873,True,13,8.012|14.00,6
15.0,65,8.0,15.5,2.75,8.012113503295083,14.000000000000002,2.4889853707441474,0.003404860507435005,True,17,8.012|14.00,6
15.0,66,8.0,15.5,3.1,8.01211355424144,14.000000000000002,2.488985364431649,0.003404860507434287,True,18,8.012|14.00,6
15.0,67,8.0,18.0,2.35,8.01211347825713,14.000000000000002,2.488985373888549,0.0034048605074354964,True,16,8.012|14.00,6
15.0,68,8.0,18.0,2.75,7.69368219589344,14.000000000000002,2.540544089301882,0.002674031418788227,True,22,7.694|14.00,2
15.0,69,8.0,18.0,3.1,8.01211355800759,14.000000000000002,2.488985363959725,0.0034048605074342483,True,27,8.012|14.00,6
15.0,70,8.0,20.0,2.35,8.499999999999998,20.019697586381124,2.8594201735447644,0.091873876299686,True,276,8.500|20.02,8
15.0,71,8.0,20.0,2.75,8.499999999999998,20.019697586308766,2.859420173686393,0.09187387629968018,True,276,8.500|20.02,8
15.0,72,8.0,20.0,3.1,8.499999999999998,20.019697587211255,2.8594201721236474,0.09187387629975302,True,276,8.500|20.02,8
15.0,73,8.2,15.5,2.35,8.012113532751432,14.000000000000002,2.488985367119514,0.0034048605074345466,True,17,8.012|14.00,6
15.0,74,8.2,15.5,2.75,8.430746673123203,14.000000000000002,2.531968254451603,0.003208226427823852,True,16,8.431|14.00,3
15.0,75,8.2,15.5,3.1,8.43074682216365,14.000000000000002,2.5319682837097193,0.003208226427823363,True,18,8.431|14.00,3
15.0,76,8.2,18.0,2.35,8.01211353273509,14.000000000000002,2.488985367107989,0.003404860507434545,True,17,8.012|14.00,6
15.0,77,8.2,18.0,2.75,8.43074662367783,14.000000000000002,2.5319682598517117,0.0032082264278240984,True,18,8.431|14.00,3
15.0,78,8.2,18.0,3.1,8.430746830922898,14.000000000000002,2.5319682862243456,0.0032082264278235685,True,20,8.431|14.00,3
15.0,79,8.2,20.0,2.35,8.499999999999998,20.019693543816157,2.8594278894507044,0.09187387614859105,True,145,8.500|20.02,8
15.0,80,8.2,20.0,2.75,8.499999999999998,20.019693481987265,2.8594280075559944,0.09187387614899738,True,92,8.500|20.02,8
15.0,81,8.2,20.0,3.1,8.499999999999998,20.01969758501006,2.859420176170434,0.09187387629957544,True,175,8.500|20.02,8
15.0,82,8.4,15.5,2.35,8.430746656958455,14.000000000000002,2.5319682721272168,0.003208226427823196,True,15,8.431|14.00,3
15.0,83,8.4,15.5,2.75,8.43074662914527,14.000000000000002,2.531968298497213,0.00320822642782383,True,15,8.431|14.00,3
15.0,84,8.4,15.5,3.1,8.430746635663677,14.000000000000002,2.5319682978338682,0.003208226427823754,True,16,8.431|14.00,3
15.0,85,8.4,18.0,2.35,8.430746662099159,14.000000000000002,2.531968293431273,0.003208226427823402,True,16,8.431|14.00,3
15.0,86,8.4,18.0,2.75,8.430746664847453,14.000000000000002,2.531968294161729,0.0032082264278234223,True,16,8.431|14.00,3
15.0,87,8.4,18.0,3.1,8.430746672699158,14.000000000000002,2.531968289829533,0.0032082264278232146,True,17,8.431|14.00,3
15.0,88,8.4,20.0,2.35,8.499999999999998,20.019693434603145,2.859428097983751,0.09187387614936417,True,298,8.500|20.02,8
15.0,89,8.4,20.0,2.75,8.499999999999998,20.01969355805451,2.859427862530979,0.09187387614850906,True,297,8.500|20.02,8
15.0,90,8.4,20.0,3.1,8.499999999999998,20.019693519519112,2.859427935793958,0.09187387614874097,True,296,8.500|20.02,8
