wavenumber_cm1,reflectance_observed,reflectance_fitted,residual_signed,residual_abs,angle_deg
2518.578,0.1812306802,0.1808847327994414,0.0003459474005585,0.0003459474005585,15.0
2519.06,0.1815420741,0.180939535841076,0.0006025382589239,0.0006025382589239,15.0
2519.542,0.1816116737,0.1809950036906665,0.0006166700093334,0.0006166700093334,15.0
2520.024,0.1815371216,0.1810511277437142,0.0004859938562857,0.0004859938562857,15.0
2520.506,0.1815641727,0.1811078993081776,0.0004562733918223,0.0004562733918223,15.0
2520.988,0.1817175512,0.1811653096058958,0.0005522415941041,0.0005522415941041,15.0
2521.47,0.1817802295,0.1812233497740227,0.0005568797259772,0.0005568797259772,15.0
2521.952,0.1817123054,0.1812820108664711,0.0004302945335288,0.0004302945335288,15.0
2522.435,0.1817523396,0.1813414074581332,0.0004109321418667,0.0004109321418667,15.0
2522.917,0.1819231436999999,0.1814012844763601,0.0005218592236398,0.0005218592236398,15.0
2523.399,0.1819955012,0.1814617550766625,0.0005337461233375,0.0005337461233375,15.0
2523.881,0.1820453861,0.1815228099944834,0.0005225761055166,0.0005225761055166,15.0
2524.363,0.1819438724,0.1815844398894036,0.0003594325105964,0.0003594325105964,15.0
2524.845,0.1822216186,0.181646635346647,0.0005749832533529,0.0005749832533529,15.0
2525.327,0.1822709,0.181709386878593,0.000561513121407,0.000561513121407,15.0
2525.809,0.182286738,0.1817726849262986,0.0005140530737013,0.0005140530737013,15.0
2526.292,0.1824530966,0.1818366528500305,0.0006164437499694,0.0006164437499694,15.0
2526.773,0.1824286494,0.1819008819858,0.0005277674141999,0.0005277674141999,15.0
2527.256,0.1826494217,0.1819658966728519,0.000683525027148,0.000683525027148,15.0
2527.738,0.1826224639999999,0.1820312848643229,0.000591179135677,0.000591179135677,15.0
2528.22,0.1826845617,0.1820971707402849,0.000587390959715,0.000587390959715,15.0
2528.702,0.1828768446,0.1821635443461663,0.0007133002538337,0.0007133002538337,15.0
2529.184,0.1828743765,0.18223039566696,0.0006439808330399,0.0006439808330399,15.0
2529.666,0.1828597883999999,0.1822977146288071,0.0005620737711928,0.0005620737711928,15.0
2530.148,0.1829525843,0.1823654911005884,0.0005870931994115,0.0005870931994115,15.0
2530.63,0.1831715052999999,0.1824337148955211,0.0007377904044787,0.0007377904044787,15.0
2531.113,0.1831803289999999,0.1825025186699298,0.0006778103300701,0.0006778103300701,15.0
2531.595,0.1830408781,0.1825716072109082,0.0004692708890917,0.0004692708890917,15.0
2532.077,0.183007522,0.182641112175264,0.0003664098247359,0.0003664098247359,15.0
2532.559,0.1833640322,0.1827110231695553,0.0006530090304446,0.0006530090304446,15.0
2533.041,0.1832799036,0.1827813297527549,0.000498573847245,0.000498573847245,15.0
2533.523,0.1832619303,0.182852021437881,0.0004099088621189,0.0004099088621189,15.0
2534.005,0.183554561,0.1829230876936334,0.0006314733063665,0.0006314733063665,15.0
2534.487,0.1834972657999999,0.1829945179460311,0.0005027478539688,0.0005027478539688,15.0
2534.969,0.183738104,0.183066301580059,0.0006718024199409,0.0006718024199409,15.0
2535.452,0.1836613986,0.18313857792992,0.0005228206700799,0.0005228206700799,15.0
2535.934,0.18343518,0.1832110370039916,0.0002241429960083,0.0002241429960083,15.0
2536.416,0.183848771,0.1832838173626355,0.0005649536373644,0.0005649536373644,15.0
2536.898,0.1839956778,0.1833569082431383,0.0006387695568616,0.0006387695568616,15.0
2537.38,0.1836233997,0.1834302988500276,0.0001931008499723,0.0001931008499723,15.0
2537.862,0.1841286802999999,0.1835039783567357,0.0006247019432642,0.0006247019432642,15.0
2538.344,0.1840789787,0.1835779359072663,0.0005010427927337,0.0005010427927337,15.0
2538.826,0.1841492899,0.1836521606178605,0.0004971292821394,0.0004971292821394,15.0
2539.309,0.1845868447,0.1837267963622757,0.0008600483377242,0.0008600483377242,15.0
2539.791,0.1841699398,0.1838015231366049,0.000368416663395,0.000368416663395,15.0
2540.273,0.184392758,0.1838764842471121,0.0005162737528879,0.0005162737528879,15.0
2540.755,0.1846078897,0.1839516687156681,0.0006562209843318,0.0006562209843318,15.0
2541.237,0.1847953734,0.1840270655447507,0.0007683078552492,0.0007683078552492,15.0
2541.719,0.1847657823,0.1841026637191196,0.0006631185808804,0.0006631185808804,15.0
2542.201,0.1847997034,0.1841784522074921,0.0006212511925078,0.0006212511925078,15.0
2542.683,0.1848978201,0.1842544199642203,0.0006434001357797,0.0006434001357797,15.0
2543.166,0.1849894037,0.1843307140565794,0.0006586896434206,0.0006586896434206,15.0
2543.648,0.1850515923,0.1844070074784948,0.0006445848215051,0.0006445848215051,15.0
2544.13,0.1851454607,0.1844834469393907,0.0006620137606092,0.0006620137606092,15.0
2544.612,0.1851973439,0.1845600213528966,0.0006373225471033,0.0006373225471033,15.0
2545.094,0.1853592053,0.1846367196266532,0.0007224856733467,0.0007224856733467,15.0
2545.576,0.1854462994,0.1847135306639842,0.0007327687360157,0.0007327687360157,15.0
2546.058,0.1855557335,0.1847904433655665,0.0007652901344334,0.0007652901344334,15.0
2546.54,0.1855746568,0.1848674466310977,0.0007072101689022,0.0007072101689022,15.0
2547.022,0.1855055339,0.1849445293609626,0.0005610045390373,0.0005610045390373,15.0
2547.505,0.1857270819,0.1850218405857841,0.0007052413142158,0.0007052413142158,15.0
2547.987,0.1859316151999999,0.1850990490638316,0.0008325661361683,0.0008325661361683,15.0
2548.469,0.1858974753,0.1851763037051156,0.0007211715948844,0.0007211715948844,15.0
2548.951,0.1860038513,0.1852535934293936,0.0007502578706063,0.0007502578706063,15.0
2549.433,0.1858013263,0.1853309071654037,0.0004704191345962,0.0004704191345962,15.0
2549.915,0.1863702627,0.1854082338525108,0.0009620288474891,0.0009620288474891,15.0
2550.397,0.1860594572999999,0.1854855624423524,0.0005738948576475,0.0005738948576475,15.0
2550.879,0.1861404409,0.1855628819004779,0.000577558999522,0.000577558999522,15.0
2551.362,0.1862687603999999,0.1856403415514092,0.0006284188485907,0.0006284188485907,15.0
2551.844,0.1864295163,0.1857176096305171,0.0007119066694828,0.0007119066694828,15.0
2552.326,0.1863710046,0.1857948355515971,0.0005761690484028,0.0005761690484028,15.0
2552.808,0.186745633,0.185872008352202,0.0008736246477979,0.0008736246477979,15.0
2553.29,0.186670478,0.1859491170919298,0.0007213609080701,0.0007213609080701,15.0
2553.772,0.1865995586,0.1860261508540362,0.0005734077459637,0.0005734077459637,15.0
2554.254,0.1867920172,0.1861030987470383,0.0006889184529617,0.0006889184529617,15.0
2554.736,0.1868083444,0.1861799499063137,0.0006283944936863,0.0006283944936863,15.0
2555.219,0.1867777663,0.1862568525954384,0.0005209137045616,0.0005209137045616,15.0
2555.7,0.1869259879,0.1863333187090483,0.0005926691909516,0.0005926691909516,15.0
2556.183,0.1870297355,0.1864099733356836,0.0006197621643163,0.0006197621643163,15.0
2556.665,0.1871372484,0.186486329205276,0.0006509191947239,0.0006509191947239,15.0
2557.147,0.1871159247,0.1865625344542784,0.0005533902457215,0.0005533902457215,15.0
2557.629,0.1874341691,0.1866385784125226,0.0007955906874773,0.0007955906874773,15.0
2558.111,0.1874756361,0.1867144504477103,0.0007611856522897,0.0007611856522897,15.0
2558.593,0.1875412665,0.186790139966955,0.0007511265330449,0.0007511265330449,15.0
2559.075,0.1874861586,0.1868656364183182,0.0006205221816817,0.0006205221816817,15.0
2559.557,0.1873905119,0.1869409292923351,0.0004495826076648,0.0004495826076648,15.0
2560.04,0.1875982597,0.1870161636590099,0.00058209604099,0.00058209604099,15.0
2560.522,0.1877702916,0.1870910175509288,0.0006792740490711,0.0006792740490711,15.0
2561.004,0.1878007047,0.1871656365856189,0.000635068114381,0.000635068114381,15.0
2561.486,0.1877215255,0.1872400104387083,0.0004815150612916,0.0004815150612916,15.0
2561.968,0.1877850578,0.1873141288358043,0.0004709289641956,0.0004709289641956,15.0
2562.45,0.1879691975,0.1873879815539662,0.0005812159460338,0.0005812159460338,15.0
2562.932,0.1878348626,0.187461558423169,0.0003733041768309,0.0003733041768309,15.0
2563.414,0.1880330375999999,0.1875348493277554,0.0004981882722445,0.0004981882722445,15.0
2563.896,0.1881821263,0.1876078442078803,0.0005742820921196,0.0005742820921196,15.0
2564.379,0.1880325832,0.1876806835426686,0.0003518996573313,0.0003518996573313,15.0
2564.861,0.1882440185,0.1877530557588955,0.0004909627411044,0.0004909627411044,15.0
2565.343,0.1881430342999999,0.1878251020998241,0.0003179322001758,0.0003179322001758,15.0
2565.825,0.1881064796,0.1878968127432044,0.0002096668567955,0.0002096668567955,15.0
2566.307,0.188358607,0.1879681779296568,0.0003904290703431,0.0003904290703431,15.0
2566.789,0.1881359502,0.1880391879640504,9.676223594956568e-05,9.676223594956568e-05,15.0
2567.271,0.1884198595,0.1881098332168692,0.0003100262831308,0.0003100262831308,15.0
2567.753,0.1883907044,0.1881801041255673,0.0002106002744326,0.0002106002744326,15.0
2568.236,0.1883802591,0.1882501357842853,0.0001301233157146,0.0001301233157146,15.0
2568.718,0.1884899048,0.1883196287660427,0.0001702760339573,0.0001702760339573,15.0
2569.2,0.188591979,0.1883887191119016,0.0002032598880984,0.0002032598880984,15.0
2569.682,0.1887841226999999,0.1884573975406567,0.0003267251593432,0.0003267251593432,15.0
2570.164,0.1888429355999999,0.1885256548446682,0.0003172807553317,0.0003172807553317,15.0
2570.646,0.188822138,0.188593481891143,0.0002286561088569,0.0002286561088569,15.0
2571.128,0.1889808237,0.1886608696234019,0.0003199540765981,0.0003199540765981,15.0
2571.61,0.1887777300999999,0.188727809062135,4.9921037864913975e-05,4.9921037864913975e-05,15.0
2572.093,0.1890045883999999,0.1887944287552263,0.0002101596447736,0.0002101596447736,15.0
2572.575,0.1891640764,0.1888604440087003,0.0003036323912996,0.0003036323912996,15.0
2573.057,0.1891379089,0.1889259844892349,0.000211924410765,0.000211924410765,15.0
2573.539,0.1893990673,0.188991041539449,0.0004080257605509,0.0004080257605509,15.0
2574.021,0.189297654,0.1890556065854046,0.0002420474145953,0.0002420474145953,15.0
2574.503,0.1893881026,0.1891196711377792,0.0002684314622208,0.0002684314622208,15.0
2574.985,0.1894362513,0.1891832267930242,0.0002530245069757,0.0002530245069757,15.0
2575.467,0.1895261182,0.1892462652345092,0.0002798529654907,0.0002798529654907,15.0
2575.949,0.189457346,0.1893087782336508,0.0001485677663491,0.0001485677663491,15.0
2576.432,0.189484874,0.1893708856787744,0.0001139883212255,0.0001139883212255,15.0
2576.914,0.1895563797,0.189432322333207,0.0001240573667929,0.0001240573667929,15.0
2577.396,0.1897783239,0.1894932093824866,0.0002851145175133,0.0002851145175133,15.0
2577.878,0.1896543969,0.1895535389614087,0.0001008579385912,0.0001008579385912,15.0
2578.36,0.1897454019,0.1896133032982407,0.0001320986017592,0.0001320986017592,15.0
2578.842,0.189894246,0.1896724947157613,0.0002217512842386,0.0002217512842386,15.0
2579.324,0.1896911451,0.1897311056322839,-3.996053228388918e-05,3.996053228388918e-05,15.0
2579.806,0.1895796524,0.1897891285626637,-0.0002094761626637,0.0002094761626637,15.0
2580.289,0.1898166923,0.1898466746396357,-2.9982339635720168e-05,2.9982339635720168e-05,15.0
2580.771,0.1900399462,0.1899034982755616,0.0001364479244383,0.0001364479244383,15.0
2581.253,0.189905484,0.189959712044189,-5.422804418905858e-05,5.422804418905858e-05,15.0
2581.735,0.1902222609,0.1900153088565089,0.000206952043491,0.000206952043491,15.0
2582.217,0.1899033112,0.1900702817248541,-0.0001669705248541,0.0001669705248541,15.0
2582.699,0.1900471818999999,0.1901246237638104,-7.74418638104235e-05,7.74418638104235e-05,15.0
2583.181,0.1900340129,0.1901783281911108,-0.0001443152911108,0.0001443152911108,15.0
2583.663,0.1902321769,0.1902313883285132,7.885714867206239e-07,7.885714867206239e-07,15.0
2584.146,0.1901799781,0.1902839056545198,-0.0001039275545197,0.0001039275545197,15.0
2584.627,0.1901433323,0.1903355495459273,-0.0001922172459273,0.0001922172459273,15.0
2585.11,0.1903016925,0.1903867430952018,-8.505059520180769e-05,8.505059520180769e-05,15.0
2585.592,0.1901201753,0.1904371600045056,-0.0003169847045056,0.0003169847045056,15.0
2586.074,0.1903452606,0.1904869008099718,-0.0001416402099717,0.0001416402099717,15.0
2586.556,0.1902802165,0.1905359594752169,-0.0002557429752169,0.0002557429752169,15.0
2587.038,0.1901928875,0.1905843300735525,-0.0003914425735525,0.0003914425735525,15.0
2587.52,0.1903848155,0.1906320067887249,-0.0002471912887249,0.0002471912887249,15.0
2588.002,0.1903849917,0.1906789839156386,-0.0002939922156385,0.0002939922156385,15.0
2588.484,0.1903402853,0.1907252558610617,-0.0003849705610617,0.0003849705610617,15.0
2588.967,0.1905306072,0.1907709109273239,-0.0002403037273238,0.0002403037273238,15.0
2589.449,0.1904457573,0.1908157546899073,-0.0003699973899073,0.0003699973899073,15.0
2589.931,0.1905741134,0.1908598771584956,-0.0002857637584955,0.0002857637584955,15.0
2590.413,0.1904674498,0.1909032731942497,-0.0004358233942497,0.0004358233942497,15.0
2590.895,0.1906166496,0.1909459377734561,-0.0003292881734561,0.0003292881734561,15.0
2591.377,0.1907263068,0.1909878659881255,-0.0002615591881255,0.0002615591881255,15.0
2591.859,0.1906399986,0.1910290530465716,-0.0003890544465716,0.0003890544465716,15.0
2592.341,0.1905713965,0.191069494273974,-0.000498097773974,0.000498097773974,15.0
2592.823,0.1906900508,0.1911091851129213,-0.0004191343129212,0.0004191343129212,15.0
2593.306,0.1905722882,0.1911482011163833,-0.0005759129163833,0.0005759129163833,15.0
2593.788,0.1905900653,0.1911863763990239,-0.0005963110990239,0.0005963110990239,15.0
2594.27,0.1906773164,0.1912237883219971,-0.0005464719219971,0.0005464719219971,15.0
2594.752,0.1907129078999999,0.1912604328028456,-0.0005475249028456,0.0005475249028456,15.0
2595.234,0.1907791874999999,0.1912963058789641,-0.0005171183789641,0.0005171183789641,15.0
2595.716,0.1908962422,0.1913314037080331,-0.000435161508033,0.000435161508033,15.0
2596.198,0.1910000561,0.1913657225684328,-0.0003656664684328,0.0003656664684328,15.0
2596.68,0.1910396563,0.1913992588596391,-0.0003596025596391,0.0003596025596391,15.0
2597.163,0.1910212728999999,0.1914320762297185,-0.0004108033297185,0.0004108033297185,15.0
2597.645,0.1910709992,0.1914640354260397,-0.0003930362260397,0.0003930362260397,15.0
2598.127,0.1910273042,0.1914952019752627,-0.0004678977752627,0.0004678977752627,15.0
2598.609,0.1908896903,0.191525572765085,-0.0006358824650849,0.0006358824650849,15.0
2599.091,0.1909328047,0.1915551448059987,-0.0006223401059987,0.0006223401059987,15.0
2599.573,0.1911623631,0.1915839152315745,-0.0004215521315745,0.0004215521315745,15.0
2600.055,0.1910994485,0.1916118812987261,-0.0005124327987261,0.0005124327987261,15.0
2600.537,0.1908609798999999,0.1916390403879558,-0.0007780604879558,0.0007780604879558,15.0
2601.02,0.1910499215999999,0.1916654438277225,-0.0006155222277225,0.0006155222277225,15.0
2601.502,0.1909248993,0.1916909799113816,-0.0007660806113816,0.0007660806113816,15.0
2601.984,0.1909687875,0.1917157018978015,-0.0007469143978015,0.0007469143978015,15.0
2602.466,0.1910527310999999,0.1917396076641799,-0.0006868765641799,0.0006868765641799,15.0
2602.948,0.1910685076,0.1917626952122502,-0.0006941876122502,0.0006941876122502,15.0
2603.43,0.1910959538,0.1917849626684151,-0.0006890088684151,0.0006890088684151,15.0
2603.912,0.1909112737,0.1918064082838595,-0.0008951345838595,0.0008951345838595,15.0
2604.394,0.191106927,0.1918270304346464,-0.0007201034346464,0.0007201034346464,15.0
2604.876,0.1911686625,0.1918468276217932,-0.0006781651217932,0.0006781651217932,15.0
2605.359,0.191078055,0.1918658369700747,-0.0007877819700746,0.0007877819700746,15.0
2605.841,0.1912609324,0.1918839785148834,-0.0006230461148834,0.0006230461148834,15.0
2606.323,0.1912456599,0.1919012913471099,-0.0006556314471099,0.0006556314471099,15.0
2606.805,0.1911862341,0.1919177744682368,-0.0007315403682368,0.0007315403682368,15.0
2607.287,0.1912254835,0.1919334270048008,-0.0007079435048008,0.0007079435048008,15.0
2607.769,0.1911722525,0.1919482482083575,-0.0007759957083575,0.0007759957083575,15.0
2608.251,0.1912726082,0.1919622374554264,-0.0006896292554263,0.0006896292554263,15.0
2608.733,0.1911317674,0.1919753942474173,-0.0008436268474173,0.0008436268474173,15.0
2609.216,0.1914604345,0.1919877429130105,-0.0005273084130104,0.0005273084130104,15.0
2609.698,0.1912275813,0.1919992320696101,-0.0007716507696101,0.0007716507696101,15.0
2610.18,0.1913679657999999,0.1920098880235647,-0.0006419222235647,0.0006419222235647,15.0
2610.662,0.191273989,0.1920197107750003,-0.0007457217750003,0.0007457217750003,15.0
2611.144,0.1912392944,0.1920287004482885,-0.0007894060482885,0.0007894060482885,15.0
2611.626,0.1911691288999999,0.1920368572918629,-0.0008677283918629,0.0008677283918629,15.0
2612.108,0.1912398117,0.1920441816780156,-0.0008043699780156,0.0008043699780156,15.0
2612.59,0.1912197483,0.1920506741026777,-0.0008309258026777,0.0008309258026777,15.0
2613.073,0.1911310185,0.1920563460664804,-0.0009253275664804,0.0009253275664804,15.0
2613.554,0.1910005511,0.1920611656679938,-0.0010606145679938,0.0010606145679938,15.0
2614.037,0.1912692604,0.1920651738549269,-0.0007959134549269,0.0007959134549269,15.0
2614.519,0.1912166708,0.1920683441386821,-0.0008516733386821,0.0008516733386821,15.0
2615.001,0.1911441633,0.1920706867886125,-0.0009265234886124,0.0009265234886124,15.0
2615.483,0.1911081879,0.1920722030370831,-0.0009640151370831,0.0009640151370831,15.0
2615.965,0.191195964,0.192072894238046,-0.000876930238046,0.000876930238046,15.0
2616.447,0.1913040083,0.1920727618666761,-0.0007687535666761,0.0007687535666761,15.0
2616.929,0.1911090375,0.1920718075189887,-0.0009627700189887,0.0009627700189887,15.0
2617.411,0.1914687243999999,0.1920700329114406,-0.0006013085114406,0.0006013085114406,15.0
2617.894,0.1912957318,0.1920674336513685,-0.0007717018513685,0.0007717018513685,15.0
2618.376,0.1912271029,0.1920640224613317,-0.0008369195613317,0.0008369195613317,15.0
2618.858,0.1911776527,0.1920597968836234,-0.0008821441836234,0.0008821441836234,15.0
2619.34,0.1914272894,0.1920547591123671,-0.0006274697123671,0.0006274697123671,15.0
2619.822,0.1912380535,0.1920489114598689,-0.0008108579598689,0.0008108579598689,15.0
2620.304,0.1912542233,0.1920422563561139,-0.0007880330561139,0.0007880330561139,15.0
2620.786,0.1913016324999999,0.1920347963482466,-0.0007331638482466,0.0007331638482466,15.0
2621.268,0.1909747675999999,0.1920265341000344,-0.0010517665000344,0.0010517665000344,15.0
2621.75,0.190964469,0.1920174723913136,-0.0010530033913136,0.0010530033913136,15.0
2622.233,0.1909467349,0.192007592838611,-0.0010608579386109,0.0010608579386109,15.0
2622.715,0.1910825343999999,0.1919969393666214,-0.0009144049666214,0.0009144049666214,15.0
2623.197,0.1908818424,0.1919854954708663,-0.0011036530708663,0.0011036530708663,15.0
2623.679,0.1911059856,0.1919732643898294,-0.0008672787898294,0.0008672787898294,15.0
2624.161,0.1909512928999999,0.1919602494750491,-0.0010089565750491,0.0010089565750491,15.0
2624.643,0.1910260985,0.191946454190466,-0.000920355690466,0.000920355690466,15.0
2625.125,0.1909875359999999,0.1919318821117564,-0.0009443461117564,0.0009443461117564,15.0
2625.607,0.190808894,0.1919165369256489,-0.0011076429256489,0.0011076429256489,15.0
2626.09,0.1908899031,0.1919003881996561,-0.0010104850996561,0.0010104850996561,15.0
2626.572,0.1909121376999999,0.1918835067158011,-0.0009713690158011,0.0009713690158011,15.0
2627.054,0.1907667622,0.1918658638524267,-0.0010991016524267,0.0010991016524267,15.0
2627.536,0.1906410529,0.1918474637335528,-0.0012064108335528,0.0012064108335528,15.0
2628.018,0.1906721681,0.1918283105906014,-0.0011561424906014,0.0011561424906014,15.0
2628.5,0.1906187962,0.1918084087616229,-0.0011896125616229,0.0011896125616229,15.0
2628.982,0.1905968397,0.1917877626905052,-0.0011909229905052,0.0011909229905052,15.0
2629.464,0.1907810791,0.191766376926169,-0.000985297826169,0.000985297826169,15.0
2629.947,0.1907303642,0.1917442094671738,-0.0010138452671737,0.0010138452671737,15.0
2630.429,0.1905719106999999,0.1917213568690877,-0.0011494461690877,0.0011494461690877,15.0
2630.911,0.1905045957,0.1916977788566637,-0.0011931831566637,0.0011931831566637,15.0
2631.393,0.1906179543,0.1916734803908263,-0.0010555260908263,0.0010555260908263,15.0
2631.875,0.1906523206,0.1916484665332909,-0.0009961459332909,0.0009961459332909,15.0
2632.357,0.1905181312,0.1916227424456737,-0.0011046112456737,0.0011046112456737,15.0
2632.839,0.1905206403,0.1915963133885871,-0.0010756730885871,0.0010756730885871,15.0
2633.321,0.1902297103,0.1915691847207231,-0.0013394744207231,0.0013394744207231,15.0
2633.803,0.1904346488,0.1915413618979214,-0.0011067130979214,0.0011067130979214,15.0
2634.286,0.1904381913,0.1915127906079915,-0.0010745993079915,0.0010745993079915,15.0
2634.768,0.1903866367999999,0.1914835948157082,-0.0010969580157082,0.0010969580157082,15.0
2635.25,0.190157487,0.1914537218213977,-0.0012962348213977,0.0012962348213977,15.0
2635.732,0.1904174387,0.1914231774601125,-0.0010057387601125,0.0010057387601125,15.0
2636.214,0.1901991031,0.191391967659201,-0.001192864559201,0.001192864559201,15.0
2636.696,0.190470178,0.1913600984372992,-0.0008899204372992,0.0008899204372992,15.0
2637.178,0.1904040985,0.1913275759033101,-0.0009234774033101,0.0009234774033101,15.0
2637.66,0.1901124792,0.1912944062553718,-0.0011819270553718,0.0011819270553718,15.0
2638.143,0.1901347487,0.1912605249718661,-0.0011257762718661,0.0011257762718661,15.0
2638.625,0.1901147113,0.191226078732539,-0.001111367432539,0.001111367432539,15.0
2639.107,0.190073569,0.1911910045120733,-0.0011174355120733,0.0011174355120733,15.0
2639.589,0.1901096885,0.1911553088551608,-0.0010456203551608,0.0010456203551608,15.0
2640.071,0.1900352483,0.1911189983903883,-0.0010837500903883,0.0010837500903883,15.0
2640.553,0.1901456442,0.1910820798291358,-0.0009364356291358,0.0009364356291358,15.0
2641.035,0.1900697048,0.1910445599644643,-0.0009748551644643,0.0009748551644643,15.0
2641.517,0.1898967186,0.1910064456699931,-0.0011097270699931,0.0011097270699931,15.0
2642.0,0.1900382823,0.1909676629988188,-0.0009293806988188,0.0009293806988188,15.0
2642.481,0.1897557546,0.1909284616821067,-0.0011727070821066,0.0011727070821066,15.0
2642.964,0.1896613573,0.1908885228495853,-0.0012271655495852,0.0012271655495852,15.0
2643.446,0.1899031132,0.1908480999763084,-0.0009449867763084,0.0009449867763084,15.0
2643.928,0.1898261239,0.1908071182248048,-0.0009809943248048,0.0009809943248048,15.0
2644.41,0.189787204,0.1907655849280346,-0.0009783809280345,0.0009783809280345,15.0
2644.892,0.1895497397999999,0.1907235074913684,-0.0011737676913684,0.0011737676913684,15.0
2645.374,0.1894217254,0.1906808933913854,-0.0012591679913854,0.0012591679913854,15.0
2645.856,0.1893909585,0.1906377501746629,-0.0012467916746629,0.0012467916746629,15.0
2646.338,0.1895602244,0.1905940854565557,-0.0010338610565557,0.0010338610565557,15.0
2646.821,0.1893358604,0.1905498147345058,-0.0012139543345057,0.0012139543345057,15.0
2647.303,0.1893818870999999,0.1905051290868213,-0.0011232419868213,0.0011232419868213,15.0
2647.785,0.1892515128999999,0.1904599452004396,-0.0012084323004396,0.0012084323004396,15.0
2648.267,0.1891409809,0.1904142709535923,-0.0012732900535923,0.0012732900535923,15.0
2648.749,0.1890499433999999,0.1903681142870626,-0.0013181708870627,0.0013181708870627,15.0
2649.231,0.1890382151,0.1903214832029167,-0.0012832681029167,0.0012832681029167,15.0
2649.713,0.1890188388,0.1902743857632277,-0.0012555469632277,0.0012555469632277,15.0
2650.195,0.1889316063,0.1902268300887924,-0.0012952237887924,0.0012952237887924,15.0
2650.677,0.1888625001,0.1901788243578415,-0.0013163242578415,0.0013163242578415,15.0
2651.16,0.1890714594,0.1901302758376149,-0.0010588164376149,0.0010588164376149,15.0
2651.642,0.1888062817,0.1900813938607752,-0.0012751121607752,0.0012751121607752,15.0
2652.124,0.18900292,0.1900320867110734,-0.0010291667110734,0.0010291667110734,15.0
2652.606,0.1888464838,0.1899823627835456,-0.0011358789835456,0.0011358789835456,15.0
