wavenumber_cm1,reflectance_observed,angle_deg,in_fit_band
471.9922,0.2834386279,15.0,0
472.4744,0.2860816232,15.0,0
472.9565,0.2889429059,15.0,0
473.4386,0.29174142589999996,15.0,0
473.9207,0.2944118192,15.0,0
474.4028,0.2967704922,15.0,0
474.8849,0.2987779709,15.0,0
475.3671,0.3004233932,15.0,0
475.8492,0.3017558748,15.0,0
476.3313,0.3030737925,15.0,0
476.8134,0.304004799,15.0,0
477.2955,0.3048307322,15.0,0
477.7776,0.3056177744,15.0,0
478.2598,0.3063384174,15.0,0
478.7419,0.3072878393,15.0,0
479.224,0.3079734259,15.0,0
479.7061,0.30928635979999997,15.0,0
480.1882,0.3101907989,15.0,0
480.6703,0.3112172173,15.0,0
481.1525,0.312328984,15.0,0
481.6346,0.3137676299,15.0,0
482.1167,0.31485238120000003,15.0,0
482.5988,0.3160717966,15.0,0
483.0809,0.31703120630000003,15.0,0
483.563,0.318386873,15.0,0
484.0452,0.3196588561,15.0,0
484.5273,0.3204389343,15.0,0
485.0094,0.3215836436,15.0,0
485.4915,0.3229072215,15.0,0
485.9736,0.32388361060000004,15.0,0
486.4557,0.3250894505,15.0,0
486.9379,0.3261526069,15.0,0
487.42,0.32730978229999996,15.0,0
487.9021,0.3285108789,15.0,0
488.3842,0.3300345292,15.0,0
488.8663,0.3313096306,15.0,0
489.3484,0.3325403878,15.0,0
489.8306,0.33401398299999996,15.0,0
490.3127,0.3351973649,15.0,0
490.7948,0.3365737659,15.0,0
491.2769,0.33796749470000004,15.0,0
491.759,0.33884998600000005,15.0,0
492.2411,0.3398524327,15.0,0
492.7233,0.3407535402,15.0,0
493.2054,0.3415813502,15.0,0
493.6875,0.34227344359999995,15.0,0
494.1696,0.3429800682,15.0,0
494.6517,0.3436851015,15.0,0
495.1339,0.3446806024,15.0,0
495.616,0.3457590762,15.0,0
496.0981,0.3465808161,15.0,0
496.5802,0.3478456801,15.0,0
497.0623,0.34905300019999996,15.0,0
497.5444,0.3500426899,15.0,0
498.0266,0.35109329260000005,15.0,0
498.5087,0.35223547629999996,15.0,0
498.9908,0.3531011067,15.0,0
499.4729,0.3542077268,15.0,0
499.955,0.3548801521,15.0,0
500.4371,0.3557979474,15.0,0
500.9193,0.3562768753,15.0,0
501.4014,0.3571376253,15.0,0
501.8835,0.3572707252,15.0,0
502.3656,0.357980583,15.0,0
502.8477,0.3581972083,15.0,0
503.3298,0.35882113109999997,15.0,0
503.812,0.359033149,15.0,0
504.2941,0.3596367255,15.0,0
504.7762,0.3597578,15.0,0
505.2583,0.3602716898,15.0,0
505.7404,0.3605466424,15.0,0
506.2225,0.3613301128,15.0,0
506.7047,0.3617754822,15.0,0
507.1868,0.3624913572,15.0,0
507.6689,0.36299094169999996,15.0,0
508.151,0.3637555208,15.0,0
508.6331,0.36452056149999995,15.0,0
509.1152,0.365317487,15.0,0
509.5974,0.3655697841,15.0,0
510.0795,0.3661646846,15.0,0
510.5616,0.3663924173,15.0,0
511.0437,0.36665183399999995,15.0,0
511.5258,0.36681231740000003,15.0,0
512.0079,0.3671341534,15.0,0
512.4901,0.36711457950000004,15.0,0
512.9722,0.3671194397,15.0,0
513.4543,0.3671560512,15.0,0
513.9364,0.367083075,15.0,0
514.4185,0.3671842864,15.0,0
514.9006,0.3673388964,15.0,0
515.3828,0.36728737019999996,15.0,0
515.8649,0.3675504074,15.0,0
516.347,0.36773205179999996,15.0,0
516.8291,0.3678351558,15.0,0
517.3112,0.3682312733,15.0,0
517.7933,0.36861659439999994,15.0,0
518.2755,0.36860942409999997,15.0,0
518.7576,0.36886587149999994,15.0,0
519.2397,0.3687514343,15.0,0
519.7218,0.36898145499999996,15.0,0
520.2039,0.36875394129999994,15.0,0
520.686,0.36860076569999994,15.0,0
521.1682,0.368542084,15.0,0
521.6503,0.3684020354,15.0,0
522.1324,0.3684505385,15.0,0
522.6145,0.3683851739,15.0,0
523.0966,0.3684515911,15.0,0
523.5787,0.3687033862,15.0,0
524.0609,0.3686472382,15.0,0
524.543,0.3687569668,15.0,0
525.0251,0.3687967715,15.0,0
525.5072,0.3684629174,15.0,0
525.9893,0.36850180610000005,15.0,0
526.4714,0.36819607990000003,15.0,0
526.9536,0.3680009892,15.0,0
527.4357,0.3675869702,15.0,0
527.9178,0.3672761653,15.0,0
528.3999,0.3669670253,15.0,0
528.882,0.3665020821,15.0,0
529.3641,0.3661733233,15.0,0
529.8463,0.3657166694,15.0,0
530.3284,0.3650906905,15.0,0
530.8105,0.36455012179999996,15.0,0
531.2926,0.3641733299,15.0,0
531.7747,0.3636180644,15.0,0
532.2568,0.3631360981,15.0,0
532.739,0.36281548020000004,15.0,0
533.2211,0.36215689570000004,15.0,0
533.7032,0.3615914311,15.0,0
534.1853,0.36106865390000004,15.0,0
534.6674,0.3604470903,15.0,0
535.1495,0.3596564565,15.0,0
535.6317,0.3590893218,15.0,0
536.1138,0.3587042849,15.0,0
536.5959,0.35841428020000005,15.0,0
537.078,0.3581464903,15.0,0
537.5601,0.3575319662,15.0,0
538.0422,0.35702207799999996,15.0,0
538.5244,0.356562134,15.0,0
539.0065,0.3561335708,15.0,0
539.4886,0.3557636651,15.0,0
539.9707,0.3551380584,15.0,0
540.4528,0.3543354505,15.0,0
540.9349,0.3535052491,15.0,0
541.4171,0.352834676,15.0,0
541.8992,0.3518807665,15.0,0
542.3813,0.35092858120000003,15.0,0
542.8634,0.34983305870000003,15.0,0
543.3455,0.3489039173,15.0,0
543.8276,0.3480103942,15.0,0
544.3098,0.3469447224,15.0,0
544.7919,0.3461606467,15.0,0
545.274,0.3453538566,15.0,0
545.7561,0.34449986320000003,15.0,0
546.2382,0.3437655445,15.0,0
546.7203,0.34314960759999996,15.0,0
547.2025,0.3426995453,15.0,0
547.6846,0.3422775663,15.0,0
548.1667,0.34172208449999997,15.0,0
548.6488,0.34147398539999996,15.0,0
549.1309,0.34095833550000004,15.0,0
549.613,0.3401800465,15.0,0
550.0952,0.3397309611,15.0,0
550.5773,0.33885923660000006,15.0,0
551.0594,0.3380754383,15.0,0
551.5415,0.3371242391,15.0,0
552.0236,0.33619430800000005,15.0,0
552.5057,0.3353096756,15.0,0
552.9879,0.334110336,15.0,0
553.47,0.3333245582,15.0,0
553.9521,0.3323625409,15.0,0
554.4342,0.33136387640000003,15.0,0
554.9163,0.3303020558,15.0,0
555.3984,0.3294140324,15.0,0
555.8806,0.328581552,15.0,0
556.3627,0.32762837679999995,15.0,0
556.8448,0.32663744229999997,15.0,0
557.3269,0.32588995400000004,15.0,0
557.809,0.324937353,15.0,0
558.2911,0.3244384158,15.0,0
558.7733,0.32374363180000004,15.0,0
559.2554,0.3231083924,15.0,0
559.7375,0.3226225558,15.0,0
560.2196,0.3219796758,15.0,0
560.7017,0.3214124796,15.0,0
561.1838,0.3211238821,15.0,0
561.666,0.32065745409999996,15.0,0
562.1481,0.3201435688,15.0,0
562.6302,0.3198635907,15.0,0
563.1123,0.3191328315,15.0,0
563.5944,0.3186286621,15.0,0
564.0765,0.3182331255,15.0,0
564.5587,0.3174591896,15.0,0
565.0408,0.31688439630000004,15.0,0
565.5229,0.3163683272,15.0,0
566.005,0.31586530069999996,15.0,0
566.4871,0.3152245358,15.0,0
566.9692,0.3148218766,15.0,0
567.4514,0.31455200520000004,15.0,0
567.9335,0.313753292,15.0,0
568.4156,0.3136225386,15.0,0
568.8977,0.3131182487,15.0,0
569.3798,0.3125460513,15.0,0
569.8619,0.3123240215,15.0,0
570.3441,0.3117315274,15.0,0
570.8262,0.3115510367,15.0,0
571.3083,0.311065217,15.0,0
571.7904,0.3110707796,15.0,0
572.2725,0.310559743,15.0,0
572.7546,0.3104238632,15.0,0
573.2368,0.31027941859999997,15.0,0
573.7189,0.3099286201,15.0,0
574.201,0.3098090083,15.0,0
574.6831,0.3095144099,15.0,0
575.1652,0.3093800836,15.0,0
575.6473,0.3089589389,15.0,0
576.1295,0.3086794404,15.0,0
576.6116,0.3084612707,15.0,0
577.0937,0.3083298302,15.0,0
577.5758,0.3079245345,15.0,0
578.0579,0.30779157819999997,15.0,0
578.54,0.3077027333,15.0,0
579.0222,0.3077053589,15.0,0
579.5043,0.307757477,15.0,0
579.9864,0.3077027249,15.0,0
580.4685,0.3076729008,15.0,0
580.9506,0.3075448987,15.0,0
581.4327,0.3078773768,15.0,0
581.9149,0.3079655744,15.0,0
582.397,0.3080144499,15.0,0
582.8791,0.3081817898,15.0,0
583.3612,0.308396742,15.0,0
583.8433,0.3087152809,15.0,0
584.3254,0.3090083391,15.0,0
584.8076,0.3093513698,15.0,0
585.2897,0.30964104070000004,15.0,0
585.7718,0.3102706868,15.0,0
586.2539,0.31058415100000003,15.0,0
586.736,0.3110280862,15.0,0
587.2181,0.3117015449,15.0,0
587.7003,0.3121408131,15.0,0
588.1824,0.3127416574,15.0,0
588.6645,0.3132938308,15.0,0
589.1466,0.3137428774,15.0,0
589.6287,0.3142067374,15.0,0
590.1108,0.3148184934,15.0,0
590.593,0.315468609,15.0,0
591.0751,0.3159555311,15.0,0
591.5572,0.3164281609,15.0,0
592.0393,0.31707704929999997,15.0,0
592.5214,0.317863133,15.0,0
593.0035,0.3182336611,15.0,0
593.4857,0.3193734504,15.0,0
593.9678,0.3201782102,15.0,0
594.4499,0.3210178589,15.0,0
594.932,0.3217202692,15.0,0
595.4141,0.3228543238,15.0,0
595.8962,0.323596864,15.0,0
596.3784,0.3242630123,15.0,0
596.8605,0.3253074696,15.0,0
597.3426,0.3259905133,15.0,0
597.8247,0.3267662386,15.0,0
598.3068,0.3275065145,15.0,0
598.7889,0.3282477481,15.0,0
599.2711,0.32933499439999997,15.0,0
599.7532,0.33012554530000005,15.0,0
600.2353,0.33130823,15.0,0
600.7174,0.3321401491,15.0,0
601.1995,0.3334094334,15.0,0
601.6816,0.33473424430000004,15.0,0
602.1638,0.3358244654,15.0,0
602.6459,0.33725228549999997,15.0,0
603.128,0.3384409755,15.0,0
603.6101,0.3395874446,15.0,0
604.0922,0.3410161746,15.0,0
604.5743,0.3419135036,15.0,0
605.0565,0.3430786962,15.0,0
605.5386,0.34415976270000004,15.0,0
606.0207,0.3450929252,15.0,0
606.5028,0.34612306680000005,15.0,0
606.9849,0.34714359170000003,15.0,0
607.467,0.34840119360000005,15.0,0
607.9492,0.3488846081,15.0,0
608.4313,0.3499587152,15.0,0
608.9134,0.3510390051,15.0,0
609.3955,0.3519330406,15.0,0
609.8776,0.3529513472,15.0,0
610.3597,0.3538748718,15.0,0
610.8419,0.354682299,15.0,0
611.324,0.355941399,15.0,0
611.8061,0.35680483479999997,15.0,0
612.2882,0.3577816231,15.0,0
612.7703,0.35882252459999997,15.0,0
613.2524,0.3598275134,15.0,0
613.7346,0.3608485391,15.0,0
614.2167,0.3620228783,15.0,0
614.6988,0.36321764489999997,15.0,0
615.1809,0.3643057725,15.0,0
615.663,0.3653559406,15.0,0
616.1451,0.3665893089,15.0,0
616.6273,0.36806479699999994,15.0,0
617.1094,0.36881700700000003,15.0,0
617.5915,0.3697090759,15.0,0
618.0736,0.37060877179999996,15.0,0
618.5557,0.3715085409,15.0,0
619.0378,0.3721150783,15.0,0
619.52,0.37297134120000003,15.0,0
620.0021,0.3734840858,15.0,0
620.4842,0.37420154619999996,15.0,0
620.9663,0.3749416849,15.0,0
621.4484,0.3756838829,15.0,0
621.9305,0.37626031,15.0,0
622.4127,0.3769490644,15.0,0
622.8948,0.37762516890000003,15.0,0
623.3769,0.3782733278,15.0,0
623.859,0.3786964717,15.0,0
624.3411,0.3792306133,15.0,0
624.8232,0.3800715881,15.0,0
625.3054,0.3807961861,15.0,0
625.7875,0.3813897471,15.0,0
626.2696,0.3820553314,15.0,0
626.7517,0.38260238729999996,15.0,0
627.2338,0.383267196,15.0,0
627.7159,0.3839823466,15.0,0
628.1981,0.3845910457,15.0,0
628.6802,0.38514031369999996,15.0,0
629.1623,0.3857225525,15.0,0
629.6444,0.3864724166,15.0,0
630.1265,0.38668470990000003,15.0,0
630.6086,0.38714064550000005,15.0,0
631.0908,0.3875883211,15.0,0
631.5729,0.3882287557,15.0,0
632.055,0.3880862236,15.0,0
632.5371,0.38863858980000004,15.0,0
633.0192,0.3889226438,15.0,0
633.5013,0.38910508479999995,15.0,0
633.9835,0.38931249430000003,15.0,0
634.4656,0.38935243610000003,15.0,0
634.9477,0.3894950834,15.0,0
635.4298,0.3896382774,15.0,0
635.9119,0.38959934949999997,15.0,0
636.394,0.38978702120000003,15.0,0
636.8762,0.3899595721,15.0,0
637.3583,0.3900787663,15.0,0
637.8404,0.39026458740000003,15.0,0
638.3225,0.3902505342,15.0,0
638.8046,0.3905296137,15.0,0
639.2867,0.3904556052,15.0,0
639.7689,0.3907931766,15.0,0
640.251,0.390559924,15.0,0
640.7331,0.3906697748,15.0,0
641.2152,0.3905536276,15.0,0
641.6973,0.3907769984,15.0,0
642.1794,0.390425059,15.0,0
642.6616,0.3903281648,15.0,0
643.1437,0.39025733199999996,15.0,0
643.6258,0.39000514340000003,15.0,0
644.1079,0.3898498497,15.0,0
644.59,0.3895474756,15.0,0
645.0721,0.3890595435,15.0,0
645.5543,0.38903482590000005,15.0,0
646.0364,0.3887806414,15.0,0
646.5185,0.3883378269,15.0,0
647.0006,0.3879842664,15.0,0
647.4827,0.38781837789999996,15.0,0
647.9648,0.3874430796,15.0,0
648.447,0.3871876514,15.0,0
648.9291,0.3872613441,15.0,0
649.4112,0.38676100669999997,15.0,0
649.8933,0.38651387560000006,15.0,0
650.3754,0.3862044906,15.0,0
650.8575,0.38623359979999994,15.0,0
651.3397,0.3854596218,15.0,0
651.8218,0.38518780309999995,15.0,0
652.3039,0.3846930377,15.0,0
652.786,0.3842255212,15.0,0
653.2681,0.3835755937,15.0,0
653.7502,0.3829670765,15.0,0
654.2324,0.38231437040000005,15.0,0
654.7145,0.3818587181,15.0,0
655.1966,0.38129391579999994,15.0,0
655.6787,0.3807853477,15.0,0
656.1608,0.38045382910000003,15.0,0
656.6429,0.3798520509,15.0,0
657.125,0.37965439430000003,15.0,0
657.6072,0.3791194205,15.0,0
658.0892,0.37882976669999996,15.0,0
658.5714,0.37838225629999994,15.0,0
659.0535,0.3780170686,15.0,0
659.5356,0.3774933163,15.0,0
660.0177,0.3772745647,15.0,0
660.4999,0.37678684619999997,15.0,0
660.9819,0.3765072884,15.0,0
661.4641,0.3763002727,15.0,0
661.9462,0.3761791505,15.0,0
662.4283,0.37570408,15.0,0
662.9104,0.3755552927,15.0,0
663.3926,0.3755359713,15.0,0
663.8746,0.3753427123,15.0,0
664.3568,0.3753307863,15.0,0
664.8389,0.37543283590000004,15.0,0
665.321,0.37591085020000004,15.0,0
665.8031,0.37618211449999994,15.0,0
666.2853,0.37671000470000005,15.0,0
666.7673,0.37764955380000004,15.0,0
667.2495,0.37852129959999997,15.0,0
667.7316,0.379548193,15.0,0
668.2137,0.3808729594,15.0,0
668.6958,0.38173876090000003,15.0,0
669.178,0.3823100427,15.0,0
669.66,0.382697899,15.0,0
670.1422,0.3827908165,15.0,0
670.6243,0.3830200531,15.0,0
671.1064,0.38319352189999994,15.0,0
671.5885,0.38345897710000004,15.0,0
672.0707,0.383628472,15.0,0
672.5527,0.38392193910000005,15.0,0
673.0349,0.3843375354,15.0,0
673.517,0.38496378300000006,15.0,0
673.9991,0.3855472702,15.0,0
674.4812,0.3860355577,15.0,0
674.9634,0.38707051890000005,15.0,0
675.4454,0.3877086239,15.0,0
675.9276,0.3886365841,15.0,0
676.4097,0.38943855110000003,15.0,0
676.8918,0.39035610589999997,15.0,0
677.3739,0.3912845294,15.0,0
677.8561,0.3925671564,15.0,0
678.3381,0.39351578070000004,15.0,0
678.8203,0.3945394174,15.0,0
679.3024,0.39561064539999996,15.0,0
679.7845,0.3967996513,15.0,0
680.2666,0.3981883953,15.0,0
680.7488,0.39939519619999997,15.0,0
681.2308,0.4008949088,15.0,0
681.713,0.40227586959999995,15.0,0
682.1951,0.40378868500000004,15.0,0
682.6772,0.4051721183,15.0,0
683.1593,0.4065766739,15.0,0
683.6415,0.4078839509,15.0,0
684.1235,0.4092642026,15.0,0
684.6057,0.4106088602,15.0,0
685.0878,0.4117884525,15.0,0
685.5699,0.413403833,15.0,0
686.052,0.41439229419999996,15.0,0
686.5342,0.4155114789,15.0,0
687.0162,0.4167481436,15.0,0
687.4984,0.418222882,15.0,0
687.9805,0.4190245222,15.0,0
688.4626,0.4204302897,15.0,0
688.9447,0.4214643884,15.0,0
689.4269,0.4223567615,15.0,0
689.9089,0.4231949483,15.0,0
690.3911,0.4243909295,15.0,0
690.8732,0.42514491810000005,15.0,0
691.3553,0.4259469334,15.0,0
691.8374,0.42690925399999996,15.0,0
692.3196,0.4275905066,15.0,0
692.8016,0.42810311689999997,15.0,0
693.2838,0.4288016696,15.0,0
693.7659,0.4293187353,15.0,0
694.248,0.4302503246,15.0,0
694.7301,0.4306387833,15.0,0
695.2123,0.4313744233,15.0,0
695.6943,0.4316597071,15.0,0
696.1765,0.4320677299,15.0,0
696.6586,0.4325544435,15.0,0
697.1407,0.4328657527,15.0,0
697.6228,0.4330209044,15.0,0
698.105,0.4332926493,15.0,0
698.587,0.4337557023,15.0,0
699.0692,0.4337898,15.0,0
699.5513,0.43373759720000005,15.0,0
700.0334,0.4338185424,15.0,0
700.5155,0.4337214987,15.0,0
700.9977,0.4340952182,15.0,0
701.4797,0.4337603002,15.0,0
701.9619,0.4340032527,15.0,0
702.444,0.4337712999,15.0,0
702.9261,0.4337617541,15.0,0
703.4082,0.4338579795,15.0,0
703.8904,0.433658012,15.0,0
704.3724,0.4335197983,15.0,0
704.8546,0.4335266346,15.0,0
705.3367,0.4336465155,15.0,0
705.8188,0.43324481839999995,15.0,0
706.3009,0.4333918586,15.0,0
706.7831,0.4331172405,15.0,0
707.2651,0.4331099147,15.0,0
707.7473,0.43288669319999995,15.0,0
708.2294,0.4326442304,15.0,0
708.7115,0.43272382,15.0,0
709.1936,0.43239191839999996,15.0,0
709.6758,0.432381192,15.0,0
710.1578,0.432257182,15.0,0
710.64,0.43249564620000003,15.0,0
711.1221,0.43249526639999997,15.0,0
711.6042,0.4327319531,15.0,0
712.0863,0.4331488587,15.0,0
712.5685,0.4330568151,15.0,0
713.0505,0.4335698114,15.0,0
713.5327,0.4335042998,15.0,0
714.0148,0.4341699631,15.0,0
714.4969,0.43451280529999997,15.0,0
714.979,0.4349105211,15.0,0
715.4612,0.4356607495,15.0,0
715.9432,0.4363997645,15.0,0
716.4254,0.437032717,15.0,0
716.9075,0.4379592838,15.0,0
717.3896,0.4389012992,15.0,0
717.8717,0.4399798463,15.0,0
718.3539,0.4411773231,15.0,0
718.8359,0.4424299344,15.0,0
719.3181,0.44366598,15.0,0
719.8002,0.44525280189999994,15.0,0
720.2823,0.4466213632,15.0,0
720.7644,0.4481241159,15.0,0
721.2466,0.44939915399999997,15.0,0
721.7286,0.450841889,15.0,0
722.2108,0.4523824911,15.0,0
722.6929,0.4538699636,15.0,0
723.175,0.4554876214,15.0,0
723.6571,0.45701023900000004,15.0,0
724.1393,0.4585234447,15.0,0
724.6213,0.46022941619999996,15.0,0
725.1035,0.4618487784,15.0,0
725.5856,0.46331529670000005,15.0,0
726.0677,0.4652359825,15.0,0
726.5498,0.46656245009999997,15.0,0
727.032,0.4680963285,15.0,0
727.514,0.4698491449,15.0,0
727.9962,0.47121682810000004,15.0,0
728.4783,0.4726112784,15.0,0
728.9604,0.4741318433,15.0,0
729.4425,0.4756276189,15.0,0
729.9247,0.4768422415,15.0,0
730.4067,0.4780639869,15.0,0
730.8889,0.4791218885,15.0,0
731.371,0.4800082011,15.0,0
731.8531,0.48119631079999997,15.0,0
732.3352,0.48196285250000004,15.0,0
732.8174,0.4827756231,15.0,0
733.2994,0.4831939763,15.0,0
733.7816,0.4837532935,15.0,0
734.2637,0.4844552419,15.0,0
734.7458,0.4850791125,15.0,0
735.2279,0.48523817999999996,15.0,0
735.7101,0.4856401381,15.0,0
736.1921,0.4861213786,15.0,0
736.6743,0.4863095311,15.0,0
737.1564,0.48673175209999997,15.0,0
737.6385,0.48695115780000003,15.0,0
738.1206,0.4872988285,15.0,0
738.6028,0.48782327000000003,15.0,0
739.0848,0.4880598739,15.0,0
739.567,0.488615742,15.0,0
740.0491,0.4891781012,15.0,0
740.5312,0.48989062029999997,15.0,0
741.0133,0.4904752552,15.0,0
741.4955,0.4915553314,15.0,0
741.9775,0.4923272629,15.0,0
742.4597,0.4937541401,15.0,0
742.9418,0.49485931780000003,15.0,0
743.424,0.496449293,15.0,0
743.906,0.49813558970000005,15.0,0
744.3882,0.4997643813,15.0,0
744.8702,0.5017040256,15.0,0
745.3524,0.5033880095,15.0,0
745.8345,0.5052905214,15.0,0
746.3167,0.5072218721,15.0,0
746.7987,0.5092327412000001,15.0,0
747.2809,0.5111881116,15.0,0
747.7629,0.5128696429,15.0,0
748.2451,0.5147143235,15.0,0
748.7272,0.5164725498,15.0,0
749.2094,0.5182362303,15.0,0
749.6914,0.5200117322,15.0,0
750.1736,0.5215299336,15.0,0
750.6556,0.5230320541,15.0,0
751.1378,0.5246847268,15.0,0
751.6199,0.5261273705,15.0,0
752.1021,0.5275819030000001,15.0,0
752.5841,0.5287218633999999,15.0,0
753.0663,0.5301410287,15.0,0
753.5483,0.5310431028,15.0,0
754.0305,0.5322680412999999,15.0,0
754.5126,0.5332217277,15.0,0
754.9948,0.5342855302,15.0,0
755.4768,0.5354263304,15.0,0
755.959,0.5364582250000001,15.0,0
756.441,0.5374879593,15.0,0
756.9232,0.5390739556999999,15.0,0
757.4053,0.5402983635999999,15.0,0
757.8875,0.5416681528,15.0,0
758.3695,0.5435368679,15.0,0
758.8517,0.5452693527,15.0,0
759.3337,0.5474082607999999,15.0,0
759.8159,0.5494567741,15.0,0
760.298,0.5515926973999999,15.0,0
760.7802,0.5538840541,15.0,0
761.2622,0.5561446817,15.0,0
761.7444,0.5585839439,15.0,0
762.2264,0.5609020486,15.0,0
762.7086,0.5633641163,15.0,0
763.1907,0.565580007,15.0,0
763.6729,0.5675786624,15.0,0
764.1549,0.5696129674,15.0,0
764.6371,0.5714957910999999,15.0,0
765.1191,0.5735714144,15.0,0
765.6013,0.5751830416,15.0,0
766.0834,0.5767002903,15.0,0
