wavenumber_cm1,reflectance_observed,angle_deg,in_fit_band
447.8864,0.21982050690000002,10.0,0
448.3685,0.2203394131,10.0,0
448.8506,0.2212338674,10.0,0
449.3328,0.221877341,10.0,0
449.8149,0.2225941744,10.0,0
450.297,0.2231854802,10.0,0
450.7791,0.2237232357,10.0,0
451.2612,0.22410348859999998,10.0,0
451.7433,0.224499247,10.0,0
452.2255,0.2249140608,10.0,0
452.7076,0.22527035269999998,10.0,0
453.1897,0.2256306543,10.0,0
453.6718,0.2263823228,10.0,0
454.1539,0.2270976972,10.0,0
454.636,0.22787161869999997,10.0,0
455.1182,0.2288030173,10.0,0
455.6003,0.22962974519999999,10.0,0
456.0824,0.2307443409,10.0,0
456.5645,0.2317802091,10.0,0
457.0466,0.23301421,10.0,0
457.5287,0.23441660479999998,10.0,0
458.0109,0.2352461294,10.0,0
458.493,0.2366463496,10.0,0
458.9751,0.2374896675,10.0,0
459.4572,0.2384846475,10.0,0
459.9393,0.2392153558,10.0,0
460.4214,0.2400226899,10.0,0
460.9036,0.2409185226,10.0,0
461.3857,0.2416049252,10.0,0
461.8678,0.24250723140000002,10.0,0
462.3499,0.2434605281,10.0,0
462.832,0.24433257739999997,10.0,0
463.3141,0.2455202139,10.0,0
463.7963,0.2467268218,10.0,0
464.2784,0.2482054004,10.0,0
464.7605,0.249305005,10.0,0
465.2426,0.2506777384,10.0,0
465.7247,0.25193963,10.0,0
466.2068,0.2531404853,10.0,0
466.689,0.2543543332,10.0,0
467.1711,0.2554522593,10.0,0
467.6532,0.2563652599,10.0,0
468.1353,0.2575485379,10.0,0
468.6174,0.2586638308,10.0,0
469.0995,0.2601243156,10.0,0
469.5817,0.26136986019999997,10.0,0
470.0638,0.2630515625,10.0,0
470.5459,0.2645504523,10.0,0
471.028,0.26589887019999997,10.0,0
471.5101,0.2675911615,10.0,0
471.9922,0.26910654310000004,10.0,0
472.4744,0.2706406404,10.0,0
472.9565,0.2719049583,10.0,0
473.4386,0.273236483,10.0,0
473.9207,0.27421442079999997,10.0,0
474.4028,0.2751622097,10.0,0
474.8849,0.27582269719999997,10.0,0
475.3671,0.2766198083,10.0,0
475.8492,0.27737823240000004,10.0,0
476.3313,0.2781777232,10.0,0
476.8134,0.2790497277,10.0,0
477.2955,0.2802072604,10.0,0
477.7776,0.2813350763,10.0,0
478.2598,0.2824813284,10.0,0
478.7419,0.2838186707,10.0,0
479.224,0.2848408904,10.0,0
479.7061,0.2860815187,10.0,0
480.1882,0.28708525,10.0,0
480.6703,0.28846505100000003,10.0,0
481.1525,0.2894205054,10.0,0
481.6346,0.2903730755,10.0,0
482.1167,0.2916479206,10.0,0
482.5988,0.292736056,10.0,0
483.0809,0.2939234234,10.0,0
483.563,0.2946688137,10.0,0
484.0452,0.2961964056,10.0,0
484.5273,0.297091208,10.0,0
485.0094,0.2983003503,10.0,0
485.4915,0.2994165658,10.0,0
485.9736,0.3008578658,10.0,0
486.4557,0.3013187541,10.0,0
486.9379,0.3026316858,10.0,0
487.42,0.3035820593,10.0,0
487.9021,0.30443237580000004,10.0,0
488.3842,0.3052418144,10.0,0
488.8663,0.3062573641,10.0,0
489.3484,0.306978835,10.0,0
489.8306,0.3081413314,10.0,0
490.3127,0.3092720895,10.0,0
490.7948,0.3102293807,10.0,0
491.2769,0.3113553298,10.0,0
491.759,0.3123486491,10.0,0
492.2411,0.3129738688,10.0,0
492.7233,0.314156533,10.0,0
493.2054,0.3148830935,10.0,0
493.6875,0.3155382161,10.0,0
494.1696,0.31636166930000004,10.0,0
494.6517,0.31713149739999996,10.0,0
495.1339,0.3177897441,10.0,0
495.616,0.3186235383,10.0,0
496.0981,0.319644002,10.0,0
496.5802,0.3203255257,10.0,0
497.0623,0.3212946511,10.0,0
497.5444,0.32210891799999997,10.0,0
498.0266,0.32281312730000006,10.0,0
498.5087,0.323865042,10.0,0
498.9908,0.3245297481,10.0,0
499.4729,0.32548315019999996,10.0,0
499.955,0.3260725918,10.0,0
500.4371,0.3267948166,10.0,0
500.9193,0.3273021411,10.0,0
501.4014,0.3279867056,10.0,0
501.8835,0.3287439682,10.0,0
502.3656,0.3289238662,10.0,0
502.8477,0.32960546399999996,10.0,0
503.3298,0.3299036407,10.0,0
503.812,0.3304193031,10.0,0
504.2941,0.330733167,10.0,0
504.7762,0.33105130629999996,10.0,0
505.2583,0.3314230739,10.0,0
505.7404,0.33171476769999997,10.0,0
506.2225,0.3320086677,10.0,0
506.7047,0.3323247206,10.0,0
507.1868,0.3324979235,10.0,0
507.6689,0.3328462332,10.0,0
508.151,0.33298603559999995,10.0,0
508.6331,0.3329452086,10.0,0
509.1152,0.3331690875,10.0,0
509.5974,0.33325862219999997,10.0,0
510.0795,0.3333504097,10.0,0
510.5616,0.3335390692,10.0,0
511.0437,0.3335292199,10.0,0
511.5258,0.3338783815,10.0,0
512.0079,0.33446074600000003,10.0,0
512.4901,0.3349341938,10.0,0
512.9722,0.33533211090000004,10.0,0
513.4543,0.33553852300000003,10.0,0
513.9364,0.33606153740000005,10.0,0
514.4185,0.3364900027,10.0,0
514.9006,0.33705483719999996,10.0,0
515.3828,0.33742573919999996,10.0,0
515.8649,0.33778500100000003,10.0,0
516.347,0.3382185954,10.0,0
516.8291,0.338579996,10.0,0
517.3112,0.33860725340000003,10.0,0
517.7933,0.33890724,10.0,0
518.2755,0.3385719236,10.0,0
518.7576,0.33867474970000006,10.0,0
519.2397,0.3386575801,10.0,0
519.7218,0.3386842264,10.0,0
520.2039,0.33835999229999997,10.0,0
520.686,0.33827577259999997,10.0,0
521.1682,0.3382475426,10.0,0
521.6503,0.3380378997,10.0,0
522.1324,0.3379934931,10.0,0
522.6145,0.3380624854,10.0,0
523.0966,0.33789402780000005,10.0,0
523.5787,0.33773438380000004,10.0,0
524.0609,0.3377201421,10.0,0
524.543,0.3377236094,10.0,0
525.0251,0.3374808975,10.0,0
525.5072,0.3373783395,10.0,0
525.9893,0.33741930750000004,10.0,0
526.4714,0.3371185533,10.0,0
526.9536,0.3367419707,10.0,0
527.4357,0.3365817217,10.0,0
527.9178,0.3364997109,10.0,0
528.3999,0.3359034223,10.0,0
528.882,0.3355918422,10.0,0
529.3641,0.3351445534,10.0,0
529.8463,0.3349690316,10.0,0
530.3284,0.33436226609999997,10.0,0
530.8105,0.33382880649999996,10.0,0
531.2926,0.3332110134,10.0,0
531.7747,0.33258547460000004,10.0,0
532.2568,0.3318032786,10.0,0
532.739,0.3313448148,10.0,0
533.2211,0.330622757,10.0,0
533.7032,0.3299913213,10.0,0
534.1853,0.3294062479,10.0,0
534.6674,0.3288522345,10.0,0
535.1495,0.3282319426,10.0,0
535.6317,0.3279206767,10.0,0
536.1138,0.3273595458,10.0,0
536.5959,0.3266391609,10.0,0
537.078,0.32642418370000004,10.0,0
537.5601,0.3256559214,10.0,0
538.0422,0.325033289,10.0,0
538.5244,0.324167484,10.0,0
539.0065,0.32340767820000005,10.0,0
539.4886,0.32267874919999995,10.0,0
539.9707,0.3219936576,10.0,0
540.4528,0.32128921499999996,10.0,0
540.9349,0.3208184244,10.0,0
541.4171,0.32000645120000004,10.0,0
541.8992,0.3196378818,10.0,0
542.3813,0.3190798481,10.0,0
542.8634,0.3187016503,10.0,0
543.3455,0.3184144461,10.0,0
543.8276,0.3177496413,10.0,0
544.3098,0.3172426084,10.0,0
544.7919,0.3167643561,10.0,0
545.274,0.3162286057,10.0,0
545.7561,0.3155070156,10.0,0
546.2382,0.3148029228,10.0,0
546.7203,0.3139986892,10.0,0
547.2025,0.3131556996,10.0,0
547.6846,0.31239147840000003,10.0,0
548.1667,0.3114903536,10.0,0
548.6488,0.31082496249999997,10.0,0
549.1309,0.30995176680000003,10.0,0
549.613,0.3093416704,10.0,0
550.0952,0.3085319313,10.0,0
550.5773,0.3076943798,10.0,0
551.0594,0.30715023469999997,10.0,0
551.5415,0.3062743543,10.0,0
552.0236,0.3056557011,10.0,0
552.5057,0.30491383169999997,10.0,0
552.9879,0.30424655959999997,10.0,0
553.47,0.3035960887,10.0,0
553.9521,0.3030309414,10.0,0
554.4342,0.3024637769,10.0,0
554.9163,0.3017083267,10.0,0
555.3984,0.3011359388,10.0,0
555.8806,0.3003952512,10.0,0
556.3627,0.2997395039,10.0,0
556.8448,0.2990945777,10.0,0
557.3269,0.2985751847,10.0,0
557.809,0.2977817965,10.0,0
558.2911,0.29681661330000003,10.0,0
558.7733,0.2962351609,10.0,0
559.2554,0.2955081999,10.0,0
559.7375,0.2946250477,10.0,0
560.2196,0.29382793150000003,10.0,0
560.7017,0.2932126875,10.0,0
561.1838,0.2920527698,10.0,0
561.666,0.2913467747,10.0,0
562.1481,0.2906482078,10.0,0
562.6302,0.2899440996,10.0,0
563.1123,0.2890629663,10.0,0
563.5944,0.2886720376,10.0,0
564.0765,0.2881873739,10.0,0
564.5587,0.2876501517,10.0,0
565.0408,0.2874003475,10.0,0
565.5229,0.2867776006,10.0,0
566.005,0.2866735412,10.0,0
566.4871,0.2861295024,10.0,0
566.9692,0.2856372953,10.0,0
567.4514,0.2853101026,10.0,0
567.9335,0.2846876889,10.0,0
568.4156,0.28438334260000003,10.0,0
568.8977,0.28371706490000004,10.0,0
569.3798,0.28334238230000003,10.0,0
569.8619,0.2829370001,10.0,0
570.3441,0.28251548,10.0,0
570.8262,0.2821491953,10.0,0
571.3083,0.281629655,10.0,0
571.7904,0.2813310285,10.0,0
572.2725,0.2810786971,10.0,0
572.7546,0.2807983831,10.0,0
573.2368,0.2805918713,10.0,0
573.7189,0.2804991033,10.0,0
574.201,0.2803793108,10.0,0
574.6831,0.2803513946,10.0,0
575.1652,0.2804975582,10.0,0
575.6473,0.2805107818,10.0,0
576.1295,0.2809399836,10.0,0
576.6116,0.2810864862,10.0,0
577.0937,0.2813864586,10.0,0
577.5758,0.2816448598,10.0,0
578.0579,0.2819674829,10.0,0
578.54,0.2822514,10.0,0
579.0222,0.28228576,10.0,0
579.5043,0.2824436982,10.0,0
579.9864,0.2824000927,10.0,0
580.4685,0.2822454185,10.0,0
580.9506,0.2821725096,10.0,0
581.4327,0.2822818317,10.0,0
581.9149,0.28228850839999997,10.0,0
582.397,0.2824540447,10.0,0
582.8791,0.2823030678,10.0,0
583.3612,0.2825691547,10.0,0
583.8433,0.28281344399999997,10.0,0
584.3254,0.28314744810000003,10.0,0
584.8076,0.2835793297,10.0,0
585.2897,0.2838832269,10.0,0
585.7718,0.2843149178,10.0,0
586.2539,0.2847931604,10.0,0
586.736,0.2854161622,10.0,0
587.2181,0.2854598828,10.0,0
587.7003,0.28640321490000004,10.0,0
588.1824,0.2867646679,10.0,0
588.6645,0.2874558278,10.0,0
589.1466,0.2879720781,10.0,0
589.6287,0.2884534911,10.0,0
590.1108,0.2888159117,10.0,0
590.593,0.28956894510000003,10.0,0
591.0751,0.29034648690000003,10.0,0
591.5572,0.29103527840000004,10.0,0
592.0393,0.2915961628,10.0,0
592.5214,0.2921759343,10.0,0
593.0035,0.2930493997,10.0,0
593.4857,0.2938510282,10.0,0
593.9678,0.294897235,10.0,0
594.4499,0.2957003634,10.0,0
594.932,0.29656634449999997,10.0,0
595.4141,0.2972628102,10.0,0
595.8962,0.2980797106,10.0,0
596.3784,0.2994068828,10.0,0
596.8605,0.3001816141,10.0,0
597.3426,0.3009439815,10.0,0
597.8247,0.30216641710000003,10.0,0
598.3068,0.30306856839999996,10.0,0
598.7889,0.3039162575,10.0,0
599.2711,0.305321619,10.0,0
599.7532,0.305920849,10.0,0
600.2353,0.3072587713,10.0,0
600.7174,0.3081924117,10.0,0
601.1995,0.3090702515,10.0,0
601.6816,0.3099922417,10.0,0
602.1638,0.3110461458,10.0,0
602.6459,0.3118492393,10.0,0
603.128,0.3127429785,10.0,0
603.6101,0.3135373327,10.0,0
604.0922,0.31442418440000003,10.0,0
604.5743,0.3155230524,10.0,0
605.0565,0.31625671369999997,10.0,0
605.5386,0.3173730594,10.0,0
606.0207,0.3186116339,10.0,0
606.5028,0.3197854944,10.0,0
606.9849,0.3210523936,10.0,0
607.467,0.32220543749999997,10.0,0
607.9492,0.3236227264,10.0,0
608.4313,0.3247801748,10.0,0
608.9134,0.3260246313,10.0,0
609.3955,0.3270890042,10.0,0
609.8776,0.3281654205,10.0,0
610.3597,0.3291040449,10.0,0
610.8419,0.32985180389999996,10.0,0
611.324,0.3309187435,10.0,0
611.8061,0.3312929577,10.0,0
612.2882,0.331853477,10.0,0
612.7703,0.3326071795,10.0,0
613.2524,0.3333487719,10.0,0
613.7346,0.3338777143,10.0,0
614.2167,0.3348396706,10.0,0
614.6988,0.3351555399,10.0,0
615.1809,0.33612038409999995,10.0,0
615.663,0.3367781504,10.0,0
616.1451,0.3376165422,10.0,0
616.6273,0.33879182649999995,10.0,0
617.1094,0.33955662940000003,10.0,0
617.5915,0.3405858214,10.0,0
618.0736,0.3419172801,10.0,0
618.5557,0.3428792936,10.0,0
619.0378,0.34393085,10.0,0
619.52,0.3449538793,10.0,0
620.0021,0.34576336609999997,10.0,0
620.4842,0.346984275,10.0,0
620.9663,0.3474852274,10.0,0
621.4484,0.3483485254,10.0,0
621.9305,0.34923835599999997,10.0,0
622.4127,0.34943880120000004,10.0,0
622.8948,0.35025332830000006,10.0,0
623.3769,0.3507287803,10.0,0
623.859,0.3511227155,10.0,0
624.3411,0.35157858760000005,10.0,0
624.8232,0.3519475634,10.0,0
625.3054,0.3521857637,10.0,0
625.7875,0.3526524853,10.0,0
626.2696,0.3530532597,10.0,0
626.7517,0.35350337000000004,10.0,0
627.2338,0.35392720320000004,10.0,0
627.7159,0.354215124,10.0,0
628.1981,0.3545598947,10.0,0
628.6802,0.3551406867,10.0,0
629.1623,0.3553945284,10.0,0
629.6444,0.35560871159999996,10.0,0
630.1265,0.35603943889999995,10.0,0
630.6086,0.35598693439999995,10.0,0
631.0908,0.35642520320000004,10.0,0
631.5729,0.3563821749,10.0,0
632.055,0.3567241523,10.0,0
632.5371,0.356936012,10.0,0
633.0192,0.3573811981,10.0,0
633.5013,0.35781050880000004,10.0,0
633.9835,0.3580020208,10.0,0
634.4656,0.3583626272,10.0,0
634.9477,0.3584579375,10.0,0
635.4298,0.3585735611,10.0,0
635.9119,0.3586943919,10.0,0
636.394,0.3588099185,10.0,0
636.8762,0.3586694799,10.0,0
637.3583,0.3585251167,10.0,0
637.8404,0.35825608340000004,10.0,0
638.3225,0.3581465558,10.0,0
638.8046,0.3576843907,10.0,0
639.2867,0.3571289175,10.0,0
639.7689,0.35703138,10.0,0
640.251,0.3565875888,10.0,0
640.7331,0.3564951489,10.0,0
641.2152,0.35603554930000003,10.0,0
641.6973,0.355945207,10.0,0
642.1794,0.3556795522,10.0,0
642.6616,0.35562315089999996,10.0,0
643.1437,0.3554172214,10.0,0
643.6258,0.3553247965,10.0,0
644.1079,0.3550711976,10.0,0
644.59,0.3548678772,10.0,0
645.0721,0.3546370599,10.0,0
645.5543,0.3543260774,10.0,0
646.0364,0.3541460086,10.0,0
646.5185,0.353841495,10.0,0
647.0006,0.35348664319999995,10.0,0
647.4827,0.3530009109,10.0,0
647.9648,0.3521815232,10.0,0
648.447,0.3522917254,10.0,0
648.9291,0.3516043434,10.0,0
649.4112,0.3511797218,10.0,0
649.8933,0.3505521118,10.0,0
650.3754,0.349967715,10.0,0
650.8575,0.3494225977,10.0,0
651.3397,0.3486102201,10.0,0
651.8218,0.3481522168,10.0,0
652.3039,0.3475528854,10.0,0
652.786,0.34716127640000005,10.0,0
653.2681,0.34666818650000003,10.0,0
653.7502,0.3460394316,10.0,0
654.2324,0.3454580396,10.0,0
654.7145,0.3450802806,10.0,0
655.1966,0.3446608693,10.0,0
655.6787,0.34418897600000004,10.0,0
656.1608,0.34364252430000003,10.0,0
656.6429,0.3434737711,10.0,0
657.125,0.34286242299999997,10.0,0
657.6072,0.3423628293,10.0,0
658.0892,0.34208914890000003,10.0,0
658.5714,0.3416987407,10.0,0
659.0535,0.3414820769,10.0,0
659.5356,0.341294586,10.0,0
660.0177,0.34102507320000003,10.0,0
660.4999,0.3409834816,10.0,0
660.9819,0.3407880281,10.0,0
661.4641,0.3409227712,10.0,0
661.9462,0.34083429019999995,10.0,0
662.4283,0.3408083391,10.0,0
662.9104,0.34085320080000003,10.0,0
663.3926,0.3408914178,10.0,0
663.8746,0.3411155207,10.0,0
664.3568,0.34099114,10.0,0
664.8389,0.3412151806,10.0,0
665.321,0.34139868380000005,10.0,0
665.8031,0.3417153971,10.0,0
666.2853,0.34200746709999996,10.0,0
666.7673,0.3427291899,10.0,0
667.2495,0.3434700473,10.0,0
667.7316,0.34401993480000004,10.0,0
668.2137,0.3449765905,10.0,0
668.6958,0.3455277135,10.0,0
669.178,0.3463585873,10.0,0
669.66,0.3468778873,10.0,0
670.1422,0.3472299514,10.0,0
670.6243,0.34787647229999996,10.0,0
671.1064,0.3482748531,10.0,0
671.5885,0.34840456449999996,10.0,0
672.0707,0.3487511265,10.0,0
672.5527,0.34953985709999996,10.0,0
673.0349,0.35013719000000004,10.0,0
673.517,0.350986615,10.0,0
673.9991,0.3517778003,10.0,0
674.4812,0.35262131859999996,10.0,0
674.9634,0.35379899530000003,10.0,0
675.4454,0.3546995365,10.0,0
675.9276,0.3554947184,10.0,0
676.4097,0.35668124300000004,10.0,0
676.8918,0.3578592916,10.0,0
677.3739,0.3589152686,10.0,0
677.8561,0.3599754557,10.0,0
678.3381,0.36124395,10.0,0
678.8203,0.36228003270000003,10.0,0
679.3024,0.36340753319999997,10.0,0
679.7845,0.3646054793,10.0,0
680.2666,0.365872532,10.0,0
680.7488,0.36706353999999997,10.0,0
681.2308,0.36827676779999996,10.0,0
681.713,0.3696416445,10.0,0
682.1951,0.3708588842,10.0,0
682.6772,0.3720760386,10.0,0
683.1593,0.373474797,10.0,0
683.6415,0.3746285887,10.0,0
684.1235,0.3761136295,10.0,0
684.6057,0.376938096,10.0,0
685.0878,0.37823927220000003,10.0,0
685.5699,0.3790889921,10.0,0
686.052,0.38017205400000004,10.0,0
686.5342,0.38120699690000004,10.0,0
687.0162,0.38205008970000004,10.0,0
687.4984,0.3830358582,10.0,0
687.9805,0.38373913629999995,10.0,0
688.4626,0.3848593278,10.0,0
688.9447,0.385819385,10.0,0
689.4269,0.38665287130000003,10.0,0
689.9089,0.3877718068,10.0,0
690.3911,0.3888318049,10.0,0
690.8732,0.3898482001,10.0,0
691.3553,0.39084086030000004,10.0,0
691.8374,0.3918845152,10.0,0
692.3196,0.3929181937,10.0,0
692.8016,0.3937224582,10.0,0
693.2838,0.3948697748,10.0,0
693.7659,0.3958323603,10.0,0
694.248,0.396516029,10.0,0
694.7301,0.3969577375,10.0,0
695.2123,0.3975612838,10.0,0
695.6943,0.3980933107,10.0,0
696.1765,0.398475734,10.0,0
696.6586,0.3991169602,10.0,0
697.1407,0.39944158799999996,10.0,0
697.6228,0.3996080551,10.0,0
698.105,0.40000451810000004,10.0,0
698.587,0.400250969,10.0,0
699.0692,0.4003801359,10.0,0
699.5513,0.4008230201,10.0,0
700.0334,0.40094729710000004,10.0,0
700.5155,0.4009705004,10.0,0
700.9977,0.4013135692,10.0,0
701.4797,0.4014753966,10.0,0
701.9619,0.40140297599999997,10.0,0
702.444,0.40151388420000006,10.0,0
702.9261,0.40164058490000004,10.0,0
703.4082,0.4014739524,10.0,0
703.8904,0.401706223,10.0,0
704.3724,0.4015554874,10.0,0
704.8546,0.40160578039999995,10.0,0
705.3367,0.4012479014,10.0,0
705.8188,0.401109644,10.0,0
706.3009,0.4008060294,10.0,0
706.7831,0.4007437514,10.0,0
707.2651,0.4009432837,10.0,0
707.7473,0.40069557889999996,10.0,0
708.2294,0.40060318959999996,10.0,0
708.7115,0.4006255241,10.0,0
709.1936,0.400552964,10.0,0
709.6758,0.4005267094,10.0,0
710.1578,0.4005806172,10.0,0
710.64,0.40085881720000005,10.0,0
711.1221,0.4006924152,10.0,0
711.6042,0.4009081894,10.0,0
712.0863,0.4008613483,10.0,0
712.5685,0.401034208,10.0,0
713.0505,0.40142365859999996,10.0,0
713.5327,0.40156761510000005,10.0,0
714.0148,0.4021273015,10.0,0
714.4969,0.40256317869999997,10.0,0
714.979,0.4031513239,10.0,0
715.4612,0.4036366801,10.0,0
715.9432,0.4042593748,10.0,0
716.4254,0.4051462265,10.0,0
716.9075,0.4058198515,10.0,0
717.3896,0.4067351859,10.0,0
717.8717,0.4079144219,10.0,0
718.3539,0.40883340869999996,10.0,0
718.8359,0.4100812936,10.0,0
719.3181,0.4113063929,10.0,0
719.8002,0.4126437202,10.0,0
720.2823,0.41407784599999997,10.0,0
720.7644,0.4155177856,10.0,0
721.2466,0.41695135980000003,10.0,0
721.7286,0.41883433439999995,10.0,0
722.2108,0.4205796735,10.0,0
722.6929,0.42211646799999997,10.0,0
723.175,0.4236848746,10.0,0
723.6571,0.42544407,10.0,0
724.1393,0.42729461129999996,10.0,0
724.6213,0.4286376877,10.0,0
725.1035,0.43020257209999996,10.0,0
725.5856,0.43165752840000005,10.0,0
726.0677,0.4332572774,10.0,0
726.5498,0.4347166354,10.0,0
727.032,0.43628363049999996,10.0,0
727.514,0.4374492654,10.0,0
727.9962,0.4388524032,10.0,0
728.4783,0.4400621608,10.0,0
728.9604,0.4412199803,10.0,0
729.4425,0.4424715376,10.0,0
729.9247,0.44353350069999997,10.0,0
730.4067,0.4447979632,10.0,0
730.8889,0.44533696380000004,10.0,0
731.371,0.4462906086,10.0,0
731.8531,0.4468546176,10.0,0
732.3352,0.44773820389999996,10.0,0
732.8174,0.44834192209999996,10.0,0
733.2994,0.4488317958,10.0,0
733.7816,0.4491359851,10.0,0
734.2637,0.449907561,10.0,0
734.7458,0.4500694494,10.0,0
735.2279,0.4506343911,10.0,0
735.7101,0.4510380887,10.0,0
736.1921,0.4513798183,10.0,0
736.6743,0.4516365511,10.0,0
737.1564,0.4520797982,10.0,0
737.6385,0.4523740263,10.0,0
738.1206,0.4526729355,10.0,0
738.6028,0.4531433599,10.0,0
739.0848,0.4535314402,10.0,0
739.567,0.45393890929999997,10.0,0
740.0491,0.4543935958,10.0,0
740.5312,0.4552868383,10.0,0
741.0133,0.45600110790000004,10.0,0
741.4955,0.4567936764,10.0,0
741.9775,0.4578454984,10.0,0
742.4597,0.45897729490000005,10.0,0
742.9418,0.4603169653,10.0,0
743.424,0.4616651822,10.0,0
743.906,0.4633512009,10.0,0
744.3882,0.4648236699,10.0,0
744.8702,0.4664070643,10.0,0
745.3524,0.4681384563,10.0,0
745.8345,0.469865286,10.0,0
746.3167,0.4717056547,10.0,0
746.7987,0.4736130366,10.0,0
747.2809,0.4755113836,10.0,0
747.7629,0.4770553865,10.0,0
748.2451,0.47897044190000004,10.0,0
748.7272,0.4808905443,10.0,0
749.2094,0.4821881011,10.0,0
749.6914,0.4839552002,10.0,0
750.1736,0.48561153879999996,10.0,0
750.6556,0.4869040852,10.0,0
751.1378,0.4884655731,10.0,0
751.6199,0.4897464762,10.0,0
752.1021,0.491065119,10.0,0
752.5841,0.4920368691,10.0,0
753.0663,0.4932192654,10.0,0
753.5483,0.4945519694,10.0,0
754.0305,0.49552654840000004,10.0,0
754.5126,0.4965590269,10.0,0
754.9948,0.49780575390000004,10.0,0
755.4768,0.4987079847,10.0,0
755.959,0.5000217631,10.0,0
756.441,0.5010879679,10.0,0
756.9232,0.5022932823,10.0,0
757.4053,0.5039122249,10.0,0
757.8875,0.505421058,10.0,0
758.3695,0.5068802356,10.0,0
758.8517,0.5088979324999999,10.0,0
759.3337,0.5108702659,10.0,0
759.8159,0.5126818912000001,10.0,0
760.298,0.5148767776,10.0,0
760.7802,0.5170225029000001,10.0,0
761.2622,0.519253809,10.0,0
761.7444,0.5215173183,10.0,0
762.2264,0.5237381903,10.0,0
762.7086,0.5258045083999999,10.0,0
763.1907,0.5279221589,10.0,0
763.6729,0.5298027932,10.0,0
764.1549,0.5317125935,10.0,0
764.6371,0.5335499177999999,10.0,0
765.1191,0.5351685896,10.0,0
765.6013,0.5366923813,10.0,0
766.0834,0.5384114419,10.0,0
766.5656,0.5401206927,10.0,0
