angle_deg,seed_id,d_init_um,log10N_init,n3_init,d_stage1_um,log10N_stage1,n3_stage1,rmse_stage1,success,nfev,raw_basin_key,representative_basin_id
10.0,19,7.0,15.5,2.35,7.137397598233778,18.682326249496548,2.506208903163652,0.0011880803566787,True,13,7.137|18.68,1
10.0,20,7.0,15.5,2.75,7.137397590721433,18.682326250706065,2.5062089020971663,0.0011880803566788,True,15,7.137|18.68,1
10.0,21,7.0,15.5,3.1,7.137397600384577,18.682326249226893,2.5062089034678814,0.0011880803566787,True,16,7.137|18.68,1
10.0,22,7.0,18.0,2.35,7.137397596912358,18.68232624975607,2.5062089029725256,0.0011880803566787,True,11,7.137|18.68,1
10.0,23,7.0,18.0,2.75,7.137397599593255,18.68232624939885,2.5062089033468293,0.0011880803566787,True,13,7.137|18.68,1
10.0,24,7.0,18.0,3.1,7.137397600048554,18.68232624919681,2.5062089034284227,0.0011880803566787,True,14,7.137|18.68,1
10.0,25,7.0,20.0,2.35,7.059320830236473,20.035707610670336,2.748903741545476,0.084123907466959,True,105,7.059|20.04,8
10.0,26,7.0,20.0,2.75,7.0593208543490125,20.03570761050261,2.7489037447664826,0.0841239074669759,True,105,7.059|20.04,8
10.0,27,7.0,20.0,3.1,7.0593209001436685,20.035707610176598,2.748903750944907,0.0841239074670081,True,105,7.059|20.04,8
10.0,28,7.2,15.5,2.35,7.1373975902334745,18.682326250985337,2.506208901988664,0.0011880803566788,True,10,7.137|18.68,1
10.0,29,7.2,15.5,2.75,7.137397603744529,18.682326248650103,2.5062089039538016,0.0011880803566787,True,10,7.137|18.68,1
10.0,30,7.2,15.5,3.1,7.137397605305211,18.68232624824841,2.506208904200456,0.0011880803566788,True,15,7.137|18.68,1
10.0,31,7.2,18.0,2.35,7.137397594135613,18.68232625035653,2.506208902553588,0.0011880803566787,True,11,7.137|18.68,1
10.0,32,7.2,18.0,2.75,7.137397594875522,18.68232625013669,2.506208902677108,0.0011880803566787,True,12,7.137|18.68,1
10.0,33,7.2,18.0,3.1,7.137397599106451,18.6823262493503,2.506208903295392,0.0011880803566787,True,13,7.137|18.68,1
10.0,34,7.2,20.0,2.35,7.778864445494697,20.019029225907477,2.784409217285256,0.0869580777782045,True,163,7.779|20.02,2
10.0,35,7.2,20.0,2.75,7.979874611114647,20.04512811340632,2.687184382376322,0.086738494210496,True,109,7.980|20.05,2
10.0,36,7.2,20.0,3.1,7.979874478011736,20.045128113918786,2.687184372151658,0.0867384942104009,True,103,7.980|20.05,2
10.0,37,7.4,15.5,2.35,7.4713084980377635,18.60266734963612,2.4531341317004776,0.0022329225895561,True,17,7.471|18.60,3
10.0,38,7.4,15.5,2.75,7.471308486927759,18.602667348826785,2.4531341327244247,0.0022329225895562,True,20,7.471|18.60,3
10.0,39,7.4,15.5,3.1,7.471308448512899,18.602667346092293,2.4531341362405104,0.0022329225895567,True,19,7.471|18.60,3
10.0,40,7.4,18.0,2.35,7.471308496301652,18.60266734926234,2.453134131877195,0.0022329225895561,True,13,7.471|18.60,3
10.0,41,7.4,18.0,2.75,7.4713084946269825,18.60266734960357,2.45313413199946,0.0022329225895562,True,17,7.471|18.60,3
10.0,42,7.4,18.0,3.1,7.471308482815647,18.602667348157265,2.4531341331161136,0.0022329225895562,True,17,7.471|18.60,3
10.0,43,7.4,20.0,2.35,7.778864481869966,20.01902922298146,2.7844092381805905,0.0869580777780076,True,127,7.779|20.02,2
10.0,44,7.4,20.0,2.75,7.778864436438642,20.019029226674405,2.78440921224122,0.0869580777782562,True,128,7.779|20.02,2
10.0,45,7.4,20.0,3.1,7.778864461124012,20.019029224682672,2.7844092262125804,0.0869580777781218,True,129,7.779|20.02,2
10.0,46,7.6,15.5,2.35,7.879858225669812,18.65459872698945,2.5039037982068524,0.0017561159903529,True,25,7.880|18.65,2
10.0,47,7.6,15.5,2.75,7.879858099893496,18.65459864590795,2.5039038079512483,0.0017561159903531,True,17,7.880|18.65,2
10.0,48,7.6,15.5,3.1,7.879858223677994,18.65459872587901,2.503903796614903,0.0017561159903529,True,17,7.880|18.65,2
10.0,49,7.6,18.0,2.35,7.471308485714629,18.602667348896595,2.4531341328308574,0.0022329225895562,True,12,7.471|18.60,3
10.0,50,7.6,18.0,2.75,7.879858214601068,18.654598720555125,2.5039037921686096,0.0017561159903529,True,18,7.880|18.65,2
10.0,51,7.6,18.0,3.1,7.879858131176322,18.65459866461603,2.5039038174271133,0.0017561159903529,True,20,7.880|18.65,2
10.0,52,7.6,20.0,2.35,7.77887117770189,20.019028679329352,2.7844130728450387,0.0869580777612814,True,104,7.779|20.02,2
10.0,53,7.6,20.0,2.75,7.7788708757130625,20.019028703865352,2.7844128996853077,0.086958077761186,True,104,7.779|20.02,2
10.0,54,7.6,20.0,3.1,7.77887079844875,20.019028710136592,2.7844128555448124,0.0869580777611743,True,104,7.779|20.02,2
10.0,55,7.8,15.5,2.35,7.879858145023458,18.65459867425979,2.5039038109006424,0.0017561159903526,True,18,7.880|18.65,2
10.0,56,7.8,15.5,2.75,7.879858118372227,18.65459865645009,2.503903817309801,0.0017561159903529,True,22,7.880|18.65,2
10.0,57,7.8,15.5,3.1,7.879858126848646,18.65459866210201,2.503903815185667,0.0017561159903528,True,26,7.880|18.65,2
10.0,58,7.8,18.0,2.35,7.87985823817866,18.6545987362172,2.503903787703152,0.0017561159903533,True,16,7.880|18.65,2
10.0,59,7.8,18.0,2.75,7.8798581076335,18.6545986492762,2.503903820130618,0.0017561159903531,True,18,7.880|18.65,2
10.0,60,7.8,18.0,3.1,7.879858120183909,18.654598657609085,2.503903816879234,0.0017561159903529,True,19,7.880|18.65,2
10.0,61,7.8,20.0,2.35,7.778870699881223,20.01902871814537,2.784412799229915,0.0869580777611672,True,122,7.779|20.02,2
10.0,62,7.8,20.0,2.75,7.778871117766839,20.019028684186218,2.784413038553638,0.0869580777612558,True,121,7.779|20.02,2
10.0,63,7.8,20.0,3.1,7.778871109935597,20.019028684822253,2.78441303416196,0.0869580777612527,True,121,7.779|20.02,2
10.0,64,8.0,15.5,2.35,8.117279735081638,18.62756489444496,2.461830227078069,0.0025688781253834,True,33,8.117|18.63,5
10.0,65,8.0,15.5,2.75,7.879858209574725,18.65459871704992,2.5039037952344323,0.0017561159903528,True,21,7.880|18.65,2
10.0,66,8.0,15.5,3.1,7.879858222714168,18.65459872592624,2.503903791742378,0.001756115990353,True,22,7.880|18.65,2
10.0,67,8.0,18.0,2.35,8.117279713993012,18.627564908463533,2.461830230902023,0.0025688781253843,True,26,8.117|18.63,5
10.0,68,8.0,18.0,2.75,7.87985824199205,18.65459873878336,2.503903786754202,0.0017561159903534,True,19,7.880|18.65,2
10.0,69,8.0,18.0,3.1,7.879858243125802,18.654598739465037,2.5039037866060063,0.0017561159903534,True,19,7.880|18.65,2
10.0,70,8.0,20.0,2.35,8.499999999999998,20.02144893219051,2.779942957671769,0.0873676973471579,True,265,8.500|20.02,7
10.0,71,8.0,20.0,2.75,8.499999999999998,20.021448930438662,2.7799429614990827,0.087367697347024,True,266,8.500|20.02,7
10.0,72,8.0,20.0,3.1,8.499999999999998,20.02144893224916,2.7799429575643484,0.0873676973471623,True,266,8.500|20.02,7
10.0,73,8.2,15.5,2.35,8.117279783307813,18.627564861394248,2.461830218315501,0.0025688781253815,True,33,8.117|18.63,5
10.0,74,8.2,15.5,2.75,8.117280150004792,18.627564611795304,2.4618301516163776,0.0025688781253844,True,30,8.117|18.63,5
10.0,75,8.2,15.5,3.1,8.117280116460451,18.627564634393263,2.461830157733625,0.0025688781253829,True,30,8.117|18.63,5
10.0,76,8.2,18.0,2.35,8.117280083633814,18.62756465637869,2.461830162957773,0.0025688781253817,True,20,8.117|18.63,5
10.0,77,8.2,18.0,2.75,8.117280105817539,18.6275646419648,2.461830159661869,0.0025688781253824,True,24,8.117|18.63,5
10.0,78,8.2,18.0,3.1,8.117279698446847,18.627564919260507,2.46183023372886,0.0025688781253851,True,35,8.117|18.63,5
10.0,79,8.2,20.0,2.35,8.499999999999998,20.021444971521383,2.779951980796381,0.0873676972073368,True,181,8.500|20.02,7
10.0,80,8.2,20.0,2.75,8.499999999999998,20.0214450051133,2.779951904392332,0.0873676972071528,True,172,8.500|20.02,7
10.0,81,8.2,20.0,3.1,8.499999999999998,20.02144495651534,2.7799520144763137,0.0873676972074265,True,168,8.500|20.02,7
10.0,82,8.4,15.5,2.35,8.499999999999998,18.522093747173884,2.503977731873747,0.0032250528753159,True,13,8.500|18.52,7
10.0,83,8.4,15.5,2.75,8.499999999999998,18.522093750876284,2.5039777313598464,0.0032250528753159,True,18,8.500|18.52,7
10.0,84,8.4,15.5,3.1,8.499999999999998,18.52209379715704,2.5039777248115005,0.003225052875316,True,21,8.500|18.52,7
10.0,85,8.4,18.0,2.35,8.499999999999998,18.52209376979229,2.5039777286092897,0.0032250528753159,True,10,8.500|18.52,7
10.0,86,8.4,18.0,2.75,8.499999999999998,18.52209376119284,2.5039777298919312,0.0032250528753159,True,13,8.500|18.52,7
10.0,87,8.4,18.0,3.1,8.499999999999998,18.522093786095105,2.503977726325112,0.003225052875316,True,16,8.500|18.52,7
10.0,88,8.4,20.0,2.35,8.499999999999998,20.021444935270026,2.779952063362171,0.0873676972075616,True,270,8.500|20.02,7
10.0,89,8.4,20.0,2.75,8.499999999999998,20.021444979690383,2.779951962242955,0.0873676972072899,True,268,8.500|20.02,7
10.0,90,8.4,20.0,3.1,8.499999999999998,20.02144488170745,2.779952184682282,0.0873676972079438,True,267,8.500|20.02,7
15.0,1,6.6,15.5,2.35,6.623844223988654,14.000000000000002,2.48708436374796,0.0032882079923974,True,14,6.624|14.00,5
15.0,2,6.6,15.5,2.75,6.623844404536159,14.000000000000002,2.4870843813308894,0.0032882079923978,True,15,6.624|14.00,5
15.0,3,6.6,15.5,3.1,6.623844400483692,14.000000000000002,2.4870843809344083,0.0032882079923978,True,15,6.624|14.00,5
15.0,4,6.6,18.0,2.35,6.623844477610101,14.000000000000002,2.4870843884487357,0.0032882079923995,True,13,6.624|14.00,5
15.0,5,6.6,18.0,2.75,6.623844396918769,14.000000000000002,2.487084380580135,0.0032882079923977,True,15,6.624|14.00,5
15.0,6,6.6,18.0,3.1,6.623844396322989,14.000000000000002,2.4870843805342897,0.0032882079923977,True,16,6.624|14.00,5
15.0,7,6.6,20.0,2.35,7.09075343852424,20.033784861545367,2.829802610806963,0.0878602509488147,True,81,7.091|20.03,7
15.0,8,6.6,20.0,2.75,7.090753288240115,20.03378486269275,2.8298025869446484,0.0878602509489743,True,83,7.091|20.03,7
15.0,9,6.6,20.0,3.1,7.090753361229942,20.033784862156224,2.8298025982901023,0.0878602509488971,True,84,7.091|20.03,7
15.0,10,6.8,15.5,2.35,6.963402702245317,14.000000000000002,2.5424415891402163,0.0025071623952614,True,17,6.963|14.00,1
15.0,11,6.8,15.5,2.75,6.963402708954419,14.000000000000002,2.542441589554602,0.0025071623952614,True,10,6.963|14.00,1
15.0,12,6.8,15.5,3.1,6.963402709386307,14.000000000000002,2.542441589934487,0.0025071623952614,True,11,6.963|14.00,1
15.0,13,6.8,18.0,2.35,6.62384445180874,14.000000000000002,2.487084385942082,0.0032882079923988,True,20,6.624|14.00,5
15.0,14,6.8,18.0,2.75,6.963402709311841,14.000000000000002,2.542441590259352,0.0025071623952614,True,11,6.963|14.00,1
15.0,15,6.8,18.0,3.1,6.963402708974576,14.000000000000002,2.542441590241605,0.0025071623952614,True,12,6.963|14.00,1
15.0,16,6.8,20.0,2.35,7.090758741857268,20.033784821100365,2.8298034523599487,0.0878602509478854,True,88,7.091|20.03,7
15.0,17,6.8,20.0,2.75,7.090758894810553,20.03378481991907,2.8298034771901177,0.0878602509479936,True,87,7.091|20.03,7
15.0,18,6.8,20.0,3.1,7.090758815578781,20.0337848205555,2.829803463839116,0.0878602509479375,True,87,7.091|20.03,7
15.0,19,7.0,15.5,2.35,6.963402709689571,14.000000000000002,2.542441590312284,0.0025071623952614,True,9,6.963|14.00,1
15.0,20,7.0,15.5,2.75,6.96340271204034,14.000000000000002,2.5424415906608573,0.0025071623952614,True,8,6.963|14.00,1
15.0,21,7.0,15.5,3.1,6.963402712227523,14.000000000000002,2.542441590794828,0.0025071623952614,True,9,6.963|14.00,1
15.0,22,7.0,18.0,2.35,6.963402709703711,14.000000000000002,2.5424415900119444,0.0025071623952614,True,9,6.963|14.00,1
15.0,23,7.0,18.0,2.75,6.9634027049653096,14.000000000000002,2.542441589558431,0.0025071623952614,True,8,6.963|14.00,1
15.0,24,7.0,18.0,3.1,6.963402706922195,14.000000000000002,2.542441589855004,0.0025071623952614,True,9,6.963|14.00,1
15.0,25,7.0,20.0,2.35,7.09075882250145,20.033784820492357,2.8298034651357,0.0878602509479421,True,101,7.091|20.03,7
15.0,26,7.0,20.0,2.75,7.0907588353315845,20.033784820391205,2.8298034671883485,0.0878602509479511,True,101,7.091|20.03,7
15.0,27,7.0,20.0,3.1,7.090758863377369,20.03378482016104,2.8298034719072125,0.0878602509479707,True,101,7.091|20.03,7
15.0,28,7.2,15.5,2.35,7.322106821662532,14.000000000000002,2.486133985705478,0.0032627443505343,True,18,7.322|14.00,4
15.0,29,7.2,15.5,2.75,6.963402709815757,14.000000000000002,2.542441590305234,0.0025071623952614,True,11,6.963|14.00,1
15.0,30,7.2,15.5,3.1,6.963402708059288,14.000000000000002,2.542441590052906,0.0025071623952614,True,12,6.963|14.00,1
15.0,31,7.2,18.0,2.35,7.322106910188,14.000000000000002,2.4861339839327856,0.003262744350533,True,18,7.322|14.00,4
15.0,32,7.2,18.0,2.75,6.963402709090213,14.000000000000002,2.5424415896795645,0.0025071623952614,True,9,6.963|14.00,1
15.0,33,7.2,18.0,3.1,6.963402709919474,14.000000000000002,2.5424415899337838,0.0025071623952614,True,10,6.963|14.00,1
15.0,34,7.2,20.0,2.35,8.015839006403745,20.043012150880973,2.774682284859239,0.0896685706461743,True,116,8.016|20.04,8
15.0,35,7.2,20.0,2.75,8.015839204058262,20.04301215032133,2.7746823025222724,0.0896685706459961,True,117,8.016|20.04,8
15.0,36,7.2,20.0,3.1,8.015839056633746,20.04301215073373,2.7746822892898053,0.0896685706461278,True,117,8.016|20.04,8
15.0,37,7.4,15.5,2.35,7.32210714348525,14.000000000000002,2.48613397919707,0.0032627443505347,True,16,7.322|14.00,4
15.0,38,7.4,15.5,2.75,7.322107080120878,14.000000000000002,2.486133980489415,0.0032627443505335,True,17,7.322|14.00,4
15.0,39,7.4,15.5,3.1,7.322107079847862,14.000000000000002,2.486133980499734,0.0032627443505335,True,18,7.322|14.00,4
15.0,40,7.4,18.0,2.35,7.322106918758891,14.000000000000002,2.486133983746627,0.0032627443505329,True,15,7.322|14.00,4
15.0,41,7.4,18.0,2.75,7.322107173473321,14.000000000000002,2.486133978599533,0.0032627443505355,True,15,7.322|14.00,4
15.0,42,7.4,18.0,3.1,7.322107080486645,14.000000000000002,2.486133980482058,0.0032627443505335,True,17,7.322|14.00,4
15.0,43,7.4,20.0,2.35,7.819641651473246,20.01864300774434,2.8570138931914806,0.0909518578803681,True,153,7.820|20.02,8
15.0,44,7.4,20.0,2.75,7.819641638365202,20.018643009741016,2.857013880498138,0.0909518578805081,True,156,7.820|20.02,8
15.0,45,7.4,20.0,3.1,7.819641654643663,20.0186430071357,2.857013897316319,0.0909518578803256,True,158,7.820|20.02,8
15.0,46,7.6,15.5,2.35,7.693682189458392,14.000000000000002,2.540544086328067,0.0026740314187882,True,11,7.694|14.00,2
15.0,47,7.6,15.5,2.75,7.693682187808397,14.000000000000002,2.5405440839278515,0.0026740314187882,True,10,7.694|14.00,2
15.0,48,7.6,15.5,3.1,7.693682187515821,14.000000000000002,2.540544085474763,0.0026740314187882,True,11,7.694|14.00,2
15.0,49,7.6,18.0,2.35,7.693682195839273,14.000000000000002,2.5405440839168896,0.0026740314187882,True,13,7.694|14.00,2
15.0,50,7.6,18.0,2.75,7.693682210628419,14.000000000000002,2.540544088225241,0.0026740314187882,True,11,7.694|14.00,2
15.0,51,7.6,18.0,3.1,7.693682194173158,14.000000000000002,2.540544088768724,0.0026740314187882,True,12,7.694|14.00,2
15.0,52,7.6,20.0,2.35,7.819647993427551,20.018642059103787,2.857020110181013,0.09095185784913,True,104,7.820|20.02,8
15.0,53,7.6,20.0,2.75,7.819647784631613,20.01864209030981,2.857019905565233,0.090951857849037,True,103,7.820|20.02,8
15.0,54,7.6,20.0,3.1,7.819647986468665,20.01864206011288,2.857020103549121,0.0909518578491252,True,102,7.820|20.02,8
15.0,55,7.8,15.5,2.35,7.6936822184113,14.000000000000002,2.540544087851405,0.0026740314187883,True,11,7.694|14.00,2
15.0,56,7.8,15.5,2.75,7.693682223251693,14.000000000000002,2.5405440879001664,0.0026740314187883,True,10,7.694|14.00,2
15.0,57,7.8,15.5,3.1,7.693682200013003,14.000000000000002,2.540544083960703,0.0026740314187882,True,11,7.694|14.00,2
15.0,58,7.8,18.0,2.35,7.69368219657606,14.000000000000002,2.540544085900717,0.0026740314187882,True,11,7.694|14.00,2
15.0,59,7.8,18.0,2.75,7.693682203070616,14.000000000000002,2.540544085358465,0.0026740314187882,True,9,7.694|14.00,2
15.0,60,7.8,18.0,3.1,7.69368219422052,14.000000000000002,2.5405440884752486,0.0026740314187882,True,11,7.694|14.00,2
15.0,61,7.8,20.0,2.35,7.819648086461585,20.018642045177195,2.8570202016445974,0.0909518578491956,True,124,7.820|20.02,8
15.0,62,7.8,20.0,2.75,7.81964805777506,20.01864204939578,2.857020173525852,0.0909518578491725,True,124,7.820|20.02,8
15.0,63,7.8,20.0,3.1,7.819648061672279,20.018642048945512,2.857020176808845,0.0909518578491777,True,124,7.820|20.02,8
15.0,64,8.0,15.5,2.35,8.012113742983276,14.000000000000002,2.488985340900419,0.0034048605074348,True,13,8.012|14.00,6
15.0,65,8.0,15.5,2.75,8.012113503295083,14.000000000000002,2.4889853707441474,0.003404860507435,True,17,8.012|14.00,6
15.0,66,8.0,15.5,3.1,8.01211355424144,14.000000000000002,2.488985364431649,0.0034048605074342,True,18,8.012|14.00,6
15.0,67,8.0,18.0,2.35,8.01211347825713,14.000000000000002,2.488985373888549,0.0034048605074354,True,16,8.012|14.00,6
15.0,68,8.0,18.0,2.75,7.69368219589344,14.000000000000002,2.540544089301882,0.0026740314187882,True,22,7.694|14.00,2
15.0,69,8.0,18.0,3.1,8.01211355800759,14.000000000000002,2.488985363959725,0.0034048605074342,True,27,8.012|14.00,6
15.0,70,8.0,20.0,2.35,8.499999999999998,20.019697586381124,2.8594201735447644,0.091873876299686,True,276,8.500|20.02,8
15.0,71,8.0,20.0,2.75,8.499999999999998,20.01969758630877,2.859420173686393,0.0918738762996801,True,276,8.500|20.02,8
15.0,72,8.0,20.0,3.1,8.499999999999998,20.01969758721125,2.8594201721236474,0.091873876299753,True,276,8.500|20.02,8
15.0,73,8.2,15.5,2.35,8.012113532751432,14.000000000000002,2.488985367119514,0.0034048605074345,True,17,8.012|14.00,6
15.0,74,8.2,15.5,2.75,8.430746673123203,14.000000000000002,2.531968254451603,0.0032082264278238,True,16,8.431|14.00,3
15.0,75,8.2,15.5,3.1,8.43074682216365,14.000000000000002,2.5319682837097197,0.0032082264278233,True,18,8.431|14.00,3
15.0,76,8.2,18.0,2.35,8.01211353273509,14.000000000000002,2.488985367107989,0.0034048605074345,True,17,8.012|14.00,6
15.0,77,8.2,18.0,2.75,8.43074662367783,14.000000000000002,2.531968259851712,0.003208226427824,True,18,8.431|14.00,3
15.0,78,8.2,18.0,3.1,8.430746830922898,14.000000000000002,2.5319682862243456,0.0032082264278235,True,20,8.431|14.00,3
15.0,79,8.2,20.0,2.35,8.499999999999998,20.01969354381616,2.8594278894507044,0.091873876148591,True,145,8.500|20.02,8
15.0,80,8.2,20.0,2.75,8.499999999999998,20.019693481987265,2.8594280075559944,0.0918738761489973,True,92,8.500|20.02,8
15.0,81,8.2,20.0,3.1,8.499999999999998,20.01969758501006,2.859420176170434,0.0918738762995754,True,175,8.500|20.02,8
15.0,82,8.4,15.5,2.35,8.430746656958455,14.000000000000002,2.5319682721272168,0.0032082264278231,True,15,8.431|14.00,3
15.0,83,8.4,15.5,2.75,8.43074662914527,14.000000000000002,2.531968298497213,0.0032082264278238,True,15,8.431|14.00,3
15.0,84,8.4,15.5,3.1,8.430746635663677,14.000000000000002,2.531968297833868,0.0032082264278237,True,16,8.431|14.00,3
15.0,85,8.4,18.0,2.35,8.430746662099159,14.000000000000002,2.531968293431273,0.0032082264278234,True,16,8.431|14.00,3
15.0,86,8.4,18.0,2.75,8.430746664847453,14.000000000000002,2.531968294161729,0.0032082264278234,True,16,8.431|14.00,3
15.0,87,8.4,18.0,3.1,8.430746672699158,14.000000000000002,2.531968289829533,0.0032082264278232,True,17,8.431|14.00,3
15.0,88,8.4,20.0,2.35,8.499999999999998,20.019693434603145,2.859428097983751,0.0918738761493641,True,298,8.500|20.02,8
15.0,89,8.4,20.0,2.75,8.499999999999998,20.01969355805451,2.859427862530979,0.091873876148509,True,297,8.500|20.02,8
15.0,90,8.4,20.0,3.1,8.499999999999998,20.019693519519112,2.859427935793958,0.0918738761487409,True,296,8.500|20.02,8
